gentime,NeAnc,td,lambda,maxn,data,sampn,maf,Nec,Neh
g1,n10e4,td190,l95,n500,wgs,n20,nomaf,16480.5,21062
g1,n10e4,td190,l95,n500,wgs,n50,nomaf,8036.14,9719.41
g1,n10e4,td190,l95,n500,wgs,n50,nomaf,1113.04,10393.4
g1,n10e4,td190,l95,n500,wgs,n50,nomaf,3125.97,9989.49
g1,n10e4,td190,l95,n500,wgs,n50,nomaf,3825.82,13536.5
g1,n10e4,td190,l95,n500,wgs,n50,nomaf,4784.36,10493
g1,n10e4,td190,l95,n500,wgs,n100,nomaf,1265.15,10705.6
g1,n10e4,td190,l95,n500,wgs,n100,nomaf,1256.63,11207.2
g1,n10e4,td190,l95,n500,wgs,n100,nomaf,1970.59,11052
g1,n10e4,td190,l95,n500,wgs,n100,nomaf,2263.54,11367.8
g1,n10e4,td190,l95,n500,wgs,n100,nomaf,1972.57,12506.6
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,73165.3,10367.8
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,17653.9,9631.22
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,8620.47,11815
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,257705,27889.8
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,470344,2397.07
g1,n10e4,constant,constant,n500,wgs,n50,nomaf,13415.3,6835.5
g1,n10e4,constant,constant,n500,wgs,n50,nomaf,14291.4,8631.47
g1,n10e4,constant,constant,n500,wgs,n50,nomaf,10518.9,11431.2
g1,n10e4,constant,constant,n500,wgs,n50,nomaf,12740.5,9188.54
g1,n10e4,constant,constant,n500,wgs,n50,nomaf,10108.1,9793.18
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,18783,8191.32
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,16121.5,10070
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,6711.09,13461.7
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,10523.4,17502.3
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,10239.5,9074.7
