gentime,NeAnc,td,lambda,maxn,sampn,data,model,scheme,Nch,Nhh,Th,lnLh,AICh
g1,n10e4,constant,constant,n500,n20,wgs,exp,all,9911.345387,99769.65458,9878.154696,-47521145.79,95042297.59
g1,n10e4,constant,constant,n500,n20,wgs,exp,t0,12007.7837,205900.542,31270.83134,-17977544.18,35955094.36
g1,n10e4,constant,constant,n500,n20,wgs,exp,t0t120,10254.00889,101880.4921,10647.57015,-27563971.38,55127948.77
g1,n10e4,constant,constant,n500,n20,wgs,exp,all,9825.623089,100869.7217,9934.978545,-47590190.99,95180387.97
g1,n10e4,constant,constant,n500,n20,wgs,exp,t0,12150.32811,202739.5945,31398.73166,-17933512.85,35867031.7
g1,n10e4,constant,constant,n500,n20,wgs,exp,t0t120,10052.96564,99646.40764,10026.30548,-27510365.95,55020737.91
g1,n10e4,constant,constant,n500,n20,wgs,exp,all,9737.85576,98032.02797,9330.178767,-47519775.42,95039556.85
g1,n10e4,constant,constant,n500,n20,wgs,exp,t0,11992.60407,205178.2094,31274.46253,-17893708.27,35787422.53
g1,n10e4,constant,constant,n500,n20,wgs,exp,t0t120,9584.078634,98822.41481,9356.583152,-27510961.23,55021928.46
g1,n10e4,constant,constant,n500,n20,wgs,exp,all,10357.54786,101186.2108,10755.3077,-47402148.29,94804302.58
g1,n10e4,constant,constant,n500,n20,wgs,exp,t0,12052.15075,204765.8993,31324.31307,-17939570.97,35879147.93
g1,n10e4,constant,constant,n500,n20,wgs,exp,t0t120,9847.18208,99329.03034,9691.918386,-27557876.71,55115759.43
g1,n10e4,constant,constant,n500,n20,wgs,exp,all,10435.57741,102032.2719,10959.24649,-47554536.92,95109079.84
g1,n10e4,constant,constant,n500,n200,rad10k,exp,t0,9771.060005,92452.46516,8025.492939,-72561.74517,145129.4903
g1,n10e4,constant,constant,n500,n200,rad10k,exp,t0t120,10001.71067,94280.7403,8300.285759,-111137.2654,222280.5309
g1,n10e4,constant,constant,n500,n200,rad10k,exp,all,10255.80562,94250.82107,8710.545592,-197831.2791,395668.5582
g1,n10e4,constant,constant,n500,n200,rad10k,exp,t0,10444.5971,97304.90725,9914.516286,-72312.6454,144631.2908
g1,n10e4,constant,constant,n500,n200,rad10k,exp,t0t120,10375.87809,96744.39717,9549.809685,-110927.5832,221861.1663
g1,n10e4,constant,constant,n500,n200,rad10k,exp,all,10539.2396,97744.14579,9892.547465,-196904.2703,393814.5406
g1,n10e4,constant,constant,n500,n200,rad10k,exp,t0,10248.20744,102305.8623,10763.05134,-72045.77481,144097.5496
g1,n10e4,constant,constant,n500,n200,rad10k,exp,t0t120,9585.181722,98194.03851,9486.495315,-111271.5474,222549.0948
g1,n10e4,constant,constant,n500,n200,rad10k,exp,all,10357.14282,102727.7197,10789.44169,-196746.0833,393498.1666
g1,n10e4,constant,constant,n500,n200,rad10k,exp,t0,10338.11739,108725.8008,12211.76871,-71910.14472,143826.2894
g1,n10e4,constant,constant,n500,n200,rad10k,exp,t0t120,10091.1607,104889.6422,10974.23901,-110376.7241,220759.4481
g1,n10e4,constant,constant,n500,n200,rad10k,exp,all,10399.43477,107411.8502,11727.63088,-195893.5459,391793.0918
g1,n10e4,constant,constant,n500,n200,rad10k,exp,t0,9964.315624,102512.9874,10500.53049,-71687.23872,143380.4774
g1,n10e4,constant,constant,n500,n200,rad10k,exp,t0t120,9959.54766,102683.312,10513.65506,-110470.188,220946.3759
g1,n10e4,constant,constant,n500,n200,rad10k,exp,all,9751.883983,101372.4692,10055.85083,-196529.3896,393064.7793
g1,n10e4,constant,constant,n500,n200,rad50k,exp,t0,10052.76729,102264.8518,10612.82011,-358084.2557,716174.5113
g1,n10e4,constant,constant,n500,n200,rad50k,exp,t0t120,10187.97251,102661.7961,10783.95179,-550301.8985,1100609.797
g1,n10e4,constant,constant,n500,n200,rad50k,exp,all,10286.20823,103394.3543,11004.25839,-978417.6044,1956841.209
g1,n10e4,constant,constant,n500,n200,rad50k,exp,t0,10045.86013,103159.0421,10629.09228,-360174.1995,720354.399
g1,n10e4,constant,constant,n500,n200,rad50k,exp,t0t120,9954.167281,102338.8614,10458.58642,-554298.3052,1108602.61
g1,n10e4,constant,constant,n500,n200,rad50k,exp,all,10460.29475,104602.0844,11331.4339,-983655.6329,1967317.266
g1,n10e4,constant,constant,n500,n200,rad50k,exp,t0,10060.68164,101808.0815,10405.66608,-359945.9276,719897.8552
g1,n10e4,constant,constant,n500,n200,rad50k,exp,t0t120,10194.11057,101258.6239,10348.63201,-553658.917,1107323.834
g1,n10e4,constant,constant,n500,n200,rad50k,exp,all,10231.97791,102559.041,10687.17505,-984545.7643,1969097.529
g1,n10e4,constant,constant,n500,n200,rad50k,exp,t0,10128.06112,103146.2013,10804.87721,-359430.0851,718866.1702
g1,n10e4,constant,constant,n500,n200,rad50k,exp,t0t120,10095.4512,102157.5828,10535.13529,-553440.4862,1106886.972
g1,n10e4,constant,constant,n500,n200,rad50k,exp,all,10148.77744,102222.9972,10573.29101,-983046.9404,1966099.881
g1,n10e4,constant,constant,n500,n200,rad50k,exp,t0,10133.26853,98900.78021,9762.295357,-362643.1787,725292.3574
g1,n10e4,constant,constant,n500,n200,rad50k,exp,t0t120,9706.29858,97128.4371,9035.311392,-557972.3618,1115950.724
g1,n10e4,constant,constant,n500,n200,rad50k,exp,all,9755.356632,96735.09256,8936.608655,-990902.3795,1981810.759
g1,n10e4,constant,constant,n500,n50,rad10k,exp,t0,11274.90616,339883.9322,40928.48988,-49914.51371,99835.02741
g1,n10e4,constant,constant,n500,n50,rad10k,exp,t0t120,9940.136227,101929.0281,10311.2728,-76092.42781,152190.8556
g1,n10e4,constant,constant,n500,n50,rad10k,exp,all,10488.01542,104015.8556,11359.51175,-133547.8663,267101.7326
g1,n10e4,constant,constant,n500,n50,rad10k,exp,t0,10777.76853,403357.803,42823.33777,-49571.59298,99149.18595
g1,n10e4,constant,constant,n500,n50,rad10k,exp,t0t120,9428.188687,101074.0404,9550.498785,-75910.27149,151826.543
g1,n10e4,constant,constant,n500,n50,rad10k,exp,all,10173.91115,104453.6103,11083.98442,-133321.2694,266648.5388
g1,n10e4,constant,constant,n500,n50,rad10k,exp,t0,11104.82713,452414.7328,46714.17591,-49811.21904,99628.43808
g1,n10e4,constant,constant,n500,n50,rad10k,exp,t0t120,11076.17116,113713.6412,14181.64061,-75502.41716,151010.8343
g1,n10e4,constant,constant,n500,n50,rad10k,exp,all,9921.199237,103445.8538,10577.89066,-133440.91,266887.82
g1,n10e4,constant,constant,n500,n50,rad10k,exp,t0,11836.33148,390281.4647,46678.19153,-50051.6093,100109.2186
g1,n10e4,constant,constant,n500,n50,rad10k,exp,t0t120,10317.20112,97026.16346,9628.512749,-75916.84975,151839.6995
g1,n10e4,constant,constant,n500,n50,rad10k,exp,all,9897.16982,94413.63772,8717.759322,-134011.2778,268028.5556
g1,n10e4,constant,constant,n500,n50,rad10k,exp,t0,10018.37149,91831.66775,8098.077888,-50420.9132,100847.8264
g1,n10e4,constant,constant,n500,n50,rad10k,exp,t0t120,11548.76751,432132.6983,47801.92504,-76478.05054,152962.1011
g1,n10e4,constant,constant,n500,n50,rad10k,exp,all,9962.275943,92934.8237,8165.078404,-134339.523,268685.0459
g1,n10e4,constant,constant,n500,n50,rad50k,exp,t0,11109.67835,546403.919,51133.94244,-249108.3289,498222.6578
g1,n10e4,constant,constant,n500,n50,rad50k,exp,t0t120,9858.890576,101281.4173,10076.22015,-379633.3959,759272.7919
g1,n10e4,constant,constant,n500,n50,rad50k,exp,all,10035.56442,102622.8024,10535.2525,-667109.6754,1334225.351
g1,n10e4,constant,constant,n500,n50,rad50k,exp,t0,11719.09802,327401.6129,41719.69801,-251273.1965,502552.393
g1,n10e4,constant,constant,n500,n50,rad50k,exp,t0t120,10410.18179,99432.31322,10237.08786,-381990.592,763987.184
g1,n10e4,constant,constant,n500,n50,rad50k,exp,all,10198.94331,99030.20207,9933.649661,-671594.4798,1343194.96
g1,n10e4,constant,constant,n500,n50,rad50k,exp,t0,11246.57081,367179.7296,42760.97407,-248086.0756,496178.1512
g1,n10e4,constant,constant,n500,n50,rad50k,exp,t0t120,10059.0413,101501.3913,10466.89756,-377769.4437,755544.8874
g1,n10e4,constant,constant,n500,n50,rad50k,exp,all,10338.31164,104520.8485,11371.03655,-663879.9244,1327765.849
g1,n10e4,constant,constant,n500,n50,rad50k,exp,t0,10417.83616,103454.0844,11216.32527,-249538.8775,499083.7549
g1,n10e4,constant,constant,n500,n50,rad50k,exp,t0t120,10216.43345,103257.7056,10824.37197,-379568.3913,759142.7826
g1,n10e4,constant,constant,n500,n50,rad50k,exp,all,9929.830001,100595.7186,10005.00318,-668309.3962,1336624.792
g1,n10e4,constant,constant,n500,n50,rad50k,exp,t0,9734.870344,101181.6509,9832.495187,-249600.1008,499206.2017
g1,n10e4,constant,constant,n500,n50,rad50k,exp,t0t120,11038.08692,218632.9989,29787.27518,-379929.2819,759864.5639
g1,n10e4,constant,constant,n500,n50,rad50k,exp,all,10049.18723,102090.2625,10404.21934,-667621.4371,1335248.874
g1,n10e4,constant,constant,n500,n50,wgs,exp,t0,10279.81494,101486.5077,10708.60809,-25034790.91,50069587.83
g1,n10e4,constant,constant,n500,n50,wgs,exp,t0t120,9773.592274,99466.02608,9723.423822,-38133571.68,76267149.36
g1,n10e4,constant,constant,n500,n50,wgs,exp,all,9992.229063,99811.50052,10017.39859,-66991571.28,133983148.6
g1,n10e4,constant,constant,n500,n50,wgs,exp,t0,10083.40866,100057.0949,10115.11443,-25080293.54,50160593.08
g1,n10e4,constant,constant,n500,n50,wgs,exp,t0t120,10215.22897,100760.6194,10420.36918,-38157261.61,76314529.22
g1,n10e4,constant,constant,n500,n50,wgs,exp,all,9833.385546,98927.13931,9626.599942,-67134810.77,134269627.5
g1,n10e4,constant,constant,n500,n50,wgs,exp,t0,10020.6521,99281.80873,9892.602187,-25063037.46,50126080.92
g1,n10e4,constant,constant,n500,n50,wgs,exp,t0t120,10354.35396,101183.5808,10624.55518,-38126137.33,76252280.65
g1,n10e4,constant,constant,n500,n50,wgs,exp,all,9947.738646,99115.274,9769.39545,-67094036.81,134188079.6
g1,n10e4,constant,constant,n500,n50,wgs,exp,t0,10190.23804,101670.3789,10563.02818,-25097162.78,50194331.56
g1,n10e4,constant,constant,n500,n50,wgs,exp,t0t120,10249.4136,101763.5415,10592.407,-38176565.47,76353136.93
g1,n10e4,constant,constant,n500,n50,wgs,exp,all,10129.79744,102202.1347,10551.3982,-67187214.48,134374435
g1,n10e4,constant,constant,n500,n50,wgs,exp,t0,10078.23098,99821.30756,10080.38378,-25058983.57,50117973.13
g1,n10e4,constant,constant,n500,n50,wgs,exp,t0t120,10172.20673,100227.1778,10248.20819,-38147338.9,76294683.8
g1,n10e4,constant,constant,n500,n50,wgs,exp,all,10152.96822,100641.3103,10300.8944,-67039760.23,134079526.5
g1,n10e4,td100,l99,n500,n100,rad10k,exp,t0,7470.123681,92384.45048,6051.582918,-59591.89326,119189.7865
g1,n10e4,td100,l99,n500,n100,rad10k,exp,t0t120,6169.513015,86103.48392,4383.560775,-93101.65979,186209.3196
g1,n10e4,td100,l99,n500,n100,rad10k,exp,all,6951.637427,88877.3583,5411.092203,-164561.3642,329128.7284
g1,n10e4,td100,l99,n500,n100,rad10k,exp,t0,7258.739682,93787.12452,5988.152129,-59802.94426,119611.8885
g1,n10e4,td100,l99,n500,n100,rad10k,exp,t0t120,6188.683162,88419.99458,4661.148732,-93262.69748,186531.395
g1,n10e4,td100,l99,n500,n100,rad10k,exp,all,7445.258625,92741.42059,6303.745152,-164731.5448,329469.0896
g1,n10e4,td100,l99,n500,n100,rad10k,exp,t0,8140.60592,97047.63088,7332.803282,-60214.01236,120434.0247
g1,n10e4,td100,l99,n500,n100,rad10k,exp,t0t120,6435.414533,87493.80093,4767.725471,-94191.55003,188389.1001
g1,n10e4,td100,l99,n500,n100,rad10k,exp,all,7786.527469,92142.18137,6571.445022,-165950.1482,331906.2965
g1,n10e4,td100,l99,n500,n100,rad10k,exp,t0,7736.014863,96757.58797,7065.62401,-59327.8192,118661.6384
g1,n10e4,td100,l99,n500,n100,rad10k,exp,t0t120,6492.288271,90498.29028,5349.835627,-92710.16814,185426.3363
g1,n10e4,td100,l99,n500,n100,rad10k,exp,all,7813.052365,94387.86522,7185.427464,-163895.6064,327797.2128
g1,n10e4,td100,l99,n500,n100,rad10k,exp,t0,7765.521326,92419.16372,6370.626602,-59574.72175,119155.4435
g1,n10e4,td100,l99,n500,n100,rad10k,exp,t0t120,6539.259315,86245.87135,4785.658485,-92931.64102,185869.282
g1,n10e4,td100,l99,n500,n100,rad10k,exp,all,8036.102435,89856.52334,6524.996696,-163660.047,327326.094
g1,n10e4,td100,l99,n500,n100,rad50k,exp,t0,7588.771865,91977.25751,6155.569484,-297275.1468,594556.2937
g1,n10e4,td100,l99,n500,n100,rad50k,exp,t0t120,6006.627548,85138.55366,4229.327201,-465083.5469,930173.0938
g1,n10e4,td100,l99,n500,n100,rad50k,exp,all,7337.357923,88566.60891,5752.613288,-821215.9063,1642437.813
g1,n10e4,td100,l99,n500,n100,rad50k,exp,t0,7710.469793,94906.739,6595.38606,-299728.6816,599463.3633
g1,n10e4,td100,l99,n500,n100,rad50k,exp,t0t120,6431.627743,88054.64056,4828.441633,-468442.6091,936891.2183
g1,n10e4,td100,l99,n500,n100,rad50k,exp,all,7663.263822,92478.91248,6422.904242,-827309.6818,1654625.364
g1,n10e4,td100,l99,n500,n100,rad50k,exp,t0,7904.941874,93783.31355,6697.449754,-298535.8407,597077.6814
g1,n10e4,td100,l99,n500,n100,rad50k,exp,t0t120,6368.321856,85936.11426,4542.685771,-466404.4452,932814.8904
g1,n10e4,td100,l99,n500,n100,rad50k,exp,all,7561.87328,89217.056,5944.170131,-823688.5847,1647383.169
g1,n10e4,td100,l99,n500,n100,rad50k,exp,t0,7707.649624,93169.97294,6291.96039,-300496.7805,600999.561
g1,n10e4,td100,l99,n500,n100,rad50k,exp,t0t120,6123.490853,86051.76638,4336.326742,-469957.3502,939920.7005
g1,n10e4,td100,l99,n500,n100,rad50k,exp,all,7219.747249,88972.03674,5531.132769,-830034.3986,1660074.797
g1,n10e4,td100,l99,n500,n100,rad50k,exp,t0,7728.713599,93835.52912,6346.308948,-301734.6496,603475.2991
g1,n10e4,td100,l99,n500,n100,rad50k,exp,t0t120,6354.875417,87056.53767,4559.084963,-471922.4386,943850.8772
g1,n10e4,td100,l99,n500,n100,rad50k,exp,all,7299.90932,89761.98861,5648.113772,-831999.1865,1664004.373
g1,n10e4,td100,l99,n500,n100,wgs,exp,t0,7646.37248,93289.22452,6305.221674,-30115304.22,60230614.45
g1,n10e4,td100,l99,n500,n100,wgs,exp,t0t120,6215.595072,86532.18647,4510.608183,-47074419.32,94148844.64
g1,n10e4,td100,l99,n500,n100,wgs,exp,all,8855.827571,3292984.216,72852.40706,-83172642.46,166345290.9
g1,n10e4,td100,l99,n500,n100,wgs,exp,t0,7584.86277,93896.22325,6340.303951,-30092742.83,60185491.66
g1,n10e4,td100,l99,n500,n100,wgs,exp,t0t120,6272.201397,87075.30802,4621.990862,-47067389.32,94134784.64
g1,n10e4,td100,l99,n500,n100,wgs,exp,all,8844.520669,2291769.884,66251.67277,-83149437.66,166298881.3
g1,n10e4,td100,l99,n500,n100,wgs,exp,t0,7598.118036,93344.94457,6313.094587,-30015580.87,60031167.74
g1,n10e4,td100,l99,n500,n100,wgs,exp,t0t120,6307.930643,86481.47816,4611.397606,-46949189.99,93898385.99
g1,n10e4,td100,l99,n500,n100,wgs,exp,all,8915.475137,3014177.139,71808.91183,-82837984.88,165675975.8
g1,n10e4,td100,l99,n500,n100,wgs,exp,t0,7613.350685,93897.11303,6397.502196,-30056431.33,60112868.67
g1,n10e4,td100,l99,n500,n100,wgs,exp,t0t120,6225.891079,86772.9442,4543.885241,-47018277.31,94036560.62
g1,n10e4,td100,l99,n500,n100,wgs,exp,all,8759.010043,2840399.76,69425.89522,-82947570.06,165895146.1
g1,n10e4,td100,l99,n500,n100,wgs,exp,t0,7601.816525,93592.38057,6343.890125,-30034441.18,60068888.37
g1,n10e4,td100,l99,n500,n100,wgs,exp,t0t120,6136.552695,86373.78365,4442.914846,-46994014.15,93988034.31
g1,n10e4,td100,l99,n500,n100,wgs,exp,all,8783.442305,3091548.875,71167.60371,-82973294.34,165946594.7
g1,n10e4,td100,l99,n500,n20,wgs,exp,t0,8817.721884,97645.71036,8342.545144,-17766603.52,35533213.03
g1,n10e4,td100,l99,n500,n20,wgs,exp,t0t120,7208.237072,91974.90857,5769.637428,-27570402.21,55140810.41
g1,n10e4,td100,l99,n500,n20,wgs,exp,all,9236.930842,97466.46033,8710.252014,-47418218.86,94836443.73
g1,n10e4,td100,l99,n500,n20,wgs,exp,t0,8669.020716,98590.67309,8297.203386,-17806422.32,35612850.64
g1,n10e4,td100,l99,n500,n20,wgs,exp,t0t120,8220.839081,94841.8762,7145.603811,-27628945.29,55257896.58
g1,n10e4,td100,l99,n500,n20,wgs,exp,all,9094.691606,97987.48641,8590.5934,-47606855.7,95213717.4
g1,n10e4,td100,l99,n500,n20,wgs,exp,t0,8758.910086,97328.70905,8175.234345,-17811085.01,35622176.02
g1,n10e4,td100,l99,n500,n20,wgs,exp,t0t120,7703.180767,92654.22751,6306.066852,-27643826.64,55287659.28
g1,n10e4,td100,l99,n500,n20,wgs,exp,all,9211.582276,97168.30759,8523.985165,-47536386.71,95072779.43
g1,n10e4,td100,l99,n500,n20,wgs,exp,t0,8951.777131,98127.15055,8594.507904,-17757672.6,35515351.2
g1,n10e4,td100,l99,n500,n20,wgs,exp,t0t120,6948.367446,90699.22103,5385.582434,-27576518.59,55153043.18
g1,n10e4,td100,l99,n500,n20,wgs,exp,all,9150.158553,96512.57837,8412.72179,-47397962.57,94795931.14
g1,n10e4,td100,l99,n500,n20,wgs,exp,t0,8621.266966,97379.97185,8044.863977,-17796521.98,35593049.97
g1,n10e4,td100,l99,n500,n20,wgs,exp,t0t120,8567.387852,95618.86197,7650.998275,-27542896.53,55085799.06
g1,n10e4,td100,l99,n500,n20,wgs,exp,all,8761.512479,96463.98237,7969.810785,-47556409.06,95112824.12
g1,n10e4,td100,l99,n500,n200,rad10k,exp,t0,7813.07552,252228.1807,22837.19447,-70275.76163,140557.5233
g1,n10e4,td100,l99,n500,n200,rad10k,exp,t0t120,5912.186497,85912.96967,4386.290758,-111625.3569,223256.7137
g1,n10e4,td100,l99,n500,n200,rad10k,exp,all,6288.009126,87737.48866,4841.705541,-197533.8738,395073.7477
g1,n10e4,td100,l99,n500,n200,rad10k,exp,t0,7246.28919,93786.27772,5918.520179,-70785.74825,141577.4965
g1,n10e4,td100,l99,n500,n200,rad10k,exp,t0t120,5988.976382,85981.72541,4393.70384,-112431.9173,224869.8347
g1,n10e4,td100,l99,n500,n200,rad10k,exp,all,6494.784416,87317.05094,4903.029698,-199036.6336,398079.2671
g1,n10e4,td100,l99,n500,n200,rad10k,exp,t0,6675.465701,92814.57739,5403.382606,-69669.87668,139345.7534
g1,n10e4,td100,l99,n500,n200,rad10k,exp,t0t120,6168.653103,87725.19217,4914.860692,-110817.2142,221640.4285
g1,n10e4,td100,l99,n500,n200,rad10k,exp,all,6595.524537,89120.46681,5515.946735,-196566.5642,393139.1283
g1,n10e4,td100,l99,n500,n200,rad10k,exp,t0,7029.916681,89782.48105,5276.255864,-70129.21395,140264.4279
g1,n10e4,td100,l99,n500,n200,rad10k,exp,t0t120,6031.206658,83266.31628,4234.052015,-111366.3028,222738.6055
g1,n10e4,td100,l99,n500,n200,rad10k,exp,all,6614.314197,84683.30225,4888.797264,-197130.2705,394266.5409
g1,n10e4,td100,l99,n500,n200,rad10k,exp,t0,6654.572845,89850.89781,4945.026768,-69988.9897,139983.9794
g1,n10e4,td100,l99,n500,n200,rad10k,exp,t0t120,5839.172815,83767.90282,4087.109388,-111395.414,222796.828
g1,n10e4,td100,l99,n500,n200,rad10k,exp,all,6713.950724,87387.22844,5095.376422,-197081.6473,394169.2946
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0,7069.93013,91042.4708,5471.184893,-350955.3706,701916.7411
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0t120,5869.120964,83361.48172,4067.841,-558270.2684,1116546.537
g1,n10e4,td100,l99,n500,n200,rad50k,exp,all,6460.202798,84937.21849,4685.240094,-989127.4955,1978260.991
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0,8452.020473,238299.065,23842.5449,-353766.6137,707539.2275
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0t120,5881.120209,83865.99018,4064.061752,-562269.4275,1124544.855
g1,n10e4,td100,l99,n500,n200,rad50k,exp,all,6278.453395,84991.31083,4516.552661,-995987.9025,1991981.805
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0,8169.119988,234199.373,22876.97403,-349787.3118,699580.6236
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0t120,5746.801785,82858.49693,3948.419621,-556688.4624,1113382.925
g1,n10e4,td100,l99,n500,n200,rad50k,exp,all,6252.398972,84258.4222,4514.650321,-986187.25,1972380.5
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0,7094.41844,91749.10527,5436.871379,-354934.3502,709874.7005
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0t120,5985.005323,84889.85731,4177.780736,-564090.9055,1128187.811
g1,n10e4,td100,l99,n500,n200,rad50k,exp,all,6641.684837,86754.63022,4946.184122,-998414.1276,1996834.255
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0,8165.331987,242246.9362,23210.60173,-352585.3274,705176.6548
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0t120,5989.56472,85678.53902,4367.936633,-560015.9419,1120037.884
g1,n10e4,td100,l99,n500,n200,rad50k,exp,all,6728.443879,88316.73435,5246.364855,-992591.659,1985189.318
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0,9455.724739,690111.4478,47539.3375,-49257.5578,98521.1156
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0t120,6585.189073,90890.86786,5143.105113,-76113.06758,152232.1352
g1,n10e4,td100,l99,n500,n50,rad10k,exp,all,8228.426284,96490.76105,7509.054345,-134138.7495,268283.499
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0,9575.765306,375983.691,36459.02207,-48870.82244,97747.64489
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0t120,6938.083548,92667.6695,5870.898644,-75819.38919,151644.7784
g1,n10e4,td100,l99,n500,n50,rad10k,exp,all,8544.35703,96235.49463,7947.18239,-132829.8934,265665.7869
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0,10540.39053,312170.1292,36167.60644,-49701.75052,99409.50104
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0t120,7447.336373,92298.4762,6133.560989,-76708.46528,153422.9306
g1,n10e4,td100,l99,n500,n50,rad10k,exp,all,10226.16408,103254.451,11106.28885,-134365.7613,268737.5226
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0,9775.152883,334866.1615,34983.36899,-49070.52524,98147.05048
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0t120,6164.037949,87495.11153,4406.207888,-76016.24196,152038.4839
g1,n10e4,td100,l99,n500,n50,rad10k,exp,all,8215.726087,94471.31966,7268.129777,-133196.8642,266399.7285
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0,8500.065068,95430.81222,7646.197743,-49059.94176,98125.88352
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0t120,7534.506092,88853.32678,5797.643241,-75934.61883,151875.2377
g1,n10e4,td100,l99,n500,n50,rad10k,exp,all,8855.601072,92770.23496,7604.46004,-132835.6151,265677.2301
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0,9755.420395,411703.6393,39139.1254,-244504.0386,489014.0773
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0t120,6296.684402,87179.15149,4535.419779,-379736.9434,759479.8867
g1,n10e4,td100,l99,n500,n50,rad50k,exp,all,8459.739738,92943.83732,7224.30613,-664596.3808,1329198.762
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0,9991.789096,311521.4986,34166.2834,-247341.0995,494688.1989
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0t120,6309.176292,87498.07146,4473.744073,-383579.2656,767164.5312
g1,n10e4,td100,l99,n500,n50,rad50k,exp,all,8565.127522,94188.97854,7441.600958,-671781.4241,1343568.848
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0,9970.708824,410006.2386,39596.80661,-248658.0828,497322.1655
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0t120,6642.207636,89309.34364,4907.742059,-385119.4526,770244.9052
g1,n10e4,td100,l99,n500,n50,rad50k,exp,all,8750.864115,94355.39174,7512.644434,-674714.9816,1349435.963
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0,8638.60251,99063.23604,8284.863218,-247059.6118,494125.2236
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0t120,7100.680731,91850.16995,5733.697324,-381874.5882,763755.1765
g1,n10e4,td100,l99,n500,n50,rad50k,exp,all,8675.241624,97272.65314,8014.427227,-669779.3421,1339564.684
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0,8219.846509,94893.36365,7202.475663,-245744.3278,491494.6556
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0t120,6867.512546,88417.19885,5115.799127,-380777.0897,761560.1794
g1,n10e4,td100,l99,n500,n50,rad50k,exp,all,8351.726887,92112.54616,6923.647181,-667552.8099,1335111.62
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0,8071.682692,95531.55828,7149.588332,-24728310.55,49456627.11
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0t120,6519.921755,88613.33302,4862.519798,-38371455.74,76742917.48
g1,n10e4,td100,l99,n500,n50,wgs,exp,all,8522.486713,93929.43491,7417.353632,-67196752.92,134393511.8
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0,8163.842853,96566.44857,7375.245368,-24778760.28,49557526.56
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0t120,6734.809001,89721.81309,5160.230764,-38412950.57,76825907.13
g1,n10e4,td100,l99,n500,n50,wgs,exp,all,8657.240805,95625.84718,7791.689367,-67303821.59,134607649.2
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0,8065.754278,95488.94281,7115.016937,-24760446.91,49520899.82
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0t120,6608.635883,89127.30584,4984.311961,-38376285.65,76752577.31
g1,n10e4,td100,l99,n500,n50,wgs,exp,all,8700.941874,95680.52687,7858.341437,-67189517.9,134379041.8
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0,8232.612489,95473.95513,7315.89199,-24735021.52,49470049.04
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0t120,6903.581781,89043.11586,5255.802524,-38313430.59,76626867.18
g1,n10e4,td100,l99,n500,n50,wgs,exp,all,8414.797824,93451.18376,7240.101298,-67115148.34,134230302.7
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0,8109.761272,94996.71893,7060.720047,-24796727.43,49593460.87
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0t120,7884.12965,96298.85023,7431.670077,-38423659.29,76847324.59
g1,n10e4,td100,l99,n500,n50,wgs,exp,all,8590.122917,94361.01049,7519.650023,-67309658.81,134619323.6
g1,n10e4,td190,l95,n500,n100,rad10k,exp,t0,8623.888533,90685.98697,7204.714573,-58955.08865,117916.1773
g1,n10e4,td190,l95,n500,n100,rad10k,exp,t0t120,8538.527471,89157.94658,7137.849179,-91034.6617,182075.3234
