gentime,NeAnc,td,lambda,maxn,sampn,data,model,scheme,Nh,Nc,Na,T,Ta,lnL,AIC2C,Nh1C,Nc1C,T1C,lnL1C,AIC1C,NhC,NcC,lnL,AICC,AIC2C-AIC1C,AIC2C-AICC,Nch,Nhh,Th,lnLh,AICh,AIC2C-AICh,AIC1C-AICh,AICC-AICh
g1,n10e4,td100,l99,n500,n200,rad50k,2change,all,10172.04757,3458.173199,99821.57142,96.23214971,9991.561704,-995502.1963,1991014.393,65447.24504,2434.178708,84.36704531,-1015166.33,2030338.659,63101.13523,63101.13523,-1020244.142,2040490.284,-39324.26649,-49475.89082,6460.202798,84937.21849,4685.240094,-989127.4955,1978260.991,12753.40204,52077.66804,62229.29304
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0,9549.469454,3017.700959,97918.15594,90.2308592,9125.25824,-350894.0164,701798.0328,74518.41195,53.67535532,119.7363231,-353113.9728,706233.9455,64105.80998,64105.80998,-371273.1576,742548.3152,-4435.912754,-40750.28244,8452.020473,238299.065,23842.5449,-353766.6137,707539.2275,-5741.194684,-1305.281984,35009.08772
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0t120,9423.840285,15934.22765,94820.47809,33.28174767,8241.562962,-557954.0964,1115918.193,65605.15335,351.402929,41.06432977,-574408.1521,1148822.304,55476.57096,55476.57096,-585747.3677,1171496.735,-32904.11127,-55578.54244,5881.120209,83865.99018,4064.061752,-562269.4275,1124544.855,-8626.661974,24277.44903,46951.88003
g1,n10e4,td100,l99,n500,n200,rad50k,2change,all,9970.624815,3369.519027,97666.08454,109.4679665,9450.42748,-988692.5666,1977395.133,64552.95116,2465.67714,83.84814915,-1005790.576,2011587.153,62265.65495,62265.65495,-1010861.123,2021724.245,-34192.01949,-44329.11181,6278.453395,84991.31083,4516.552661,-995987.9025,1991981.805,-14586.67203,19605.34797,29742.43997
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0,10281.87908,2748.013895,99056.38989,119.9080379,10240.90325,-349496.4613,699002.9227,75512.02815,39.70364517,95.01090705,-354572.5317,709151.0635,64627.26169,64627.26169,-373125.1084,746252.2169,-10148.14081,-47249.2942,8169.119988,234199.373,22876.97403,-349787.3118,699580.6236,-577.7009018,9570.439898,46671.5933
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0t120,10110.24504,16990.84622,98715.08649,30.83420419,9570.52038,-556334.2523,1112678.505,65989.71906,103.3496577,14.33471136,-576444.5408,1152895.082,56302.81465,56302.81465,-587523.714,1175049.428,-40216.57698,-62370.92336,5746.801785,82858.49693,3948.419621,-556688.4624,1113382.925,-704.4197856,39512.15721,61666.50321
g1,n10e4,td100,l99,n500,n200,rad50k,2change,all,10151.87212,2996.511037,99052.64994,114.3812844,9996.335347,-985634.904,1971279.808,65212.88031,2624.888642,83.20949511,-1009730.154,2019466.308,63017.90266,63017.90266,-1014456.491,2028914.983,-48186.49983,-57635.17452,6252.398972,84258.4222,4514.650321,-986187.25,1972380.5,-1100.691945,47085.80805,56534.48305
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0,10412.63919,2958.11713,101503.9394,119.9608718,10586.38706,-354851.0215,709712.0431,74726.97418,51.93666908,113.9415747,-355709.234,711424.4679,64491.2795,64491.2795,-373893.4772,747788.9543,-1712.424886,-38076.91129,7094.41844,91749.10527,5436.871379,-354934.3502,709874.7005,-162.6573822,1549.767418,37914.25382
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0t120,10088.70662,13868.94101,99034.21028,23.27122895,9417.514148,-563776.0635,1127562.127,65993.2213,131.4416678,18.03309575,-578292.8291,1156591.658,55928.19998,55928.19998,-589844.1128,1179690.226,-29029.53126,-52128.09868,5985.005323,84889.85731,4177.780736,-564090.9055,1128187.811,-625.6840566,28403.84694,51502.41494
g1,n10e4,td100,l99,n500,n200,rad50k,2change,all,10285.99292,3326.954612,101025.1878,111.6633064,10223.79633,-997946.3121,1995902.624,65012.1698,2559.61858,81.24824257,-1012633.6,2025273.199,62580.2961,62580.2961,-1018078.499,2036158.998,-29370.57493,-40256.37426,6641.684837,86754.63022,4946.184122,-998414.1276,1996834.255,-931.6311082,28438.94389,39324.74289
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0,9827.671335,3211.122736,101996.6276,120,10099.24041,-352360.3564,704730.7128,74209.92033,50.61075999,113.6337902,-351551.985,703109.97,63835.84786,63835.84786,-369894.6291,739791.2583,1620.742765,-35060.54552,8165.331987,242246.9362,23210.60173,-352585.3274,705176.6548,-445.9419587,-2066.684759,34614.60354
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0t120,9377.550292,13011.09489,98360.79127,25.39953852,8883.154644,-559714.8905,1119439.781,65274.61404,95.47945089,13.97648395,-572560.4529,1145126.906,55007.6666,55007.6666,-584366.1848,1168734.37,-25687.12471,-49294.58859,5989.56472,85678.53902,4367.936633,-560015.9419,1120037.884,-598.102739,25089.02226,48696.48626
g1,n10e4,td100,l99,n500,n200,rad50k,2change,all,9924.024478,3576.769735,101742.938,112.3098332,10074.68899,-992224.012,1984458.024,64434.9166,2169.151152,86.45477277,-1002575.364,2005156.728,61951.46471,61951.46471,-1008041.487,2016084.974,-20698.7041,-31626.94996,6728.443879,88316.73435,5246.364855,-992591.659,1985189.318,-731.2939666,19967.41003,30895.65603
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0,13092.33509,412.0819022,126403.4593,48.3758354,20190.70202,-49235.26597,98480.53194,78767.70284,25.73479023,85.64751775,-49192.57342,98391.14684,64080.65325,64080.65325,-51692.23959,103386.4792,89.38509866,-4905.947242,9455.724739,690111.4478,47539.3375,-49257.5578,98521.1156,-40.58366108,-129.9687611,4865.363599
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0t120,9507.697002,3112.194243,101734.5004,111.6119025,9694.29376,-76094.47009,152198.9402,65275.41525,590.6801948,85.64953486,-78348.12802,156702.256,64051.7889,64051.7889,-78734.02252,157470.045,-4503.315855,-5271.104861,6585.189073,90890.86786,5143.105113,-76113.06758,152232.1352,-33.19495591,4470.120844,5237.909844
g1,n10e4,td100,l99,n500,n50,rad10k,2change,all,11137.38078,2998.525476,595999.0043,100.2733708,53091.20443,-134124.015,268258.0301,64753.91327,22718.61496,23.19121843,-135620.7918,271247.5835,64526.39839,64526.39839,-135781.4055,271564.8111,-2989.553469,-3306.781032,8228.426284,96490.76105,7509.054345,-134138.7495,268283.499,-25.46894152,2964.084458,3281.312058
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0,9378.364022,3140.109246,103899.3032,75.95205457,10154.01161,-48861.37518,97732.75037,79593.54505,24.39007048,85.36825111,-49015.16338,98036.32676,64172.06703,64172.06703,-51540.89326,103083.7865,-303.5763922,-5351.036155,9575.765306,375983.691,36459.02207,-48870.82244,97747.64489,-14.89451895,288.681871,5336.141611
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0t120,9959.366719,3027.414123,107075.8333,111.8932643,11475.06662,-75795.87325,151601.7465,65474.56404,612.5895417,85.65164722,-78181.83723,156369.6745,64294.58139,64294.58139,-78546.4433,157094.8866,-4767.927975,-5493.140114,6938.083548,92667.6695,5870.898644,-75819.38919,151644.7784,-43.0318754,4724.896125,5450.108225
g1,n10e4,td100,l99,n500,n50,rad10k,2change,all,11115.91467,2829.542397,567560.4254,119.9801579,52143.71273,-132820.1977,265650.3954,64624.40716,22901.75964,23.25864729,-135246.3166,270498.6331,64432.72974,64432.72974,-135398.3104,270798.6207,-4848.237695,-5148.225266,8544.35703,96235.49463,7947.18239,-132829.8934,265665.7869,-15.39149937,4832.846201,5132.833801
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0,12881.50401,748.658883,127005.6088,48.93408901,20012.84572,-49688.07045,99386.1409,79033.88233,26.78087541,85.55173916,-49862.35871,99730.71743,64780.53646,64780.53646,-52278.27326,104558.5465,-344.5765274,-5172.405615,10540.39053,312170.1292,36167.60644,-49701.75052,99409.50104,-23.36014067,321.2163893,5149.045459
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0t120,10395.021,3229.351702,104741.8747,111.9014276,11357.10667,-76686.45368,153382.9074,65954.57657,632.2179482,85.64269598,-79020.88881,158047.7776,64794.6412,64794.6412,-79375.72226,158753.4445,-4664.870261,-5370.537152,7447.336373,92298.4762,6133.560989,-76708.46528,153422.9306,-40.02315573,4624.847044,5330.513944
g1,n10e4,td100,l99,n500,n50,rad10k,2change,all,12336.50633,2727.835163,447897.8763,115.4498557,52074.0385,-134343.9138,268697.8275,65358.75933,22701.77653,23.1455262,-136665.3893,273336.7787,65130.86133,65130.86133,-136839.0496,273680.0992,-4638.951139,-4982.271625,10226.16408,103254.451,11106.28885,-134365.7613,268737.5226,-39.69511942,4599.256081,4942.576581
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0,8467.296356,5634.830831,95394.27862,119.8091364,7531.519583,-49054.29031,98118.58063,79892.99471,24.78368154,85.66903674,-49364.67157,98735.34314,64564.15551,64564.15551,-51943.55986,103889.1197,-616.7625093,-5770.539088,9775.152883,334866.1615,34983.36899,-49070.52524,98147.05048,-28.4698529,588.2926571,5742.069217
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0t120,9058.6117,3062.244044,95674.85422,112.3610796,8146.029304,-75999.43561,152008.8712,65716.34877,601.3198867,85.64736848,-78481.95843,156969.9169,64515.21968,64515.21968,-78858.30915,157718.6183,-4961.045643,-5709.74707,6164.037949,87495.11153,4406.207888,-76016.24196,152038.4839,-29.61271524,4931.432985,5680.134385
g1,n10e4,td100,l99,n500,n50,rad10k,2change,all,11082.58623,2567.138236,544759.9007,119.999997,51006.30927,-133185.6832,266381.3665,65323.20687,22628.51172,22.954645,-136566.9696,273139.9393,65116.29348,65116.29348,-136756.6996,273515.3993,-6758.572762,-7134.032769,8215.726087,94471.31966,7268.129777,-133196.8642,266399.7285,-18.3619891,6740.210811,7115.670811
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0,9993.349987,3656.800304,99527.79348,119.7066707,10026.62282,-49058.97482,98127.94964,78145.23774,10.07462839,36.28015315,-49213.44231,98432.88461,63942.48242,63942.48242,-51640.79646,103283.5929,-304.9349747,-5155.643287,8500.065068,95430.81222,7646.197743,-49059.94176,98125.88352,2.066120979,307.001091,5157.709381
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0t120,10279.14502,3536.801969,97839.91692,119.9945098,9978.460483,-75914.68913,151839.3783,65048.83245,51.45478042,10.00471678,-78166.80943,156339.6189,63936.69967,63936.69967,-78503.14252,157008.285,-4500.240596,-5168.906793,7534.506092,88853.32678,5797.643241,-75934.61883,151875.2377,-35.85936736,4464.381233,5133.047333
g1,n10e4,td100,l99,n500,n50,rad10k,2change,all,10221.45565,3434.581449,97631.85941,110.5723084,9875.09228,-132822.3934,265654.7867,64481.22206,2376.718405,74.97474767,-135143.8468,270293.6935,64238.56484,64238.56484,-135309.9258,270621.8516,-4638.90683,-4967.064872,8855.601072,92770.23496,7604.46004,-132835.6151,265677.2301,-22.44344209,4616.463358,4944.621458
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0,9918.107155,663.5637836,98237.80099,27.68312967,9657.165528,-244407.1454,488824.2908,79435.51152,25.69702687,85.70011736,-247873.4443,495752.8886,64613.64717,64613.64717,-260251.0004,520504.0008,-6928.597802,-31679.71004,9755.420395,411703.6393,39139.1254,-244504.0386,489014.0773,-189.786472,6738.811328,31489.92353
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0t120,10011.45231,2636.625485,99038.5089,112.0971638,9896.606821,-379588.7872,759187.5743,65851.88005,636.0484039,85.72211032,-393690.2165,787386.4331,64713.3131,64713.3131,-395421.3598,790844.7197,-28198.85873,-31657.14538,6296.684402,87179.15149,4535.419779,-379736.9434,759479.8867,-292.312441,27906.54636,31364.83296
g1,n10e4,td100,l99,n500,n50,rad50k,2change,all,11350.42794,3043.858165,526193.1682,115.1662665,51636.14546,-664577.701,1329165.402,65360.61686,23309.63425,22.7234012,-681976.2027,1363958.405,65119.51294,65119.51294,-682796.958,1365595.916,-34793.00343,-36430.51409,8459.739738,92943.83732,7224.30613,-664596.3808,1329198.762,-33.35967882,34759.64332,36397.15432
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0,10038.03361,1262.098817,99849.19446,46.87023266,9767.266194,-248563.3912,497136.7824,78339.65859,25.88809165,85.45766073,-245066.7682,490139.5365,63824.96944,63824.96944,-257520.6766,515043.3532,6997.245886,-17906.57082,9991.789096,311521.4986,34166.2834,-247341.0995,494688.1989,2448.583454,-4548.662446,20355.15425
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0t120,9955.011311,2908.404861,100014.9327,111.1771381,9720.365882,-385000.4487,770010.8974,65160.49171,108.914437,21.16532082,-391037.9143,782081.8286,63912.03728,63912.03728,-393068.8449,786139.6899,-12070.9312,-16128.79247,6309.176292,87498.07146,4473.744073,-383579.2656,767164.5312,2846.366245,14917.29744,18975.15874
g1,n10e4,td100,l99,n500,n50,rad50k,2change,all,11641.87116,3000.419132,508308.194,117.7280687,51842.18612,-674693.8214,1349397.643,64541.92394,22765.12217,23.21181459,-676413.901,1352833.802,64352.45007,64352.45007,-677201.4883,1354404.977,-3436.159299,-5007.333945,8565.127522,94188.97854,7441.600958,-671781.4241,1343568.848,5828.794822,9264.953822,10836.12882
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0,10226.49531,2064.962222,100392.3435,81.96403866,10224.96396,-247253.7368,494517.4736,79573.38327,26.00716471,85.56917686,-249245.4779,498496.9558,64889.6433,64889.6433,-261859.4447,523720.8894,-3979.48219,-29203.41578,9970.708824,410006.2386,39596.80661,-248658.0828,497322.1655,-2804.691935,1174.790265,26398.72386
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0t120,10152.43435,2625.910356,99385.27972,112.2454747,9923.894964,-383426.452,766862.9041,66109.70404,594.9446038,85.64813791,-396689.9464,793385.8928,64889.895,64889.895,-398624.9216,797251.8432,-26522.98876,-30388.93914,6642.207636,89309.34364,4907.742059,-385119.4526,770244.9052,-3382.001051,23140.98765,27006.93805
g1,n10e4,td100,l99,n500,n50,rad50k,2change,all,11645.02776,3325.62708,512994.8172,87.61985451,52186.09858,-671719.3944,1343448.789,65503.98058,22907.54636,23.18482397,-686607.0612,1373220.122,65280.1695,65280.1695,-687427.8859,1374857.772,-29771.3336,-31408.98309,8750.864115,94355.39174,7512.644434,-674714.9816,1349435.963,-5987.174127,23784.15887,25421.80887
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0,9605.586194,3382.684495,102339.9175,65.81902543,9974.501719,-247057.0048,494124.0096,78653.94119,10.00529909,36.65140403,-246474.0075,492954.0149,64145.21988,64145.21988,-258829.6802,517661.3604,1169.994684,-23537.35075,8638.60251,99063.23604,8284.863218,-247059.6118,494125.2236,-1.214013942,-1171.208714,23536.13679
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0t120,9701.088598,3411.198917,101625.8202,112.093824,9889.948645,-381791.2446,763592.4893,65285.22069,48.73006778,10.0047164,-392176.1857,784358.3714,64124.47488,64124.47488,-394017.9919,788037.9839,-20765.88214,-24445.49458,7100.680731,91850.16995,5733.697324,-381874.5882,763755.1765,-162.6871635,20603.19494,24282.80744
g1,n10e4,td100,l99,n500,n50,rad50k,2change,all,11087.72341,5517.12759,570464.5845,59.58384481,51838.29485,-669777.2335,1339564.467,64813.85031,2282.107806,74.84252344,-679272.6433,1358551.287,64528.23895,64528.23895,-680189.1439,1360380.288,-18986.81946,-20815.8206,8675.241624,97272.65314,8014.427227,-669779.3421,1339564.684,-0.21728931,18986.60271,20815.60371
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0,9134.636464,2544.109349,97064.46773,46.00393391,8513.569247,-245741.957,491493.914,79122.53085,26.06016271,85.57162705,-247958.403,495922.8061,64536.55756,64536.55756,-260441.1042,520884.2084,-4428.892079,-29390.29442,8219.846509,94893.36365,7202.475663,-245744.3278,491494.6556,-0.741599723,4428.1505,29389.5528
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0t120,9828.554325,3246.652645,97552.60139,116.9491221,9329.189243,-380675.1854,761360.3708,65706.49794,69.04878845,14.42725042,-394898.9286,789803.8571,64454.26904,64454.26904,-396987.8624,793977.7247,-28443.48628,-32617.35389,6867.512546,88417.19885,5115.799127,-380777.0897,761560.1794,-199.8085767,28243.67772,32417.54532
g1,n10e4,td100,l99,n500,n50,rad50k,2change,all,9912.808723,3009.477715,97322.78824,119.9963501,9351.842578,-667472.9996,1334955.999,65209.08805,22466.78937,22.99525837,-683569.5087,1367145.017,64969.71129,64969.71129,-684527.0988,1369056.198,-32189.0183,-34100.19842,8351.726887,92112.54616,6923.647181,-667552.8099,1335111.62,-155.6208396,32033.39716,33944.57816
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0,9701.796088,2390.071712,100692.8524,73.18829442,9775.084557,-24778145.3,49556300.6,78816.37751,32.61140155,104.9417757,-24807856.2,49615718.39,64177.10073,64177.10073,-26054928.5,52109858.99,-59417.79376,-2553558.391,8071.682692,95531.55828,7149.588332,-24728310.55,49456627.11,99673.4922,159091.2822,2653231.882
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0t120,11326.22203,473.795896,307743.7366,33.84381172,38789.93221,-38405426.76,76810863.52,65310.3955,91.20030341,17.11891779,-39464637.11,78929280.22,64146.69321,64146.69321,-39649382.43,79298766.86,-2118416.701,-2487903.341,6519.921755,88613.33302,4862.519798,-38371455.74,76742917.48,67946.04145,2186362.741,2555849.381
g1,n10e4,td100,l99,n500,n50,wgs,2change,all,9936.129524,4298.294158,100833.511,86.3501695,10057.60031,-67298645.42,134597300.8,64854.24189,2174.700757,75.78140097,-68301200.58,136602407.2,64564.29707,64564.29707,-68394911.89,136789825.8,-2005106.308,-2192524.93,8522.486713,93929.43491,7417.353632,-67196752.92,134393511.8,203788.9633,2208895.363,2396313.963
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0,9778.099109,2183.838951,99991.03242,73.32203802,9731.192096,-24759705.18,49519420.37,79167.77728,33.72255399,108.4660338,-24798323.86,49596653.72,64230.14526,64230.14526,-26059024.53,52118051.06,-77233.34916,-2598630.698,8163.842853,96566.44857,7375.245368,-24778760.28,49557526.56,-38106.18745,39127.16255,2560524.503
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0t120,11305.15658,1729.130455,290998.0952,79.06002771,37426.86338,-38368715.2,76737440.4,65455.97996,73.53997289,14.87940422,-39524481.51,79048969.03,64238.30917,64238.30917,-39724326.84,79448655.69,-2311528.625,-2711215.287,6734.809001,89721.81309,5160.230764,-38412950.57,76825907.13,-88466.73172,2223061.898,2622748.558
g1,n10e4,td100,l99,n500,n50,wgs,2change,all,9969.717925,4020.510292,100885.8879,94.99953977,10121.54512,-67184224.86,134368459.7,64890.66248,2278.732778,75.81937761,-68389636.47,136779278.9,64634.20445,64634.20445,-68475878.36,136951758.7,-2410819.216,-2583298.999,8657.240805,95625.84718,7791.689367,-67303821.59,134607649.2,-239189.4895,2171629.71,2344109.51
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0,9653.615625,1965.841049,99259.76731,52.402905,9501.985943,-24734486.39,49468982.78,79093.69332,29.12310662,95.81144203,-24830479.47,49660964.94,64307.68929,64307.68929,-26092699.21,52185400.41,-191982.1656,-2716417.639,8065.754278,95488.94281,7115.016937,-24760446.91,49520899.82,-51917.03659,140065.1234,2664500.593
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0t120,9938.454982,2886.400555,99131.66529,103.1817685,9801.516937,-38302640.32,76605290.64,65510.11822,108.2674407,20.36802879,-39539703.37,79079412.74,64313.33219,64313.33219,-39732838.43,79465678.86,-2474122.097,-2860388.221,6608.635883,89127.30584,4984.311961,-38376285.65,76752577.31,-147286.6656,2326835.434,2713101.554
g1,n10e4,td100,l99,n500,n50,wgs,2change,all,10012.16661,3035.857231,99434.14919,113.6242681,9919.808689,-67106612.43,134213234.9,65043.59288,3586.229242,64.5590901,-68392128.15,136784262.3,64788.26905,64788.26905,-68477680.64,136955363.3,-2571027.443,-2742128.419,8700.941874,95680.52687,7858.341437,-67189517.9,134379041.8,-165806.8927,2405220.507,2576321.507
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0,9729.276554,1566.262254,99027.9949,47.79318568,9469.419387,-24796060.07,49592130.14,78942.19291,27.84272821,91.07561153,-24866919.56,49733845.12,64329.97319,64329.97319,-26122352.68,52244707.35,-141714.9816,-2652577.209,8232.612489,95473.95513,7315.89199,-24735021.52,49470049.04,122081.0983,263796.0783,2774658.308
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0t120,11421.73106,1620.326623,278468.115,76.95740024,36814.89281,-38411792.9,76823595.79,65512.10373,117.9201916,22.1507043,-39574384.18,79148774.37,64290.64569,64290.64569,-39770361.78,79540725.57,-2325178.577,-2717129.778,6903.581781,89043.11586,5255.802524,-38313430.59,76626867.18,196728.6136,2521907.194,2913858.394
g1,n10e4,td100,l99,n500,n50,wgs,2change,all,10002.16053,4431.214079,99605.95531,76.9825382,9893.141558,-67303696.72,134607403.4,65032.42192,3479.187493,65.06729996,-68502472.81,137004951.6,64772.41417,64772.41417,-68590551.19,137181104.4,-2397548.185,-2573700.942,8414.797824,93451.18376,7240.101298,-67115148.34,134230302.7,377100.7136,2774648.914,2950801.714
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0,9878.874604,2068.353655,100348.0395,72.9632296,9945.75428,-24727530.11,49455070.21,79188.03385,29.84942585,97.9013246,-24850715.81,49701437.63,64394.28007,64394.28007,-26114154.78,52228311.57,-246367.4131,-2773241.352,8109.761272,94996.71893,7060.720047,-24796727.43,49593460.87,-138390.6577,107976.7623,2634850.702
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0t120,11431.39969,1613.425219,251282.1646,78.19577694,34406.72687,-38361234.01,76722478.01,65617.00384,75.63974891,14.91122883,-39580068.19,79160142.39,64421.6439,64421.6439,-39770861.9,79541725.81,-2437664.375,-2819247.794,7884.12965,96298.85023,7431.670077,-38423659.29,76847324.59,-124846.578,2312817.802,2694401.222
g1,n10e4,td100,l99,n500,n50,wgs,2change,all,9996.021725,3196.980333,99865.88025,119.9936957,9994.02564,-67189763.84,134379537.7,65110.03721,3672.42876,64.13115725,-68509147.66,137018301.3,64861.28348,64861.28348,-68594380.52,137188763,-2638763.646,-2809225.355,8590.122917,94361.01049,7519.650023,-67309658.81,134619323.6,-239785.9154,2398977.685,2569439.385
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0,9912.03118,2054.752341,99704.49618,19.92556603,10101.59651,-59706.88,119423.76,73092.85208,50.7897513,115.3631835,-59268.18401,118542.368,62665.89997,62665.89997,-62029.5676,124061.1352,881.3919769,-4637.375199,8623.888533,90685.98697,7204.714573,-58955.08865,117916.1773,1507.582708,626.1907082,6144.957908
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0t120,9256.070756,6447.520663,97111.26731,96.19422807,8854.008962,-91802.16378,183614.3276,63899.08773,771.8985248,63.45726939,-93723.79098,187453.582,61808.6221,61808.6221,-94231.48851,188464.977,-3839.254405,-4850.649462,8538.527471,89157.94658,7137.849179,-91034.6617,182075.3234,1539.004201,5378.258601,6389.653601
g1,n10e4,td190,l95,n500,n100,rad10k,2change,all,10163.12233,6431.188684,98875.45832,119.7855048,10216.09973,-162752.6142,325515.2283,63324.46387,4054.941973,76.75547691,-163502.6551,327011.3102,62949.63172,62949.63172,-163690.3883,327382.7765,-1496.081874,-1867.548194,9563.893635,93046.97891,8758.720615,-160705.5453,321417.0907,4098.137633,5594.219533,5965.685833
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0,9750.106099,1100.971923,93157.43881,23.6894083,8432.860363,-59817.90171,119645.8034,74140.91564,50.96056658,115.3653729,-60295.0009,120596.0018,63623.68808,63623.68808,-63006.93755,126015.8751,-950.198381,-6370.071676,9240.191372,93510.50032,8093.873747,-59915.95198,119837.904,-192.100564,758.097836,6177.971136
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0t120,9463.810256,4382.8095,94267.62408,90.46945922,8378.562204,-92238.63524,184487.2705,64793.60788,674.9296058,51.75755871,-94647.00772,189300.0154,62946.37526,62946.37526,-95091.39287,190184.7857,-4812.74495,-5697.515248,9082.906197,93297.67184,8081.926454,-91858.76537,183723.5307,763.7397592,5576.484659,6461.254959
g1,n10e4,td190,l95,n500,n100,rad10k,2change,all,10469.31546,4671.749777,97687.26381,119.9971265,10201.9925,-163030.1238,326070.2475,64388.18818,2626.86278,89.09870746,-166396.7761,332799.5522,63923.49798,63923.49798,-166617.6494,333237.2988,-6729.30472,-7167.051332,9869.351093,94795.61939,9134.321714,-163607.607,327221.2139,-1150.966437,5578.338263,6016.084863
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0,9155.078757,16633.45803,93291.44724,10.42838186,7963.837782,-59915.93751,119841.875,74751.82878,50.87693593,119.8008873,-60073.9158,120153.8316,63763.61085,63763.61085,-62860.5272,125723.0544,-311.9565778,-5881.17937,9059.208141,96459.03033,8493.229618,-59708.33855,119422.6771,419.1978916,731.1544916,6300.377292
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0t120,10235.85085,862.9201924,98004.89821,30.36530508,10124.96729,-91852.75572,183715.5114,64985.31019,807.9665404,63.45167108,-94701.38889,189408.7778,62982.71469,62982.71469,-95178.53521,190359.0704,-5693.266331,-6643.55897,8478.269004,93928.50423,7579.343171,-91804.44709,183614.8942,100.6172276,5793.883628,6744.176228
g1,n10e4,td190,l95,n500,n100,rad10k,2change,all,10985.01759,5345.104788,99399.29701,119.9679886,11171.1631,-163596.7497,327203.4993,64409.99205,2849.464265,87.67219956,-165644.777,331295.5541,63958.9859,63958.9859,-165848.8939,331699.7878,-4092.054748,-4496.288512,9456.662677,95844.3224,8952.690264,-162756.7151,325519.4302,1684.069088,5776.123888,6180.357588
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0,10496.03795,1042.248324,96138.26206,23.47192368,10322.66255,-58950.08503,117910.1701,74711.12604,48.52312436,115.4290575,-60099.73413,120205.4683,63670.84838,63670.84838,-63020.07862,126042.1572,-2295.298194,-8131.98717,8073.239931,89765.26395,6206.709362,-59822.33617,119650.6723,-1740.502249,554.7959507,6391.484851
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0t120,10225.7497,5187.271336,95580.84912,101.1481308,9892.982482,-91023.98974,182057.9795,64987.03126,253.1000792,27.64321258,-95069.71058,190145.4212,62708.57671,62708.57671,-95661.52008,191325.0402,-8087.441684,-9267.060678,7756.657979,88759.75202,6016.531331,-92248.96009,184503.9202,-2445.940687,5641.501013,6821.120013
g1,n10e4,td190,l95,n500,n100,rad10k,2change,all,10103.49017,7114.373244,95239.82735,119.9998602,9704.410752,-160703.2451,321416.4903,64247.77071,2242.55415,91.28453627,-165882.3613,331770.7225,63727.10731,63727.10731,-166140.3445,332282.6891,-10354.23221,-10866.19878,9093.054285,92421.17373,7919.230145,-163044.968,326095.9359,-4679.445638,5674.786562,6186.753162
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0,9442.906512,1964.223521,102290.5715,12.9118956,9918.073615,-59891.65699,119793.314,76270.05906,12.46637133,37.21368745,-60264.031,120534.062,64320.67438,64320.67438,-63148.4799,126298.9598,-740.7480022,-6505.645811,8875.45529,99671.53059,8755.706523,-59892.41693,119790.8339,2.480130514,743.2281305,6508.125931
