gentime,NeAnc,td,lambda,maxn,data,sampn,maf,Nec,Neh
g1,n10e3,td190,l95,n500,wgs,n20,nomaf,332.998,1268.87
g1,n10e3,td190,l95,n500,wgs,n50,nomaf,272.492,946.81
g1,n10e3,td190,l95,n500,wgs,n50,nomaf,330.895,1132.31
g1,n10e3,td190,l95,n500,wgs,n50,nomaf,236.433,981.975
g1,n10e3,td190,l95,n500,wgs,n50,nomaf,339.489,1283.56
g1,n10e3,td190,l95,n500,wgs,n50,nomaf,204.768,1212.24
g1,n10e3,td190,l95,n500,wgs,n100,nomaf,276.759,1215.46
g1,n10e3,td190,l95,n500,wgs,n100,nomaf,314.973,1095.73
g1,n10e3,td190,l95,n500,wgs,n100,nomaf,230.521,1158.78
g1,n10e3,td190,l95,n500,wgs,n100,nomaf,314.089,1240.03
g1,n10e3,td190,l95,n500,wgs,n100,nomaf,274.903,1047.38
g1,n10e3,constant,constant,n500,wgs,n20,nomaf,1008.15,1228.1
g1,n10e3,constant,constant,n500,wgs,n20,nomaf,1045.5,656.202
g1,n10e3,constant,constant,n500,wgs,n20,nomaf,2793.38,994.252
g1,n10e3,constant,constant,n500,wgs,n20,nomaf,836.087,627.035
g1,n10e3,constant,constant,n500,wgs,n20,nomaf,1192.18,926.491
g1,n10e3,constant,constant,n500,wgs,n50,nomaf,910.48,1140.99
g1,n10e3,constant,constant,n500,wgs,n50,nomaf,721.105,883.265
g1,n10e3,constant,constant,n500,wgs,n50,nomaf,1006.55,879.63
g1,n10e3,constant,constant,n500,wgs,n50,nomaf,888.591,1007.69
g1,n10e3,constant,constant,n500,wgs,n50,nomaf,1305.08,1183.53
g1,n10e3,constant,constant,n500,wgs,n100,nomaf,948.827,973.529
g1,n10e3,constant,constant,n500,wgs,n100,nomaf,894.439,958.844
g1,n10e3,constant,constant,n500,wgs,n100,nomaf,1057.51,990.872
g1,n10e3,constant,constant,n500,wgs,n100,nomaf,929.881,1041.59
g1,n10e3,constant,constant,n500,wgs,n100,nomaf,1081.8,931.978
g1,n10e4,td100,l99,n500,wgs,n20,nomaf,2565.01,7482.1
g1,n10e4,td100,l99,n500,wgs,n20,nomaf,4475.8,10407.8
g1,n10e4,td100,l99,n500,wgs,n20,nomaf,3968.12,9510.49
g1,n10e4,td100,l99,n500,wgs,n20,nomaf,2531.98,9511.46
g1,n10e4,td100,l99,n500,wgs,n20,nomaf,4010.65,9813.38
g1,n10e4,td100,l99,n500,wgs,n50,nomaf,3082.79,9981.32
g1,n10e4,td100,l99,n500,wgs,n50,nomaf,3006.21,9666.69
g1,n10e4,td100,l99,n500,wgs,n50,nomaf,3571.48,10169.1
g1,n10e4,td100,l99,n500,wgs,n50,nomaf,3325.08,9895.5
g1,n10e4,td100,l99,n500,wgs,n50,nomaf,3926.02,9953.79
g1,n10e4,td100,l99,n500,wgs,n100,nomaf,3091.07,10384
g1,n10e4,td100,l99,n500,wgs,n100,nomaf,3678.03,11593.4
g1,n10e4,td100,l99,n500,wgs,n100,nomaf,3450.37,10551.7
g1,n10e4,td100,l99,n500,wgs,n100,nomaf,3576.81,10579
g1,n10e4,td100,l99,n500,wgs,n100,nomaf,3324.08,9157.65
g1,n10e4,td130,l99,n500,wgs,n20,nomaf,5768.89,4436.74
g1,n10e4,td130,l99,n500,wgs,n20,nomaf,3889.89,10931.1
g1,n10e4,td130,l99,n500,wgs,n20,nomaf,3270.5,9546.97
g1,n10e4,td130,l99,n500,wgs,n20,nomaf,5665.21,13147.4
g1,n10e4,td130,l99,n500,wgs,n20,nomaf,5529.05,11346.5
g1,n10e4,td130,l99,n500,wgs,n50,nomaf,3901.77,8872.36
g1,n10e4,td130,l99,n500,wgs,n50,nomaf,4108.91,10794.6
g1,n10e4,td130,l99,n500,wgs,n50,nomaf,3890.31,8890.44
g1,n10e4,td130,l99,n500,wgs,n50,nomaf,4575.79,11766.3
g1,n10e4,td130,l99,n500,wgs,n50,nomaf,5765.98,12286
g1,n10e4,td130,l99,n500,wgs,n100,nomaf,3932.72,9197.43
g1,n10e4,td130,l99,n500,wgs,n100,nomaf,4782.8,10229.1
g1,n10e4,td130,l99,n500,wgs,n100,nomaf,4282.06,9502.46
g1,n10e4,td130,l99,n500,wgs,n100,nomaf,4190.7,11099.7
g1,n10e4,td130,l99,n500,wgs,n100,nomaf,4494.95,10254.6
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,5680.99,9521.24
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,26152,21853.2
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,5117.12,5745.84
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,2985.42,9979.58
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,6896.95,7927.63
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,6771.67,10536.1
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,8075.76,11550.9
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,4733.47,8890.14
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,5820.12,11048.9
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,6209.52,9875.12
g1,n10e4,td160,l99,n500,wgs,n100,nomaf,6003.46,10242.4
g1,n10e4,td160,l99,n500,wgs,n100,nomaf,6331.46,10808.8
g1,n10e4,td160,l99,n500,wgs,n100,nomaf,6320.81,11442.7
g1,n10e4,td160,l99,n500,wgs,n100,nomaf,5981.98,11882.5
g1,n10e4,td160,l99,n500,wgs,n100,nomaf,6554.75,10421
g1,n10e4,td190,l99,n500,wgs,n20,nomaf,5623,9266.81
g1,n10e4,td190,l99,n500,wgs,n20,nomaf,4863.35,10204.4
g1,n10e4,td190,l99,n500,wgs,n20,nomaf,10547.4,12096.9
g1,n10e4,td190,l99,n500,wgs,n20,nomaf,12236,22759.9
g1,n10e4,td190,l99,n500,wgs,n20,nomaf,8610.58,11977.5
g1,n10e4,td190,l99,n500,wgs,n50,nomaf,8524.56,10859.6
g1,n10e4,td190,l99,n500,wgs,n50,nomaf,7279.67,8580.22
g1,n10e4,td190,l99,n500,wgs,n50,nomaf,11211.1,11655.5
g1,n10e4,td190,l99,n500,wgs,n50,nomaf,7569.19,10877.2
g1,n10e4,td190,l99,n500,wgs,n50,nomaf,11807.9,12901
g1,n10e4,td190,l99,n500,wgs,n100,nomaf,7874.56,10346.2
g1,n10e4,td190,l99,n500,wgs,n100,nomaf,6323.78,10858.5
g1,n10e4,td190,l99,n500,wgs,n100,nomaf,8827.93,10485.7
g1,n10e4,td190,l99,n500,wgs,n100,nomaf,9996.46,10069.7
g1,n10e4,td190,l99,n500,wgs,n100,nomaf,9807.48,14229.5
g1,n10e4,td190,l95,n500,wgs,n20,nomaf,3794.38,8127.22
g1,n10e4,td190,l95,n500,wgs,n20,nomaf,1768.1,9999.69
g1,n10e4,td190,l95,n500,wgs,n20,nomaf,5099.01,15393
g1,n10e4,td190,l95,n500,wgs,n20,nomaf,1435.86,14095.4
g1,n10e4,td190,l95,n500,wgs,n20,nomaf,2343.84,10627.5
g1,n10e4,td190,l95,n500,wgs,n50,nomaf,2470.97,10283.2
g1,n10e4,td190,l95,n500,wgs,n50,nomaf,2811.46,11520.7
g1,n10e4,td190,l95,n500,wgs,n50,nomaf,3145.51,10416.7
g1,n10e4,td190,l95,n500,wgs,n50,nomaf,2532.49,9340.2
g1,n10e4,td190,l95,n500,wgs,n50,nomaf,3133.66,11246.3
g1,n10e4,td190,l95,n500,wgs,n100,nomaf,2629.99,9645.67
g1,n10e4,td190,l95,n500,wgs,n100,nomaf,2841.69,10761.9
g1,n10e4,td190,l95,n500,wgs,n100,nomaf,3152.71,11940.9
g1,n10e4,td190,l95,n500,wgs,n100,nomaf,3009.27,9178.8
g1,n10e4,td190,l95,n500,wgs,n100,nomaf,2970.1,12055.8
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,9291.99,9662.42
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,9270.91,5536.43
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,25833.7,9761.14
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,11552.7,9381.92
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,4020.34,8140.97
g1,n10e4,constant,constant,n500,wgs,n50,nomaf,7352.73,11450.2
g1,n10e4,constant,constant,n500,wgs,n50,nomaf,8576.93,8333.02
g1,n10e4,constant,constant,n500,wgs,n50,nomaf,9768.52,10107.6
g1,n10e4,constant,constant,n500,wgs,n50,nomaf,11114.3,10906.9
g1,n10e4,constant,constant,n500,wgs,n50,nomaf,9076.82,9143.75
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,10214.4,10089.7
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,8862.04,10085.7
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,9887.39,10342.6
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,10272.4,11119.4
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,8691.07,8570.03
