gentime,NeAnc,td,lambda,maxn,sampn,data,model,scheme,Nh,Nc,Na,T,Ta,lnL,AIC2C,Nh1C,Nc1C,T1C,lnL1C,AIC1C,NhC,NcC,lnL,AICC,AIC2C-AIC1C,AIC2C-AICC
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0t120,9689.475215,16678.7644,102044.5532,33.59894274,9864.97256,-111571.2748,223152.5495,65448.27149,78.20777553,11.51080931,-114646.1072,229298.2144,55396.51687,55396.51687,-116926.2557,233854.5114,-6145.664912,-10701.96185
g1,n10e4,td100,l99,n500,n200,rad10k,2change,all,9912.000714,3592.442305,103708.533,94.50567198,10448.30018,-197446.5794,394903.1589,64687.92953,2222.090087,89.91465968,-200523.4046,401052.8091,62553.31808,62553.31808,-201434.1213,402870.2426,-6149.650236,-7967.083779
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0,11273.31852,2594.039928,112527.0539,120,14201.44607,-70765.0989,141540.1978,75443.41337,37.90963639,94.95491843,-70072.94922,140151.8984,64142.60485,64142.60485,-73840.90668,147683.8134,1388.299364,-6143.615546
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0t120,10332.20101,25495.32251,106192.1365,42.47933261,11139.33926,-112365.5326,224741.0652,65669.11364,96.59828205,13.36627844,-114067.9372,228141.8744,56150.76131,56150.76131,-116217.9118,232437.8235,-3400.809284,-7696.758356
g1,n10e4,td100,l99,n500,n200,rad10k,2change,all,10259.00412,3607.925965,103565.4901,95.82574188,10743.34564,-198945.3978,397900.7956,64739.42874,2235.057435,87.09325281,-199925.7178,399857.4355,62356.13591,62356.13591,-200944.0061,401890.0122,-1956.639879,-3989.216528
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0,10416.86184,2880.021362,99122.44885,119.9999871,10402.4124,-70113.51971,140237.0394,75335.57387,50.61812109,114.0195546,-71222.54478,142451.0896,64792.87983,64792.87983,-74883.20397,149768.4079,-2214.050141,-9531.368533
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0t120,9775.960327,25669.89793,98302.14447,44.91109077,9395.086418,-111298.5766,222607.1531,66260.29622,527.492474,57.22871902,-115700.4981,231406.9962,56323.48524,56323.48524,-117952.4064,235906.8128,-8799.843128,-13299.65971
g1,n10e4,td100,l99,n500,n200,rad10k,2change,all,10160.52141,3307.621251,98116.00179,114.9714189,9915.387875,-197039.3897,394088.7795,65327.48235,2657.104433,80.97168563,-202412.094,404830.188,62962.52572,62962.52572,-203460.848,406923.696,-10741.40858,-12834.91652
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0,9972.420911,2769.132959,104977.1928,119.9999997,11066.72459,-69654.93555,139319.8711,73958.36367,52.34066887,113.7008947,-70541.37721,141088.7544,63889.47166,63889.47166,-74149.29058,148300.5812,-1768.883326,-8980.710063
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0t120,10587.18955,17520.28845,238375.0866,30.36309502,30322.60173,-110752.4583,221514.9166,65318.13391,140.8325352,18.65435781,-114518.2782,229042.5563,55531.37071,55531.37071,-116720.9647,233443.9294,-7527.639675,-11929.0128
g1,n10e4,td100,l99,n500,n200,rad10k,2change,all,10268.06191,3096.559219,109433.8668,119.955851,12317.58913,-196463.1296,392936.2591,64289.53963,2427.048515,85.02311869,-200404.2844,400814.5688,61993.62992,61993.62992,-201394.4015,402790.803,-7878.309673,-9854.543891
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0,9232.688576,3257.54584,95897.78903,119.999734,8354.859363,-69978.66361,139967.3272,75568.27232,38.8638183,95.01708193,-70603.04474,141212.0895,64462.15337,64462.15337,-74425.42224,148852.8445,-1244.762259,-8885.517253
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0t120,8809.626357,13931.22059,94313.83425,32.79515619,7772.689789,-111338.2071,222686.4142,65888.24981,832.4608476,83.69579861,-114942.994,229891.9879,55982.6233,55982.6233,-117176.8839,234355.7679,-7205.57373,-11669.35366
g1,n10e4,td100,l99,n500,n200,rad10k,2change,all,9753.018138,3470.06148,98935.37053,119.994262,9350.352579,-197010.94,394031.88,65075.14633,2651.300457,80.30284357,-200960.5592,401927.1184,62635.73525,62635.73525,-202043.5099,404089.0199,-7895.238414,-10057.13986
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0,10397.87267,3013.094737,100683.9407,119.9953934,10512.15564,-353501.4588,707012.9175,75240.50644,51.09139075,113.7660164,-357033.7857,714073.5713,64809.96414,64809.96414,-375450.4141,750902.8283,-7060.653789,-43889.91073
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0t120,9456.867847,15516.66938,99287.19238,31.99623264,9295.169892,-561919.2283,1123848.457,66390.94353,813.0128708,81.69690512,-580405.9482,1160817.896,56561.50634,56561.50634,-591581.6901,1183165.38,-36969.43988,-59316.92371
g1,n10e4,td100,l99,n500,n200,rad50k,2change,all,10172.04757,3458.173199,99821.57142,96.23214971,9991.561704,-995502.1963,1991014.393,65447.24504,2434.178708,84.36704531,-1015166.33,2030338.659,63101.13523,63101.13523,-1020244.142,2040490.284,-39324.26649,-49475.89082
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0,9549.469454,3017.700959,97918.15594,90.2308592,9125.25824,-350894.0164,701798.0328,74518.41195,53.67535532,119.7363231,-353113.9728,706233.9455,64105.80998,64105.80998,-371273.1576,742548.3152,-4435.912754,-40750.28244
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0t120,9423.840285,15934.22765,94820.47809,33.28174767,8241.562962,-557954.0964,1115918.193,65605.15335,351.402929,41.06432977,-574408.1521,1148822.304,55476.57096,55476.57096,-585747.3677,1171496.735,-32904.11127,-55578.54244
g1,n10e4,td100,l99,n500,n200,rad50k,2change,all,9970.624815,3369.519027,97666.08454,109.4679665,9450.42748,-988692.5666,1977395.133,64552.95116,2465.67714,83.84814915,-1005790.576,2011587.153,62265.65495,62265.65495,-1010861.123,2021724.245,-34192.01949,-44329.11181
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0,10281.87908,2748.013895,99056.38989,119.9080379,10240.90325,-349496.4613,699002.9227,75512.02815,39.70364517,95.01090705,-354572.5317,709151.0635,64627.26169,64627.26169,-373125.1084,746252.2169,-10148.14081,-47249.2942
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0t120,10110.24504,16990.84622,98715.08649,30.83420419,9570.52038,-556334.2523,1112678.505,65989.71906,103.3496577,14.33471136,-576444.5408,1152895.082,56302.81465,56302.81465,-587523.714,1175049.428,-40216.57698,-62370.92336
g1,n10e4,td100,l99,n500,n200,rad50k,2change,all,10151.87212,2996.511037,99052.64994,114.3812844,9996.335347,-985634.904,1971279.808,65212.88031,2624.888642,83.20949511,-1009730.154,2019466.308,63017.90266,63017.90266,-1014456.491,2028914.983,-48186.49983,-57635.17452
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0,10412.63919,2958.11713,101503.9394,119.9608718,10586.38706,-354851.0215,709712.0431,74726.97418,51.93666908,113.9415747,-355709.234,711424.4679,64491.2795,64491.2795,-373893.4772,747788.9543,-1712.424886,-38076.91129
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0t120,10088.70662,13868.94101,99034.21028,23.27122895,9417.514148,-563776.0635,1127562.127,65993.2213,131.4416678,18.03309575,-578292.8291,1156591.658,55928.19998,55928.19998,-589844.1128,1179690.226,-29029.53126,-52128.09868
g1,n10e4,td100,l99,n500,n200,rad50k,2change,all,10285.99292,3326.954612,101025.1878,111.6633064,10223.79633,-997946.3121,1995902.624,65012.1698,2559.61858,81.24824257,-1012633.6,2025273.199,62580.2961,62580.2961,-1018078.499,2036158.998,-29370.57493,-40256.37426
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0,9827.671335,3211.122736,101996.6276,120,10099.24041,-352360.3564,704730.7128,74209.92033,50.61075999,113.6337902,-351551.985,703109.97,63835.84786,63835.84786,-369894.6291,739791.2583,1620.742765,-35060.54552
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0t120,9377.550292,13011.09489,98360.79127,25.39953852,8883.154644,-559714.8905,1119439.781,65274.61404,95.47945089,13.97648395,-572560.4529,1145126.906,55007.6666,55007.6666,-584366.1848,1168734.37,-25687.12471,-49294.58859
g1,n10e4,td100,l99,n500,n200,rad50k,2change,all,9924.024478,3576.769735,101742.938,112.3098332,10074.68899,-992224.012,1984458.024,64434.9166,2169.151152,86.45477277,-1002575.364,2005156.728,61951.46471,61951.46471,-1008041.487,2016084.974,-20698.7041,-31626.94996
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0,7775.448683,4999891.578,95721.70456,72.03557916,6945.008334,-17796654.29,35593318.57,82574.93164,10,44.92868204,-17827672.45,35655350.9,64393.13429,64393.13429,-18657607.47,37315216.93,-62032.32438,-1721898.36
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0t120,9858.498722,2771.101253,100076.5067,76.3243629,9859.5136,-27541632.75,55083275.5,65557.81163,279.61166,60.2446461,-28400799.57,56801605.14,64778.98011,64778.98011,-28464863.76,56929729.51,-1718329.638,-1846454.009
g1,n10e4,td100,l99,n500,n20,wgs,2change,all,9561.96785,6270.337907,99368.20968,42.36360418,9348.719399,-47555556.36,95111122.72,65226.73869,6007.156732,46.57620944,-48399173.75,96798353.5,64899.23105,64899.23105,-48438310.15,96876622.3,-1687230.774,-1765499.583
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0,10081.96647,1107.830331,100101.4967,42.22584699,10093.26533,-17811012.05,35622034.09,81967.44168,10,44.19542123,-17788425.61,35576857.23,64164.5712,64164.5712,-18605910.59,37211823.18,45176.86382,-1589789.082
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0t120,9777.927025,2167.815872,98948.39491,79.3710533,9507.548968,-27641344.36,55282698.72,65378.87879,44.54273892,13.22307716,-28341210.14,56682426.28,64566.5038,64566.5038,-28411631.61,56823265.22,-1399727.554,-1540566.495
g1,n10e4,td100,l99,n500,n20,wgs,2change,all,9908.814495,6435.546133,99359.25471,45.96530673,9702.520052,-47535679.18,95071368.35,65001.83346,5195.891392,49.48144741,-48200723.3,96401452.6,64646.01254,64646.01254,-48239740.88,96479483.75,-1330084.248,-1408115.401
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0,8008.199658,4999955.185,96146.5675,72.07204685,7288.440615,-17766635.1,35533280.2,81856.2299,10,44.0665202,-17780123.88,35560253.76,64120.9821,64120.9821,-18594037.21,37188076.43,-26973.56356,-1654796.229
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0t120,9508.661052,1985.643173,98524.19051,78.10082055,9153.348105,-27567692.1,55135394.2,65270.61996,249.1175371,60.25355704,-28332980.97,56665967.95,64411.66973,64411.66973,-28409521.29,56819044.59,-1530573.75,-1683650.392
g1,n10e4,td100,l99,n500,n20,wgs,2change,all,10044.64018,4692.127749,100438.1483,68.57995302,10169.79323,-47416993.76,94833997.52,64982.08288,7961.785558,41.13463821,-48178251.8,96356509.6,64641.00721,64641.00721,-48216813.19,96433628.39,-1522512.08,-1599630.865
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0,9502.415495,598.3649163,100648.211,14.72876267,9561.782279,-17806389.32,35612788.63,82207.0725,10,44.3919536,-17817088.83,35634183.65,64290.32125,64290.32125,-18641000.28,37282002.55,-21395.02305,-1669213.922
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0t120,10005.09659,2438.795248,101019.5349,79.6880441,10188.63517,-27626956.18,55253922.35,65419.80586,297.4817646,60.23208414,-28316630.3,56633266.6,64688.373,64688.373,-28374314.36,56748630.73,-1379344.246,-1494708.375
g1,n10e4,td100,l99,n500,n20,wgs,2change,all,9972.104605,4240.048841,101459.9603,77.64979033,10216.35521,-47605557.53,95211125.05,65136.73593,9597.237234,37.55766911,-48351859.07,96703724.15,64793.8997,64793.8997,-48389593.03,96779188.06,-1492599.097,-1568063.011
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0,8934.1774,9758.487471,98012.95884,33.04255873,8557.154459,-17757672.53,35515355.06,82053.30305,10.00165644,44.03973721,-17832059.7,35664125.41,64292.25783,64292.25783,-18650350.09,37300702.18,-148770.3417,-1785347.115
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0t120,9946.867662,1615.447622,99187.6916,77.20137978,9819.065591,-27572313.4,55144636.8,65472.28623,269.9270031,60.23871438,-28410128.54,56820263.07,64676.70618,64676.70618,-28478128.36,56956258.72,-1675626.275,-1811621.928
g1,n10e4,td100,l99,n500,n20,wgs,2change,all,9771.896837,6645.937934,98221.55012,35.24084456,9378.466343,-47396887.63,94793785.27,65236.33695,11060.59965,35.01792536,-48320588.87,96641183.74,64885.70309,64885.70309,-48357057.61,96714117.22,-1847398.473,-1920331.952
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0,13092.33509,412.0819022,126403.4593,48.3758354,20190.70202,-49235.26597,98480.53194,78767.70284,25.73479023,85.64751775,-49192.57342,98391.14684,64080.65325,64080.65325,-51692.23959,103386.4792,89.38509866,-4905.947242
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0t120,9507.697002,3112.194243,101734.5004,111.6119025,9694.29376,-76094.47009,152198.9402,65275.41525,590.6801948,85.64953486,-78348.12802,156702.256,64051.7889,64051.7889,-78734.02252,157470.045,-4503.315855,-5271.104861
g1,n10e4,td100,l99,n500,n50,rad10k,2change,all,11137.38078,2998.525476,595999.0043,100.2733708,53091.20443,-134124.015,268258.0301,64753.91327,22718.61496,23.19121843,-135620.7918,271247.5835,64526.39839,64526.39839,-135781.4055,271564.8111,-2989.553469,-3306.781032
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0,9378.364022,3140.109246,103899.3032,75.95205457,10154.01161,-48861.37518,97732.75037,79593.54505,24.39007048,85.36825111,-49015.16338,98036.32676,64172.06703,64172.06703,-51540.89326,103083.7865,-303.5763922,-5351.036155
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0t120,9959.366719,3027.414123,107075.8333,111.8932643,11475.06662,-75795.87325,151601.7465,65474.56404,612.5895417,85.65164722,-78181.83723,156369.6745,64294.58139,64294.58139,-78546.4433,157094.8866,-4767.927975,-5493.140114
g1,n10e4,td100,l99,n500,n50,rad10k,2change,all,11115.91467,2829.542397,567560.4254,119.9801579,52143.71273,-132820.1977,265650.3954,64624.40716,22901.75964,23.25864729,-135246.3166,270498.6331,64432.72974,64432.72974,-135398.3104,270798.6207,-4848.237695,-5148.225266
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0,12881.50401,748.658883,127005.6088,48.93408901,20012.84572,-49688.07045,99386.1409,79033.88233,26.78087541,85.55173916,-49862.35871,99730.71743,64780.53646,64780.53646,-52278.27326,104558.5465,-344.5765274,-5172.405615
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0t120,10395.021,3229.351702,104741.8747,111.9014276,11357.10667,-76686.45368,153382.9074,65954.57657,632.2179482,85.64269598,-79020.88881,158047.7776,64794.6412,64794.6412,-79375.72226,158753.4445,-4664.870261,-5370.537152
g1,n10e4,td100,l99,n500,n50,rad10k,2change,all,12336.50633,2727.835163,447897.8763,115.4498557,52074.0385,-134343.9138,268697.8275,65358.75933,22701.77653,23.1455262,-136665.3893,273336.7787,65130.86133,65130.86133,-136839.0496,273680.0992,-4638.951139,-4982.271625
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0,8467.296356,5634.830831,95394.27862,119.8091364,7531.519583,-49054.29031,98118.58063,79892.99471,24.78368154,85.66903674,-49364.67157,98735.34314,64564.15551,64564.15551,-51943.55986,103889.1197,-616.7625093,-5770.539088
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0t120,9058.6117,3062.244044,95674.85422,112.3610796,8146.029304,-75999.43561,152008.8712,65716.34877,601.3198867,85.64736848,-78481.95843,156969.9169,64515.21968,64515.21968,-78858.30915,157718.6183,-4961.045643,-5709.74707
g1,n10e4,td100,l99,n500,n50,rad10k,2change,all,11082.58623,2567.138236,544759.9007,119.999997,51006.30927,-133185.6832,266381.3665,65323.20687,22628.51172,22.954645,-136566.9696,273139.9393,65116.29348,65116.29348,-136756.6996,273515.3993,-6758.572762,-7134.032769
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0,9993.349987,3656.800304,99527.79348,119.7066707,10026.62282,-49058.97482,98127.94964,78145.23774,10.07462839,36.28015315,-49213.44231,98432.88461,63942.48242,63942.48242,-51640.79646,103283.5929,-304.9349747,-5155.643287
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0t120,10279.14502,3536.801969,97839.91692,119.9945098,9978.460483,-75914.68913,151839.3783,65048.83245,51.45478042,10.00471678,-78166.80943,156339.6189,63936.69967,63936.69967,-78503.14252,157008.285,-4500.240596,-5168.906793
g1,n10e4,td100,l99,n500,n50,rad10k,2change,all,10221.45565,3434.581449,97631.85941,110.5723084,9875.09228,-132822.3934,265654.7867,64481.22206,2376.718405,74.97474767,-135143.8468,270293.6935,64238.56484,64238.56484,-135309.9258,270621.8516,-4638.90683,-4967.064872
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0,9918.107155,663.5637836,98237.80099,27.68312967,9657.165528,-244407.1454,488824.2908,79435.51152,25.69702687,85.70011736,-247873.4443,495752.8886,64613.64717,64613.64717,-260251.0004,520504.0008,-6928.597802,-31679.71004
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0t120,10011.45231,2636.625485,99038.5089,112.0971638,9896.606821,-379588.7872,759187.5743,65851.88005,636.0484039,85.72211032,-393690.2165,787386.4331,64713.3131,64713.3131,-395421.3598,790844.7197,-28198.85873,-31657.14538
g1,n10e4,td100,l99,n500,n50,rad50k,2change,all,11350.42794,3043.858165,526193.1682,115.1662665,51636.14546,-664577.701,1329165.402,65360.61686,23309.63425,22.7234012,-681976.2027,1363958.405,65119.51294,65119.51294,-682796.958,1365595.916,-34793.00343,-36430.51409
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0,10038.03361,1262.098817,99849.19446,46.87023266,9767.266194,-248563.3912,497136.7824,78339.65859,25.88809165,85.45766073,-245066.7682,490139.5365,63824.96944,63824.96944,-257520.6766,515043.3532,6997.245886,-17906.57082
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0t120,9955.011311,2908.404861,100014.9327,111.1771381,9720.365882,-385000.4487,770010.8974,65160.49171,108.914437,21.16532082,-391037.9143,782081.8286,63912.03728,63912.03728,-393068.8449,786139.6899,-12070.9312,-16128.79247
g1,n10e4,td100,l99,n500,n50,rad50k,2change,all,11641.87116,3000.419132,508308.194,117.7280687,51842.18612,-674693.8214,1349397.643,64541.92394,22765.12217,23.21181459,-676413.901,1352833.802,64352.45007,64352.45007,-677201.4883,1354404.977,-3436.159299,-5007.333945
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0,10226.49531,2064.962222,100392.3435,81.96403866,10224.96396,-247253.7368,494517.4736,79573.38327,26.00716471,85.56917686,-249245.4779,498496.9558,64889.6433,64889.6433,-261859.4447,523720.8894,-3979.48219,-29203.41578
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0t120,10152.43435,2625.910356,99385.27972,112.2454747,9923.894964,-383426.452,766862.9041,66109.70404,594.9446038,85.64813791,-396689.9464,793385.8928,64889.895,64889.895,-398624.9216,797251.8432,-26522.98876,-30388.93914
g1,n10e4,td100,l99,n500,n50,rad50k,2change,all,11645.02776,3325.62708,512994.8172,87.61985451,52186.09858,-671719.3944,1343448.789,65503.98058,22907.54636,23.18482397,-686607.0612,1373220.122,65280.1695,65280.1695,-687427.8859,1374857.772,-29771.3336,-31408.98309
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0,9605.586194,3382.684495,102339.9175,65.81902543,9974.501719,-247057.0048,494124.0096,78653.94119,10.00529909,36.65140403,-246474.0075,492954.0149,64145.21988,64145.21988,-258829.6802,517661.3604,1169.994684,-23537.35075
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0t120,9701.088598,3411.198917,101625.8202,112.093824,9889.948645,-381791.2446,763592.4893,65285.22069,48.73006778,10.0047164,-392176.1857,784358.3714,64124.47488,64124.47488,-394017.9919,788037.9839,-20765.88214,-24445.49458
g1,n10e4,td100,l99,n500,n50,rad50k,2change,all,11087.72341,5517.12759,570464.5845,59.58384481,51838.29485,-669777.2335,1339564.467,64813.85031,2282.107806,74.84252344,-679272.6433,1358551.287,64528.23895,64528.23895,-680189.1439,1360380.288,-18986.81946,-20815.8206
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0,9134.636464,2544.109349,97064.46773,46.00393391,8513.569247,-245741.957,491493.914,79122.53085,26.06016271,85.57162705,-247958.403,495922.8061,64536.55756,64536.55756,-260441.1042,520884.2084,-4428.892079,-29390.29442
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0t120,9828.554325,3246.652645,97552.60139,116.9491221,9329.189243,-380675.1854,761360.3708,65706.49794,69.04878845,14.42725042,-394898.9286,789803.8571,64454.26904,64454.26904,-396987.8624,793977.7247,-28443.48628,-32617.35389
g1,n10e4,td100,l99,n500,n50,rad50k,2change,all,9912.808723,3009.477715,97322.78824,119.9963501,9351.842578,-667472.9996,1334955.999,65209.08805,22466.78937,22.99525837,-683569.5087,1367145.017,64969.71129,64969.71129,-684527.0988,1369056.198,-32189.0183,-34100.19842
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0,9701.796088,2390.071712,100692.8524,73.18829442,9775.084557,-24778145.3,49556300.6,78816.37751,32.61140155,104.9417757,-24807856.2,49615718.39,64177.10073,64177.10073,-26054928.5,52109858.99,-59417.79376,-2553558.391
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0t120,11326.22203,473.795896,307743.7366,33.84381172,38789.93221,-38405426.76,76810863.52,65310.3955,91.20030341,17.11891779,-39464637.11,78929280.22,64146.69321,64146.69321,-39649382.43,79298766.86,-2118416.701,-2487903.341
g1,n10e4,td100,l99,n500,n50,wgs,2change,all,9936.129524,4298.294158,100833.511,86.3501695,10057.60031,-67298645.42,134597300.8,64854.24189,2174.700757,75.78140097,-68301200.58,136602407.2,64564.29707,64564.29707,-68394911.89,136789825.8,-2005106.308,-2192524.93
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0,9778.099109,2183.838951,99991.03242,73.32203802,9731.192096,-24759705.18,49519420.37,79167.77728,33.72255399,108.4660338,-24798323.86,49596653.72,64230.14526,64230.14526,-26059024.53,52118051.06,-77233.34916,-2598630.698
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0t120,11305.15658,1729.130455,290998.0952,79.06002771,37426.86338,-38368715.2,76737440.4,65455.97996,73.53997289,14.87940422,-39524481.51,79048969.03,64238.30917,64238.30917,-39724326.84,79448655.69,-2311528.625,-2711215.287
g1,n10e4,td100,l99,n500,n50,wgs,2change,all,9969.717925,4020.510292,100885.8879,94.99953977,10121.54512,-67184224.86,134368459.7,64890.66248,2278.732778,75.81937761,-68389636.47,136779278.9,64634.20445,64634.20445,-68475878.36,136951758.7,-2410819.216,-2583298.999
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0,9653.615625,1965.841049,99259.76731,52.402905,9501.985943,-24734486.39,49468982.78,79093.69332,29.12310662,95.81144203,-24830479.47,49660964.94,64307.68929,64307.68929,-26092699.21,52185400.41,-191982.1656,-2716417.639
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0t120,9938.454982,2886.400555,99131.66529,103.1817685,9801.516937,-38302640.32,76605290.64,65510.11822,108.2674407,20.36802879,-39539703.37,79079412.74,64313.33219,64313.33219,-39732838.43,79465678.86,-2474122.097,-2860388.221
g1,n10e4,td100,l99,n500,n50,wgs,2change,all,10012.16661,3035.857231,99434.14919,113.6242681,9919.808689,-67106612.43,134213234.9,65043.59288,3586.229242,64.5590901,-68392128.15,136784262.3,64788.26905,64788.26905,-68477680.64,136955363.3,-2571027.443,-2742128.419
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0,9729.276554,1566.262254,99027.9949,47.79318568,9469.419387,-24796060.07,49592130.14,78942.19291,27.84272821,91.07561153,-24866919.56,49733845.12,64329.97319,64329.97319,-26122352.68,52244707.35,-141714.9816,-2652577.209
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0t120,11421.73106,1620.326623,278468.115,76.95740024,36814.89281,-38411792.9,76823595.79,65512.10373,117.9201916,22.1507043,-39574384.18,79148774.37,64290.64569,64290.64569,-39770361.78,79540725.57,-2325178.577,-2717129.778
g1,n10e4,td100,l99,n500,n50,wgs,2change,all,10002.16053,4431.214079,99605.95531,76.9825382,9893.141558,-67303696.72,134607403.4,65032.42192,3479.187493,65.06729996,-68502472.81,137004951.6,64772.41417,64772.41417,-68590551.19,137181104.4,-2397548.185,-2573700.942
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0,9878.874604,2068.353655,100348.0395,72.9632296,9945.75428,-24727530.11,49455070.21,79188.03385,29.84942585,97.9013246,-24850715.81,49701437.63,64394.28007,64394.28007,-26114154.78,52228311.57,-246367.4131,-2773241.352
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0t120,11431.39969,1613.425219,251282.1646,78.19577694,34406.72687,-38361234.01,76722478.01,65617.00384,75.63974891,14.91122883,-39580068.19,79160142.39,64421.6439,64421.6439,-39770861.9,79541725.81,-2437664.375,-2819247.794
g1,n10e4,td100,l99,n500,n50,wgs,2change,all,9996.021725,3196.980333,99865.88025,119.9936957,9994.02564,-67189763.84,134379537.7,65110.03721,3672.42876,64.13115725,-68509147.66,137018301.3,64861.28348,64861.28348,-68594380.52,137188763,-2638763.646,-2809225.355
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0,9912.03118,2054.752341,99704.49618,19.92556603,10101.59651,-59706.88,119423.76,73092.85208,50.7897513,115.3631835,-59268.18401,118542.368,62665.89997,62665.89997,-62029.5676,124061.1352,881.3919769,-4637.375199
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0t120,9256.070756,6447.520663,97111.26731,96.19422807,8854.008962,-91802.16378,183614.3276,63899.08773,771.8985248,63.45726939,-93723.79098,187453.582,61808.6221,61808.6221,-94231.48851,188464.977,-3839.254405,-4850.649462
g1,n10e4,td190,l95,n500,n100,rad10k,2change,all,10163.12233,6431.188684,98875.45832,119.7855048,10216.09973,-162752.6142,325515.2283,63324.46387,4054.941973,76.75547691,-163502.6551,327011.3102,62949.63172,62949.63172,-163690.3883,327382.7765,-1496.081874,-1867.548194
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0,9750.106099,1100.971923,93157.43881,23.6894083,8432.860363,-59817.90171,119645.8034,74140.91564,50.96056658,115.3653729,-60295.0009,120596.0018,63623.68808,63623.68808,-63006.93755,126015.8751,-950.198381,-6370.071676
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0t120,9463.810256,4382.8095,94267.62408,90.46945922,8378.562204,-92238.63524,184487.2705,64793.60788,674.9296058,51.75755871,-94647.00772,189300.0154,62946.37526,62946.37526,-95091.39287,190184.7857,-4812.74495,-5697.515248
g1,n10e4,td190,l95,n500,n100,rad10k,2change,all,10469.31546,4671.749777,97687.26381,119.9971265,10201.9925,-163030.1238,326070.2475,64388.18818,2626.86278,89.09870746,-166396.7761,332799.5522,63923.49798,63923.49798,-166617.6494,333237.2988,-6729.30472,-7167.051332
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0,9155.078757,16633.45803,93291.44724,10.42838186,7963.837782,-59915.93751,119841.875,74751.82878,50.87693593,119.8008873,-60073.9158,120153.8316,63763.61085,63763.61085,-62860.5272,125723.0544,-311.9565778,-5881.17937
