gentime,NeAnc,td,lambda,maxn,sampn,data,model,scheme,Nh,Nc,Na,T,Ta,lnL,AIC2C,Nh1C,Nc1C,T1C,lnL1C,AIC1C,NhC,NcC,lnL,AICC,AIC2C-AIC1C,AIC2C-AICC
g1,n10e4,constant,constant,n500,n20,wgs,2change,t0t120,9947.722067,5900.871853,99766.14891,59.66259815,9893.991616,-27557868.55,55115747.11,65555.26196,728.8142667,98.20083145,-28347447.06,56694900.12,64989.08323,64989.08323,-28383938.4,56767878.79,-1579153.015,-1652131.685
g1,n10e4,constant,constant,n500,n20,wgs,2change,all,10435.46615,10277.94507,101936.9494,20.96075105,10937.85971,-47554534.83,95109079.67,65318.10554,14844.05677,30.33966169,-48388331.19,96776668.38,65027.0045,65027.0045,-48416399.72,96832801.44,-1667588.714,-1723721.775
g1,n10e4,constant,constant,n500,n20,wgs,2change,t0,9200.295558,168676.2217,97810.87439,106.2421572,8763.569724,-17931667.87,35863345.74,81323.20682,24.53110611,92.54692196,-17963241.42,35926488.84,64485.99984,64485.99984,-18742707.89,37485417.79,-63143.09975,-1622072.046
g1,n10e4,constant,constant,n500,n20,wgs,2change,t0t120,10073.25199,6491.462924,99502.99149,59.4491559,10013.49873,-27510367.6,55020745.2,65387.08607,792.2667142,112.8250571,-28300264.39,56600534.79,64793.17916,64793.17916,-28341120.67,56682243.34,-1579789.584,-1661498.139
g1,n10e4,constant,constant,n500,n20,wgs,2change,all,10100.56335,5279.398203,99352.56011,119.9408058,9990.087642,-47519494.2,95038998.4,65072.76367,12007.89399,34.6565188,-48309406.44,96618818.87,64774.03296,64774.03296,-48337147.23,96674296.45,-1579820.465,-1635298.05
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0,9766.765382,8723.253432,103327.8418,56.46307414,10427.18474,-49565.90705,99141.81411,79096.79148,39.73131292,119.1842872,-50036.4523,100078.9046,64963.83643,64963.83643,-52353.38938,104708.7788,-937.0904896,-5566.96466
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0t120,9987.019171,6184.798131,103775.0957,86.59432814,10673.06746,-75908.94022,151827.8804,65670.26998,222.8218286,19.91593244,-77894.75536,155795.5107,65048.2873,65048.2873,-78012.75725,156027.5145,-3967.630285,-4199.634058
g1,n10e4,constant,constant,n500,n50,rad10k,2change,all,9583.876677,10935.67241,101472.3478,11.71558891,9843.893544,-133318.3608,266646.7216,65221.35487,6573.761382,57.20046171,-135899.1436,271804.2871,65089.29448,65089.29448,-135987.3211,271976.6422,-5157.565467,-5329.920558
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0,10976.71403,4029.570395,106690.128,57.50624722,12595.44193,-49908.62608,99827.25216,78738.97762,37.98531692,114.9874436,-49769.48485,99544.9697,64620.03604,64620.03604,-52124.88468,104251.7694,282.2824538,-4424.517194
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0t120,10111.58225,8626.597675,102801.8519,87.69954682,10673.87492,-76092.30543,152194.6109,65811.90938,159.285338,19.72928428,-78314.80635,156635.6127,64985.25202,64985.25202,-78510.2524,157022.5048,-4441.001833,-4827.893924
g1,n10e4,constant,constant,n500,n50,rad10k,2change,all,10192.58096,10807.19981,102474.1916,11.81958239,10707.04645,-133547.1402,267104.2804,65222.91114,10155.19047,47.52590776,-135784.4541,271574.9082,65092.41535,65092.41535,-135854.7416,271711.4832,-4470.627716,-4607.202754
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0,9856.614601,51423.17946,96177.09487,56.27506493,9041.019238,-50042.2039,100094.4078,77148.44426,10.07708536,32.27973923,-50266.03726,100538.0745,64515.73125,64515.73125,-52461.72729,104925.4546,-443.6667298,-4831.046783
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0t120,9824.662111,18815.54486,95330.86067,86.17304971,8808.139731,-75915.81863,151841.6373,65386.70194,1154.134044,83.90195758,-78242.2298,156490.4596,64701.35352,64701.35352,-78377.96841,156757.9368,-4648.822356,-4916.29958
g1,n10e4,constant,constant,n500,n50,rad10k,2change,all,10274.28665,9742.659916,95627.59679,11.73243847,9329.410577,-134010.2174,268030.4349,64899.28729,19682.64691,28.13075959,-136326.5215,272659.043,64706.40108,64706.40108,-136441.0639,272884.1278,-4628.608165,-4853.692954
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0,11500.86992,2638.000994,124136.1714,44.71962684,17070.03832,-49808.2233,99626.44661,78305.59348,10.01473324,34.11203254,-50122.15783,100250.3157,64781.3878,64781.3878,-52412.44572,104826.8914,-623.8690467,-5200.444839
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0t120,10509.63208,16566.32564,108802.6231,119.9110706,12444.97289,-75500.76559,151011.5312,65748.66298,985.6988763,83.92918569,-78464.18763,156934.3753,64962.8951,64962.8951,-78638.71028,157279.4206,-5922.84408,-6267.889378
g1,n10e4,constant,constant,n500,n50,rad10k,2change,all,9706.308606,10032.21084,102342.7256,10.97599955,10120.71712,-133440.5672,266891.1343,65243.90738,2885.703768,81.70409092,-135960.8998,271927.7997,65151.33368,65151.33368,-136032.455,272066.91,-5036.665352,-5175.775678
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0,7834.247644,5000000,88738.68132,114.0510223,5660.881537,-50415.97785,100841.9557,76536.49339,47.64597944,119.9898938,-50613.02264,101232.0453,64632.05695,64632.05695,-52802.51309,105607.0262,-390.0895835,-4765.070483
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0t120,9179.535478,14778.86791,91066.7056,103.9028419,7177.33687,-76454.53144,152919.0629,65559.18342,1512.001679,109.2954438,-78768.41114,157542.8223,64837.53818,64837.53818,-78916.32176,157834.6435,-4623.759406,-4915.580643
g1,n10e4,constant,constant,n500,n50,rad10k,2change,all,8706.000176,41050.56603,89977.10883,68.41886353,6564.85406,-134328.8242,268667.6484,65101.11777,33954.781,17.57492609,-136713.0552,273432.1103,65023.39972,65023.39972,-136765.2417,273532.4835,-4764.46198,-4864.83513
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0,9870.280106,10941.73875,101348.0641,57.58847149,10106.77032,-249075.8469,498161.6938,77866.10779,30.77333452,89.78512598,-250661.8997,501329.7995,64732.03183,64732.03183,-261944.9932,523891.9863,-3168.105646,-25730.2925
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0t120,9795.978066,9956.236625,100679.1612,87.36413253,9882.010289,-379633.3621,759276.7242,65779.92744,1088.881309,83.91251776,-391534.2052,783074.4104,65063.75372,65063.75372,-392269.6536,784541.3073,-23797.68622,-25264.58307
g1,n10e4,constant,constant,n500,n50,rad50k,2change,all,11149.70657,11081.42266,382591.9822,11.36828613,43143.16566,-667141.4667,1334292.933,65270.3998,16516.56666,32.49716034,-680330.3621,1360666.724,65089.80599,65089.80599,-680870.7229,1361743.446,-26373.7908,-27450.51238
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0,9738.052575,32709.20302,100944.1383,52.76553492,9987.800585,-248058.8016,496127.6032,77859.20327,10.00893247,34.0392158,-249162.3201,498330.6402,64425.24113,64425.24113,-260499.5375,521001.0751,-2203.036991,-24873.47183
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0t120,10177.99187,9740.742712,102660.5302,87.59303669,10854.1368,-377769.3003,755548.6007,65335.21527,1036.0781,83.9072751,-389562.1723,779130.3445,64602.19458,64602.19458,-390360.4119,780722.8238,-23581.74385,-25174.22311
g1,n10e4,constant,constant,n500,n50,rad50k,2change,all,10159.40324,10475.56438,103499.6181,10.91671743,10957.40737,-663878.6475,1327767.295,65076.10206,10720.4008,44.54974426,-675941.991,1351889.982,64917.49331,64917.49331,-676373.4149,1352748.83,-24122.68687,-24981.53473
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0,10524.76304,9432.203011,100661.6076,62.01846102,10614.06408,-251236.8244,502483.6487,78336.79829,10.01395018,34.3916486,-250110.5683,500227.1367,64706.3773,64706.3773,-261665.8335,523333.6671,2256.512051,-20850.01833
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0t120,10401.53703,10524.55252,99411.02989,87.37953746,10221.16496,-381990.5909,763991.1818,65648.59562,720.9107058,62.92312166,-391566.6356,783139.2713,64893.95244,64893.95244,-392393.9107,784789.8214,-19148.08948,-20798.63963
g1,n10e4,constant,constant,n500,n50,rad50k,2change,all,10463.80433,10051.57195,100095.197,11.48320032,10432.99229,-671591.618,1343193.236,65245.64111,6835.268377,55.99796771,-679273.914,1358553.828,65089.848,65089.848,-679709.7549,1359421.51,-15360.59186,-16228.27373
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0,9177.016284,16467.6329,99419.23117,116.2121176,8873.464575,-249599.1715,499208.343,78698.19803,39.91844191,117.4894855,-250596.7035,501199.4071,64924.95683,64924.95683,-262332.121,524666.242,-1991.064041,-25457.89902
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0t120,9790.43837,12687.24904,101740.3149,103.0615637,10048.17705,-379895.5795,759801.1589,65825.83195,1492.061991,109.2975643,-391953.4255,783912.8511,65096.76698,65096.76698,-392698.8244,785399.6489,-24111.69218,-25598.48995
g1,n10e4,constant,constant,n500,n50,rad50k,2change,all,9886.931303,11908.15804,101419.8151,75.89162083,10095.8464,-667619.9908,1335249.982,65338.70819,7235.595585,54.36925818,-679788.9061,1359583.812,65179.02686,65179.02686,-680227.5241,1360457.048,-24333.83053,-25207.0665
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0,10424.4662,10483.23155,103497.8954,56.988314,11226.41996,-249538.8778,499087.7556,77868.01994,10.00734489,32.56392462,-252323.6861,504653.3721,64953.14902,64953.14902,-263512.7984,527027.5968,-5565.616495,-27939.84118
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0t120,9963.440022,13035.86638,101898.7901,87.88559069,10272.80074,-379567.1655,759144.3311,65785.48695,1066.554558,83.9169261,-393574.3,787154.5999,65048.76932,65048.76932,-394351.2333,788704.4666,-28010.26887,-29560.13554
g1,n10e4,constant,constant,n500,n50,rad50k,2change,all,10158.63782,9876.384653,101777.9893,10.39389358,10494.26719,-668307.7475,1336625.495,65351.9207,15286.73541,34.44348352,-683374.4009,1366754.802,65182.59284,65182.59284,-683915.3724,1367832.745,-30129.30674,-31207.24963
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0,9922.457161,11057.42987,99052.71409,104.2534849,9737.344435,-25063032.85,50126075.7,77692.49508,31.68432648,92.54583205,-25166790.25,50333586.51,64508.75569,64508.75569,-26309985.43,52619972.86,-207510.8102,-2493897.168
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0t120,10358.75467,10359.0398,101248.1365,59.78789729,10644.64456,-38126137.33,76252284.66,65477.16678,1592.573516,112.5209922,-39310337.56,78620681.12,64773.12226,64773.12226,-39381668.3,78763338.61,-2368396.453,-2511053.945
g1,n10e4,constant,constant,n500,n50,wgs,2change,all,9828.990463,10005.96043,98577.08425,11.62514675,9536.717865,-67093996.32,134188002.6,65005.56378,7082.790683,54.38648129,-68298615.49,136597237,64838.61756,64838.61756,-68345172.72,136690347.4,-2409234.341,-2502344.786
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0,10337.62424,8060.603516,100642.3222,104.4929396,10551.6447,-25058958.86,50117927.72,77677.77058,42.53426148,119.6713968,-25162491.48,50324988.96,64503.19806,64503.19806,-26304672.44,52609346.89,-207061.2464,-2491419.168
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0t120,10183.65221,9168.910447,100291.3022,59.90986551,10275.51085,-38147344.69,76294699.39,65443.5238,1535.230686,112.5385735,-39329588.86,78659183.72,64720.52864,64720.52864,-39405379.53,78810761.07,-2364484.332,-2516061.68
g1,n10e4,constant,constant,n500,n50,wgs,2change,all,9844.577054,10790.70156,99274.67012,19.54234709,9696.966749,-67039403.49,134078817,65044.32208,5931.822519,60.53171133,-68248436.66,136496879.3,64893.68834,64893.68834,-68288928.79,136577859.6,-2418062.342,-2499042.602
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0,10231.00528,8848.815261,100534.6513,103.8012101,10384.40121,-25080285.87,50160581.73,77591.15723,31.7473208,92.49158464,-25142321.04,50284648.08,64447.51774,64447.51774,-26276418.33,52552838.66,-124066.3532,-2392256.927
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0t120,10226.63435,8748.831363,100745.4935,59.89658977,10426.81116,-38157262.19,76314534.37,65400.5996,1369.347997,112.3360077,-39314828.22,78629662.44,64605.8004,64605.8004,-39405045.16,78810092.32,-2315128.067,-2495557.947
g1,n10e4,constant,constant,n500,n50,wgs,2change,all,10193.04012,9522.389539,100678.377,17.60953075,10369.61583,-67134436.45,134268882.9,64935.43187,13915.44284,36.99002252,-68189100.04,136378206.1,64770.55208,64770.55208,-68239632.3,136479266.6,-2109323.179,-2210383.706
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0,10205.54042,10350.03674,100791.2095,104.0362401,10468.60328,-25034786.23,50069582.46,77782.97374,42.31531877,119.4104975,-25184293.63,50368593.27,64569.9929,64569.9929,-26328378.89,52656759.79,-299010.8086,-2587177.33
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0t120,10051.00637,8368.496808,100700.7341,108.8731951,10260.01719,-38133406.93,76266823.86,65469.49369,1385.333651,105.1078169,-39337118.44,78674242.88,64728.58623,64728.58623,-39415564.96,78831131.91,-2407419.016,-2564308.048
g1,n10e4,constant,constant,n500,n50,wgs,2change,all,10178.75736,9946.885126,100902.5823,12.72756263,10449.64427,-66991496.82,133983003.6,65039.42976,9460.590471,45.53844169,-68331885.76,136663777.5,64858.76773,64858.76773,-68388631.35,136777264.7,-2680773.89,-2794261.066
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0,10337.02719,8813.3638,102059.9333,104.2255472,10817.81216,-25097156.97,50194323.93,77951.50293,39.81435799,113.6449579,-25204278.01,50408562.01,64668.93338,64668.93338,-26349325.06,52698652.12,-214238.0834,-2504328.188
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0t120,10255.28748,9913.827092,101885.0529,59.80021097,10628.28414,-38176564.96,76353139.93,65606.35386,1569.830393,112.5389308,-39370698.41,78741402.83,64896.70292,64896.70292,-39443898.03,78887798.06,-2388262.895,-2534658.131
g1,n10e4,constant,constant,n500,n50,wgs,2change,all,10044.10107,10207.86994,101848.311,11.14612269,10392.40922,-67187175.45,134374360.9,65239.00299,14405.6015,37.06775684,-68404804.46,136809614.9,65096.88782,65096.88782,-68449406.44,136898814.9,-2435254.004,-2524453.967
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0,9794.574902,3365.245997,104942.3672,116.2419636,10870.71296,-59323.7284,118657.4568,75885.16809,10.5354974,32.28352411,-59848.86229,119703.7246,63895.52262,63895.52262,-62871.94633,125745.8927,-1046.267777,-7088.435855
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0t120,10087.41757,3163.219547,109715.692,111.5306917,12130.90343,-92665.48416,185340.9683,65205.48295,62.31624921,10.00471669,-95710.20043,191426.4009,62456.79492,62456.79492,-96541.59054,193085.1811,-6085.432533,-7744.212761
g1,n10e4,td100,l99,n500,n100,rad10k,2change,all,10815.90533,3513.679134,723692.2256,102.7391852,56011.91427,-163861.4907,327732.9814,64505.30901,2701.811838,79.56942309,-166529.088,333064.1761,63984.12109,63984.12109,-166857.8513,333717.7026,-5331.194651,-5984.721192
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0,10892.08741,2958.421931,108919.3662,119.8488167,12876.17248,-60208.05819,120426.1164,76549.49761,37.94878981,103.5875253,-59859.52638,119725.0528,64099.93305,64099.93305,-62960.25893,125922.5179,701.0636115,-5496.401486
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0t120,10502.18356,3018.880059,104314.7183,111.8331515,11357.82316,-94140.38863,188290.7773,65482.0332,752.3192932,85.58152292,-95933.99432,191873.9886,62589.70757,62589.70757,-96821.86005,193645.7201,-3583.21139,-5354.942841
g1,n10e4,td100,l99,n500,n100,rad10k,2change,all,11444.04485,3560.015704,550946.2472,89.32590765,52775.1338,-165905.9468,331821.8937,64764.57544,1769.632879,88.8184224,-167508.4048,335022.8096,64153.90915,64153.90915,-167927.3128,335856.6256,-3200.915922,-4034.731905
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0,10582.25949,2272.744596,104491.951,116.501181,11537.60964,-59794.83394,119599.6679,77022.41676,43.13153739,119.7645835,-59614.65374,119235.3075,64127.25514,64127.25514,-62716.03284,125434.0657,364.3603884,-5834.397807
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0t120,9370.75534,3302.457083,100491.8856,112.2315263,9330.295515,-93230.46015,186470.9203,65647.37802,774.5792915,85.72118695,-95583.78492,191173.5698,62834.64907,62834.64907,-96435.78076,192873.5615,-4702.649551,-6402.641215
g1,n10e4,td100,l99,n500,n100,rad10k,2change,all,10789.4601,3118.514446,709776.8767,113.1358056,55104.89051,-164697.8217,329405.6434,64748.17741,2602.795027,78.78495373,-166826.2366,333658.4732,64174.62818,64174.62818,-167198.2048,334398.4095,-4252.829788,-4992.766139
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0,8141.80281,5303.91392,93816.87313,107.43531,6903.126956,-59591.36237,119192.7247,77456.77908,29.33437838,84.88586164,-60045.48733,120096.9747,64546.5128,64546.5128,-63232.96907,126467.9381,-904.2499182,-7275.213415
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0t120,9524.316918,3208.730102,97075.93695,112.1672044,8872.948895,-93065.63209,186141.2642,65850.96517,751.2789931,85.56317487,-96162.49393,192330.9879,62964.38356,62964.38356,-97051.18041,194104.3608,-6189.723682,-7963.096631
g1,n10e4,td100,l99,n500,n100,rad10k,2change,all,10715.92304,2702.340076,813681.3258,119.9897943,57918.28263,-164524.8168,329059.6335,65276.54491,2335.092204,80.72947339,-167702.9776,335411.9553,64678.31223,64678.31223,-168109.6313,336221.2626,-6352.321743,-7161.629072
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0,9889.120301,1666.603189,98201.97918,46.9287479,9628.942243,-59569.4871,119148.9742,77105.82302,43.21254574,113.8313308,-60512.78783,121031.5757,64810.50976,64810.50976,-63567.12913,127136.2583,-1882.601472,-7987.284074
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0t120,9845.16366,3485.137819,97515.38048,116.9564054,9436.124704,-92895.86538,185801.7308,66134.17965,757.9244459,85.69065724,-96970.96545,193947.9309,63226.46712,63226.46712,-97868.95783,195739.9157,-8146.200136,-9938.184894
g1,n10e4,td100,l99,n500,n100,rad10k,2change,all,9959.126101,3799.082047,96904.16968,119.9366646,9455.511187,-163633.8311,327277.6623,65458.88328,2610.585313,77.3405427,-168822.246,337650.492,64817.79804,64817.79804,-169239.8454,338481.6908,-10372.82974,-11204.02851
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0,9431.099653,708.5011095,100267.2296,16.63623573,9335.594623,-299705.6885,599421.3769,77250.88559,38.80599016,106.6170497,-301109.6951,602225.3902,64589.41756,64589.41756,-316679.2782,633360.5563,-2804.01327,-33939.17941
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0t120,9852.462827,3391.146953,101118.9258,116.8692259,9961.115566,-468251.5465,936513.093,65949.82394,61.25447451,10.00471674,-482700.4678,965406.9355,63171.11087,63171.11087,-486980.8253,973963.6507,-28893.84247,-37450.55763
g1,n10e4,td100,l99,n500,n100,rad50k,2change,all,9880.477173,3390.949918,101719.77,119.9318247,10054.07879,-827138.6182,1654287.236,65370.64725,2389.481183,81.31719808,-842187.2572,1684380.514,64791.0826,64791.0826,-844058.235,1688118.47,-30093.27804,-33831.23369
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0,9112.458631,3176.73827,97116.41319,57.91260269,8506.855628,-298525.7265,597061.453,76341.77666,34.11092895,92.52421891,-300002.4864,600010.9729,64134.97383,64134.97383,-315149.0088,630300.0177,-2949.519833,-33238.56466
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0t120,9805.697778,3052.147909,97137.81607,104.5528559,9195.177789,-466210.8287,932431.6574,65463.96294,98.05620534,15.07442711,-480384.3358,960774.6717,62667.00781,62667.00781,-484691.0435,969384.0871,-28343.01432,-36952.4297
g1,n10e4,td100,l99,n500,n100,rad50k,2change,all,9953.174885,3263.265648,97803.1199,119.7141333,9507.907266,-823498.8754,1647007.751,64635.46028,38914.19143,12.08607069,-838306.0706,1676618.141,64179.69449,64179.69449,-840037.4224,1680076.845,-29610.39029,-33069.09397
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0,9576.057425,2080.15927,98059.67725,54.62570634,8956.082488,-301714.4476,603438.8951,76775.74209,37.14979462,99.55989553,-301822.838,603651.676,64530.81036,64530.81036,-317254.7785,634511.557,-212.7808593,-31072.66187
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0t120,10079.8016,3129.363996,100080.239,112.0856405,9859.350388,-471703.0389,943416.0779,65904.25019,726.0947314,85.72736673,-483841.1745,967688.349,62898.90446,62898.90446,-488576.6282,977155.2563,-24272.27113,-33739.17848
g1,n10e4,td100,l99,n500,n100,rad50k,2change,all,11150.42982,3338.955179,664067.1925,95.72420326,55500.67399,-831840.0161,1663690.032,65306.68965,2407.84699,78.91241775,-844509.0198,1689024.04,64601.81342,64601.81342,-846648.799,1693299.598,-25334.0075,-29609.56577
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0,11733.52181,1528.131178,117312.2037,74.48686491,16247.73796,-297263.5238,594537.0475,75979.80783,43.13443601,113.480278,-298589.483,597184.966,63845.79782,63845.79782,-313873.4007,627748.8013,-2647.918504,-33211.75377
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0t120,9965.613593,1399.615489,98838.73204,64.5462113,9830.705056,-464838.6983,929687.3965,65295.6279,722.9416382,85.70532708,-478939.5562,957885.1124,62304.15494,62304.15494,-483635.6306,967273.2611,-28197.7159,-37585.8646
g1,n10e4,td100,l99,n500,n100,rad50k,2change,all,11187.25399,2688.37789,534542.3173,118.4835819,51155.51517,-820991.3439,1641992.688,64601.03279,2062.123279,83.30958778,-835428.5288,1670863.058,63955.7225,63955.7225,-837545.2205,1675092.441,-28870.36981,-33099.75327
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0,10255.47894,1330.640243,100504.1197,45.18719313,10306.84987,-300460.0557,600930.1114,77235.65634,30.74075761,84.85687564,-303092.7101,606191.4202,64840.97726,64840.97726,-318621.1814,637244.3629,-5261.308764,-36314.25148
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0t120,10176.68645,1707.766634,99877.50296,73.0436673,10078.8552,-469699.2228,939408.4456,66288.78172,759.5848258,85.70560204,-486013.4708,972032.9416,63415.65133,63415.65133,-490448.2984,980898.5969,-32624.49597,-41490.15125
g1,n10e4,td100,l99,n500,n100,rad50k,2change,all,11183.38557,3036.925908,688920.4418,103.130907,56625.49533,-829849.0938,1659708.188,65502.89038,2532.972056,77.67772962,-846617.0611,1693240.122,64923.42323,64923.42323,-848723.0544,1697448.109,-33531.93459,-37739.9211
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0,9906.510542,3188.027665,99448.11453,119.583226,9741.710571,-30112929.22,60225868.45,76885.16114,36.8292961,99.94952911,-30191020.12,60382046.24,64289.4773,64289.4773,-31754127.08,63508256.16,-156177.7885,-3282387.714
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0t120,9975.296607,2583.200325,100242.1459,94.90083726,10002.97322,-47051857.69,94103725.38,65688.30066,487.2180562,59.961371,-48435567.39,96871140.79,62787.37261,62787.37261,-48889009.63,97778021.25,-2767415.404,-3674295.87
g1,n10e4,td100,l99,n500,n100,wgs,2change,all,10009.56068,3270.321017,99797.57385,109.4944143,9934.297738,-83135923.21,166271856.4,65020.89928,2710.576144,75.89519153,-84399181.54,168798369.1,64389.14624,64389.14624,-84605699.43,169211400.9,-2526512.673,-2939544.457
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0,9712.401095,2644.293594,99861.53016,84.70691033,9643.141484,-30054001.91,60108013.82,76787.20051,10.11064552,32.30853264,-30168581.78,60337169.57,64230.09169,64230.09169,-31729551.34,63459104.69,-229155.7497,-3351090.868
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0t120,9911.360852,2602.054192,100256.0812,94.59416956,9930.235483,-46996333.51,93992677.01,65621.24597,480.1408884,59.93591069,-48407148.39,96814302.79,62685.87332,62685.87332,-48869108.74,97738219.47,-2821625.774,-3745542.46
g1,n10e4,td100,l99,n500,n100,wgs,2change,all,9987.733924,3584.451077,100685.3283,96.49043065,10095.64184,-82912537.24,165825084.5,64902.96402,2120.691679,82.83234062,-84413150.95,168826307.9,64282.38637,64282.38637,-84622596.81,169245195.6,-3001223.416,-3420111.126
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0,9628.46977,2693.266193,98960.0867,84.72755777,9399.578226,-30013284.49,60026578.99,76989.48221,41.73795315,113.4147168,-30225777.21,60451560.41,64385.26726,64385.26726,-31796397.19,63592796.37,-424981.4236,-3566217.383
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0t120,9961.771216,2709.603753,99775.41462,96.74462077,9952.455314,-46927541.48,93855092.97,65776.16899,488.3022418,59.96638829,-48483635.23,96967276.46,62885.27022,62885.27022,-48935423.05,97870848.11,-3112183.494,-4015755.14
g1,n10e4,td100,l99,n500,n100,wgs,2change,all,9886.99143,3302.807193,99091.61876,119.5512787,9726.418116,-82804916.74,165609843.5,65108.33345,2016.168004,86.03915397,-84614951.71,169229909.4,64510.01154,64510.01154,-84809822.72,169619647.4,-3620065.943,-4009803.966
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0,9665.510919,2637.971262,99810.10664,84.74636285,9545.471908,-30090365.42,60180740.84,76739.58763,10.55385532,33.22156453,-30250342.1,60500690.2,64328.64032,64328.64032,-31806679.18,63613360.36,-319949.3642,-3432619.522
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0t120,10029.94323,2402.969182,101301.737,88.94760174,10267.60642,-47044484.2,94088978.39,65696.57217,485.2188629,59.94923929,-48486596.09,96973198.17,62774.27896,62774.27896,-48944269.14,97888540.29,-2884219.779,-3799561.893
g1,n10e4,td100,l99,n500,n100,wgs,2change,all,9999.224373,3150.311209,101345.4383,119.9990704,10206.0048,-83115184.8,166230379.6,64996.49707,2416.536599,79.47146557,-84617045.93,169234097.9,64383.62474,64383.62474,-84821621.84,169643245.7,-3003718.274,-3412866.089
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0,9880.456677,2462.764239,100215.3148,84.65892303,9924.750761,-30031700.78,60063411.56,76666.06558,10.47051108,33.27075272,-30150319.73,60300645.46,64169.93459,64169.93459,-31708448.52,63416899.04,-237233.8995,-3353487.474
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0t120,9907.578408,2623.323208,100026.7044,97.45145925,9906.033328,-46971141.71,93942293.41,65524.33065,493.9796982,59.96763993,-48357180.67,96714367.33,62647.83137,62647.83137,-48802539.19,97605080.38,-2772073.921,-3662786.962
g1,n10e4,td100,l99,n500,n100,wgs,2change,all,10063.86933,2971.944315,100412.8321,119.912632,10148.43613,-82934049.36,165868108.7,64814.98154,2400.478564,80.77216331,-84286856.1,168573718.2,64227.63503,64227.63503,-84479500.34,168959002.7,-2705609.492,-3090893.966
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0,9870.582437,2679.339506,100353.0847,119.9966323,9824.856807,-70218.70406,140447.4081,74762.47659,49.21008004,114.0811033,-70381.16154,140768.3231,64032.34332,64032.34332,-74110.75781,148223.5156,-320.9149634,-7776.107503
