gentime,NeAnc,td,lambda,maxn,sampn,data,botexp,model,scheme,it,Nh,Nc,Na,Td,Ta,lnL,AIC2C,Nh1C,Nc1C,Na1c,Td1C,Ta1c,lnL1C,AIC1C,NhC,NcC,NaC,TdC,TaC,lnLC,AICC,AIC2C-AIC1C,AIC2C-AICC,Nch,Nhh,Nha,Tdh,Tah,lnLh,AICh,AIC2C-AICh,AIC1C-AICh,AICC-AICh
g1,n10e4,td100,l99,n500,n20,wgs,exp,2change,all,5,9774.428914,6669.923635,98229.44665,34.8652952,9382.820352,-47396887.62,94793785.24,64981.89713,6091.262623,64981.89713,46.43040837,NA,-48178269.12,96356544.25,64641.00868,64641.00868,64641.00868,NA,NA,-48216813.19,96433628.39,-1562759.002,-1639843.145,8986.821074,8986.821074,95764.70764,NA,8096.920126,-47397954.31,94795914.62,-2129.37622,1560629.626,1637713.768
g1,n10e4,constant,constant,n500,n50,wgs,exp,2change,all,1,10138.15527,7998.622585,100317.4775,76.51220606,10231.00036,-67134481.04,134268972.1,64992.19014,13953.62722,64992.19014,36.24961306,NA,-68331870.47,136663746.9,64858.76791,64858.76791,64858.76791,NA,NA,-68388631.35,136777264.7,-2394774.861,-2508292.62,9873.133715,9873.133715,99249.0197,NA,9739.200608,-67134808.58,134269623.2,-651.087451,2394123.773,2507641.533
g1,n10e4,constant,constant,n500,n50,wgs,exp,2change,all,2,9906.828201,12567.26196,99529.95398,77.76887684,9809.203456,-67039543.73,134079097.5,65030.01723,15221.35263,65030.01723,36.31331798,NA,-68248615.41,136497236.8,64893.68849,64893.68849,64893.68849,NA,NA,-68288928.79,136577859.6,-2418139.368,-2498762.133,10151.4902,10151.4902,100635.2843,NA,10298.22389,-67039760.24,134079526.5,-429.024322,2417710.343,2498333.109
g1,n10e4,constant,constant,n500,n50,wgs,exp,2change,all,3,10029.03884,11188.40573,101772.8588,77.62072915,10361.44072,-67187163.13,134374336.3,65306.1367,14860.49122,65306.1367,36.3076094,NA,-68404804.74,136809615.5,65096.88794,65096.88794,65096.88794,NA,NA,-68449406.44,136898814.9,-2435279.227,-2524478.62,10153.43504,10153.43504,102440.5516,NA,10634.04923,-67187214.36,134374434.7,-98.468537,2435180.759,2524380.152
g1,n10e4,constant,constant,n500,n50,wgs,exp,2change,all,4,9904.167149,10290.90344,98925.16191,75.41667361,9686.859879,-67094030.27,134188070.5,64995.57134,14677.02915,64995.57134,36.25249828,NA,-68298746.09,136597498.2,64838.61779,64838.61779,64838.61779,NA,NA,-68345172.72,136690347.4,-2409427.631,-2502276.892,9947.603143,9947.603143,99116.63415,NA,9769.64279,-67094036.81,134188079.6,-9.072161004,2409418.559,2502267.819
g1,n10e4,constant,constant,n500,n50,wgs,exp,2change,all,5,10162.58099,9166.113041,100836.6852,75.50626995,10418.03046,-66991514.18,133983038.4,64935.18679,14337.42468,64935.18679,36.26611281,NA,-68189099.93,136378205.9,64770.5523,64770.5523,64770.5523,NA,NA,-68239632.3,136479266.6,-2395167.487,-2496228.236,10049.00355,10049.00355,100299.0834,NA,10187.70497,-66991567.99,133983142,-103.611644,2395063.875,2496124.624
g1,n10e4,td190,l95,n500,n50,wgs,exp,2change,all,1,10277.56845,5581.284191,100080.1543,119.9193345,10335.44101,-67290617.89,134581245.8,64997.72022,3257.80076,64997.72022,72.12995304,NA,-68483456.57,136966919.1,64791.98364,64791.98364,64791.98364,NA,NA,-68542339.12,137084680.2,-2385673.369,-2503434.464,9705.811919,9705.811919,97667.70571,NA,9255.314455,-67291904.79,134583815.6,-2569.804335,2383103.565,2500864.66
g1,n10e4,td190,l95,n500,n50,wgs,exp,2change,all,2,10322.05791,6949.213244,102069.2107,119.9317988,10757.55975,-67294084.98,134588180,65217.96563,3121.20493,65217.96563,74.70882006,NA,-68500091.86,137000189.7,65025.00501,65025.00501,65025.00501,NA,NA,-68552395.29,137104792.6,-2412009.773,-2516612.636,9968.474799,9968.474799,100343.2453,NA,10024.03194,-67294544.67,134589095.3,-915.383472,2411094.389,2515697.252
g1,n10e4,td190,l95,n500,n50,wgs,exp,2change,all,3,10045.17352,8090.586403,99062.20328,77.07348641,9951.141181,-66935985.4,133871980.8,64762.99164,3477.175098,64762.99164,71.49566753,NA,-68128803.48,136257613,64571.55058,64571.55058,64571.55058,NA,NA,-68181407.57,136362817.1,-2385632.172,-2490836.348,9796.766164,9796.766164,98128.79053,NA,9509.20509,-66936244.11,133872494.2,-513.427157,2385118.744,2490322.921
g1,n10e4,td190,l95,n500,n50,wgs,exp,2change,all,4,10019.59154,4577.667795,99444.18231,119.9130468,9943.982525,-67102046.33,134204102.7,65026.57683,1412.309021,65026.57683,94.82082557,NA,-68304629.16,136609264.3,64640.53663,64640.53663,64640.53663,NA,NA,-68369335.72,136738673.4,-2405161.655,-2534570.775,9184.444949,9184.444949,96040.77809,NA,8438.061825,-67104492.28,134208990.6,-4887.905318,2400273.749,2529682.869
g1,n10e4,td190,l95,n500,n50,wgs,exp,2change,all,5,10059.37763,5217.207643,98640.61505,119.9988845,9759.347968,-67277540.46,134555090.9,65137.76769,1666.142267,65137.76769,90.93247678,NA,-68475565.31,136951136.6,64784.78765,64784.78765,64784.78765,NA,NA,-68535875.33,137071752.7,-2396045.694,-2516661.746,9412.498359,9412.498359,96123.59289,NA,8615.462271,-67279123.19,134558252.4,-3161.453687,2392884.24,2513500.293
g1,n10e4,td100,l99,n500,n50,wgs,exp,2change,all,1,9996.674443,3197.828517,99870.43017,119.9884532,9995.133332,-67189763.86,134379537.7,64877.85102,2291.486236,64877.85102,75.67697607,NA,-68389636.4,136779278.8,64634.18689,64634.18689,64634.18689,NA,NA,-68475878.36,136951758.7,-2399741.082,-2572220.99,8587.772177,8587.772177,94372.91043,NA,7562.650835,-67196747.43,134393500.9,-13963.12664,2385777.955,2558257.864
g1,n10e4,td100,l99,n500,n50,wgs,exp,2change,all,2,9991.746027,4087.312291,99563.55048,87.20052478,9872.516267,-67303670.79,134607351.6,65027.69029,3357.761344,65027.69029,65.82888192,NA,-68502476.87,137004959.7,64772.3936,64772.3936,64772.3936,NA,NA,-68590551.19,137181104.4,-2397608.154,-2573752.807,8611.682928,8611.682928,94375.10313,NA,7538.670982,-67309658.25,134619322.5,-11970.92684,2385637.227,2561781.88
g1,n10e4,td100,l99,n500,n50,wgs,exp,2change,all,3,9971.376451,4198.206189,100845.7718,88.26615766,10114.30875,-67184216.66,134368443.3,65053.7227,3619.501037,65053.7227,64.3549785,NA,-68392127.96,136784261.9,64788.24937,64788.24937,64788.24937,NA,NA,-68477680.64,136955363.3,-2415818.602,-2586919.963,8694.151827,8694.151827,95635.94545,NA,7843.14072,-67189517.72,134379041.4,-10598.12006,2405220.482,2576321.843
g1,n10e4,td100,l99,n500,n50,wgs,exp,2change,all,4,9945.842245,4345.244926,100913.8747,84.75080903,10085.58238,-67298645,134597300,65121.02476,3629.256498,65121.02476,64.46843018,NA,-68509148.73,137018303.5,64861.26341,64861.26341,64861.26341,NA,NA,-68594380.52,137188763,-2421003.45,-2591463.032,8667.590215,8667.590215,95695.2845,NA,7815.030774,-67303821.64,134607649.3,-10349.28569,2410654.165,2581113.747
g1,n10e4,td100,l99,n500,n50,wgs,exp,2change,all,5,10004.59443,2947.628364,99439.08992,119.3642265,9913.593312,-67106603,134213216,64641.05695,973.9601886,64641.05695,120,NA,-68322109.1,136644224.2,64564.27787,64564.27787,64564.27787,NA,NA,-68394911.89,136789825.8,-2431008.197,-2576609.776,8422.250279,8422.250279,93509.4233,NA,7259.216402,-67115148.24,134230302.5,-17086.47283,2413921.724,2559523.303
g1,n10e4,constant,constant,n500,n100,rad10k,exp,2change,t0,1,11873.78803,6332.023217,423696.8642,37.24009393,48837.58151,-61078.39728,122166.7946,74304.22629,34.70112452,74304.22629,76.17911924,NA,-61557.60785,123121.2157,64506.1347,64506.1347,64506.1347,NA,NA,-64064.16194,128130.3239,-954.4211354,-5963.529333,10650.38715,10650.38715,98893.33865,NA,10518.3334,-61069.03135,122144.0627,22.73185455,977.1529899,5986.261187
g1,n10e4,constant,constant,n500,n100,rad10k,exp,2change,t0,2,11956.96023,5647.099843,454246.0358,68.32835363,50827.53774,-60939.95921,121889.9184,74863.08366,40.50551337,74863.08366,90.08401006,NA,-61412.81727,122831.6345,64699.51098,64699.51098,64699.51098,NA,NA,-63985.7813,127973.5626,-941.7161038,-6083.644173,10551.61286,10551.61286,103696.4655,NA,11450.68518,-60935.54973,121877.0995,12.81895731,954.5350612,6096.46313
g1,n10e4,constant,constant,n500,n100,rad10k,exp,2change,t0,3,11795.90057,2911.521724,464059.3459,39.39687113,50517.19048,-60692.53788,121395.0758,75703.33541,39.06107704,75703.33541,93.03840603,NA,-61151.57485,122309.1497,64811.33942,64811.33942,64811.33942,NA,NA,-63825.01638,127652.0328,-914.07393,-6256.956996,10238.05584,10238.05584,107753.6497,NA,11886.037,-60691.89656,121389.7931,5.282633743,919.3565637,6262.23963
g1,n10e4,constant,constant,n500,n100,rad10k,exp,2change,t0,4,10432.12779,7414.589293,104819.6286,104.5100939,11565.07323,-60559.19806,121128.3961,75506.15253,19.9961635,75506.15253,51.79847298,NA,-60998.27858,122002.5572,64593.32485,64593.32485,64593.32485,NA,NA,-63695.66637,127393.3327,-874.1610442,-6264.936608,9898.660685,9898.660685,102221.215,NA,10370.12273,-60559.63081,121125.2616,3.134511557,877.2955558,6268.071119
g1,n10e4,constant,constant,n500,n100,rad10k,exp,2change,t0,5,9310.10469,9510.494103,90970.8983,92.12682661,7264.653875,-61266.09327,122542.1865,74586.9814,31.35576308,74586.9814,70.8321489,NA,-61625.07822,123256.1564,64594.04826,64594.04826,64594.04826,NA,NA,-64340.7302,128683.4604,-713.9699056,-6141.273869,9337.144615,9337.144615,91017.58493,NA,7298.328609,-61266.09447,122538.1889,3.997607979,717.9675136,6145.271477
g1,n10e4,td190,l95,n500,n100,rad10k,exp,2change,t0,1,10466.1137,703.5246616,96024.80342,16.12486637,10263.3617,-58950.08115,117910.1623,73149.88017,12.40763685,73149.88017,33.44879526,NA,-59271.62827,118549.2565,62665.89997,62665.89997,62665.89997,NA,NA,-62029.5676,124061.1352,-639.0942321,-6150.972901,8615.226524,8615.226524,90620.25589,NA,7183.934373,-58955.08905,117916.1781,-6.015795021,633.0784371,6144.957106
g1,n10e4,td190,l95,n500,n100,rad10k,exp,2change,t0,2,9183.048314,11686.11807,93383.86067,17.01015063,8010.985011,-59915.94029,119841.8806,74131.39582,53.32633081,74131.39582,119.9888838,NA,-60294.76217,120595.5243,63623.68807,63623.68807,63623.68807,NA,NA,-63006.93755,126015.8751,-753.6437483,-6173.994518,9240.341954,9240.341954,93512.72016,NA,8094.514049,-59915.95198,119837.904,3.976619867,757.6203682,6177.971138
g1,n10e4,td190,l95,n500,n100,rad10k,exp,2change,t0,3,9908.527597,1066.720046,99774.22368,10.17757128,10113.10446,-59706.83639,119423.6728,74822.05427,10.01866494,74822.05427,28.67157543,NA,-60078.00583,120162.0117,63763.61084,63763.61084,63763.61084,NA,NA,-62860.5272,125723.0544,-738.3388811,-6299.381609,9065.325628,9065.325628,96489.07513,NA,8503.495169,-59708.33812,119422.6762,0.99653859,739.3354197,6300.378148
g1,n10e4,td190,l95,n500,n100,rad10k,exp,2change,t0,4,9718.67235,468.0380147,93089.93932,10.67247534,8380.115224,-59817.85247,119645.7049,74750.45121,15.15735554,74750.45121,41.56866728,NA,-60102.61079,120211.2216,63670.84856,63670.84856,63670.84856,NA,NA,-63020.07862,126042.1572,-565.5166344,-6396.4523,8084.850568,8084.850568,89948.36187,NA,6239.802637,-59822.34337,119650.6867,-4.981796158,560.5348382,6391.470504
g1,n10e4,td190,l95,n500,n100,rad10k,exp,2change,t0,5,9590.538181,6110.301575,102807.172,105.4221961,10181.06517,-59891.746,119793.492,76269.89494,18.52036675,76269.89494,52.82198541,NA,-60263.39185,120532.7837,64320.68878,64320.68878,64320.68878,NA,NA,-63148.4799,126298.9598,-739.2916936,-6505.467797,8845.998632,8845.998632,99338.69141,NA,8662.522991,-59892.42359,119790.8472,2.644829903,741.9365235,6508.112627
g1,n10e4,td100,l99,n500,n100,rad10k,exp,2change,t0,1,9344.204778,481.8835168,103203.1066,10.97038403,9995.090916,-59324.29208,118658.5842,77039.28969,43.11810986,77039.28969,119.831428,NA,-59614.65087,119235.3017,64127.25307,64127.25307,64127.25307,NA,NA,-62716.03284,125434.0657,-576.7175827,-6775.481527,7741.609092,7741.609092,96825.71349,NA,7081.45599,-59327.819,118661.638,-3.053843912,573.6637388,6772.427683
g1,n10e4,td100,l99,n500,n100,rad10k,exp,2change,t0,2,9848.236809,268.4325866,101859.582,11.23506723,10126.20756,-59795.35132,119600.7026,77466.10991,18.66766991,77466.10991,57.02220205,NA,-60046.39515,120098.7903,64546.50605,64546.50605,64546.50605,NA,NA,-63232.96907,126467.9381,-498.087679,-6867.235518,7255.891057,7255.891057,93786.32951,NA,5984.397789,-59802.94426,119611.8885,-11.18588205,486.9017969,6856.049635
g1,n10e4,td100,l99,n500,n100,rad10k,exp,2change,t0,3,10270.05294,360.4969337,105752.2317,10.96793338,11409.54746,-60209.22916,120428.4583,77231.48303,19.58851806,77231.48303,57.23000153,NA,-60514.94679,121035.8936,64810.50991,64810.50991,64810.50991,NA,NA,-63567.12913,127136.2583,-607.435273,-6707.799959,8072.775627,8072.775627,96474.65373,NA,7167.186153,-60214.03421,120434.0684,-5.610117912,601.8251551,6702.189841
g1,n10e4,td100,l99,n500,n100,rad10k,exp,2change,t0,4,8113.928183,5108.4448,93785.41908,90.27746675,6875.797089,-59591.38283,119192.7657,76577.87076,25.81791886,76577.87076,73.87814979,NA,-59860.63448,119727.269,64099.93255,64099.93255,64099.93255,NA,NA,-62960.25893,125922.5179,-534.503315,-6729.752208,7455.327207,7455.327207,92312.19926,NA,6028.887343,-59591.89378,119189.7876,2.978085609,537.4814006,6732.730294
g1,n10e4,td100,l99,n500,n100,rad10k,exp,2change,t0,5,9771.310323,803.8177893,97883.64696,21.44243197,9436.431023,-59569.54343,119149.0869,75792.92308,46.32332505,75792.92308,118.9220972,NA,-59845.69955,119697.3991,63895.5155,63895.5155,63895.5155,NA,NA,-62871.94633,125745.8927,-548.3122333,-6596.805802,7774.332353,7774.332353,92353.99156,NA,6377.659386,-59574.72017,119155.4403,-6.353480226,541.9587531,6590.452322
g1,n10e4,constant,constant,n500,n200,rad10k,exp,2change,t0,1,11573.65173,3118.529863,289834.7333,10.09890025,38412.78889,-72324.8038,144659.6076,71708.72221,47.25593734,71708.72221,76.0828397,NA,-73157.44801,146320.896,64474.1575,64474.1575,64474.1575,NA,NA,-75851.60355,151705.2071,-1661.288419,-7045.59951,10457.88827,10457.88827,97455.39938,NA,9969.860536,-72312.64368,144631.2874,28.3202329,1689.608652,7073.919743
g1,n10e4,constant,constant,n500,n200,rad10k,exp,2change,t0,2,11327.07424,6084.164026,245230.8264,38.34114826,33451.47082,-72052.46641,144114.9328,72282.58608,72.50780433,72282.58608,116.1919232,NA,-72867.25334,145740.5067,64701.3488,64701.3488,64701.3488,NA,NA,-75670.58659,151343.1732,-1625.573874,-7228.240362,10229.61235,10229.61235,101869.5478,NA,10648.86759,-72045.77904,144097.5581,17.3747395,1642.948613,7245.615102
g1,n10e4,constant,constant,n500,n200,rad10k,exp,2change,t0,3,10766.99185,8502.047659,112587.8427,92.92036275,13615.3512,-71909.62727,143829.2545,72778.30948,39.39328357,72778.30948,70.1783391,NA,-72756.02199,145518.044,64843.006,64843.006,64843.006,NA,NA,-75569.07892,151140.1578,-1688.789438,-7310.90331,10318.3016,10318.3016,108316.1313,NA,12098.83525,-71910.14769,143826.2954,2.959160023,1691.748598,7313.86247
g1,n10e4,constant,constant,n500,n200,rad10k,exp,2change,t0,4,9987.118979,9863.271134,102661.9299,91.06247246,10559.23249,-71687.23756,143384.4751,72629.47873,69.20737266,72629.47873,117.8211463,NA,-72494.38927,144994.7785,64607.03205,64607.03205,64607.03205,NA,NA,-75368.55635,150739.1127,-1610.303422,-7354.637564,9963.921277,9963.921277,102517.4361,NA,10501.36969,-71687.23871,143380.4774,3.99770388,1614.301126,7358.635267
g1,n10e4,constant,constant,n500,n200,rad10k,exp,2change,t0,5,9693.328968,10207.40126,92298.45642,92.00803451,7921.94081,-72561.72149,145133.443,72001.64689,42.43141607,72001.64689,70.45878717,NA,-73287.28737,146580.5747,64596.92961,64596.92961,64596.92961,NA,NA,-76161.73188,152325.4638,-1447.13177,-7192.020784,9796.395186,9796.395186,92646.91837,NA,8088.943091,-72561.74555,145129.4911,3.951865374,1451.083636,7195.972649
g1,n10e4,td190,l95,n500,n200,rad10k,exp,2change,t0,1,9536.229545,2424.239759,94208.76538,17.64775865,8859.239951,-69602.98978,139215.9796,70817.16909,64.33365684,70817.16909,114.1684269,NA,-70205.54071,140417.0814,62687.09506,62687.09506,62687.09506,NA,NA,-73267.99307,146537.9861,-1201.101858,-7322.006591,8647.764863,8647.764863,91397.15852,NA,7369.91188,-69605.83269,139217.6654,-1.685831083,1199.416027,7320.32076
g1,n10e4,td190,l95,n500,n200,rad10k,exp,2change,t0,2,10193.45475,1013.705808,96207.48627,16.43941583,9652.811451,-70543.33359,141096.6672,72514.29201,15.01540442,72514.29201,33.57563659,NA,-71102.71662,142211.4332,63611.93551,63611.93551,63611.93551,NA,NA,-74342.3985,148686.797,-1114.766067,-7590.129821,8274.458497,8274.458497,90556.91156,NA,6576.502249,-70556.06581,141118.1316,-21.46443569,1093.301631,7568.665386
g1,n10e4,td190,l95,n500,n200,rad10k,exp,2change,t0,3,10675.35242,4776.061756,103852.5258,107.1935679,11933.57775,-70542.76028,141095.5206,72310.77491,65.38604875,72310.77491,119.332538,NA,-71169.20097,142344.4019,63780.73488,63780.73488,63780.73488,NA,NA,-74302.12569,148606.2514,-1248.881385,-7510.730833,8825.124581,8825.124581,95413.28368,NA,8028.352536,-70549.95056,141105.9011,-10.38057805,1238.500807,7500.350255
g1,n10e4,td190,l95,n500,n200,rad10k,exp,2change,t0,4,9786.918938,749.3759418,93311.9241,10.95259535,8559.492637,-70611.9779,141233.9558,72418.65019,19.02071145,72418.65019,41.20770948,NA,-71145.72358,142297.4472,63589.51964,63589.51964,63589.51964,NA,NA,-74415.76653,148833.5331,-1063.491362,-7599.57726,8106.655784,8106.655784,89281.95538,NA,6169.187709,-70621.94013,141249.8803,-15.92446945,1047.566893,7583.652791
g1,n10e4,td190,l95,n500,n200,rad10k,exp,2change,t0,5,11151.28037,4637.459669,350867.4726,120,41268.53011,-70746.41676,141502.8335,73935.34039,10.02526372,73935.34039,24.93035045,NA,-71390.0976,142786.1952,64356.42953,64356.42953,64356.42953,NA,NA,-74620.13699,149242.274,-1283.361681,-7739.440459,8651.294446,8651.294446,98515.84418,NA,8275.260804,-70745.84791,141497.6958,5.137711922,1288.499393,7744.578171
g1,n10e4,td100,l99,n500,n200,rad10k,exp,2change,t0,1,9066.144704,467.7675045,101261.6195,12.0276788,9270.678346,-69657.54567,139325.0913,75501.66748,21.5529132,75501.66748,57.85125784,NA,-70075.70554,140157.4111,64142.61731,64142.61731,64142.61731,NA,NA,-73840.90668,147683.8134,-832.319729,-8358.722003,6660.014147,6660.014147,92675.01358,NA,5370.696954,-69669.87871,139345.7574,-20.66607818,811.6536509,8338.055925
g1,n10e4,td100,l99,n500,n200,rad10k,exp,2change,t0,2,8873.192223,420.6625947,97461.54409,11.03663543,8198.56543,-70218.66043,140447.3209,75611.01989,22.0724861,75611.01989,57.81389074,NA,-70605.67367,141217.3473,64462.147,64462.147,64462.147,NA,NA,-74425.42224,148852.8445,-770.0264811,-8405.523623,6480.886819,6480.886819,90937.6361,NA,4875.161009,-70234.02685,140474.0537,-26.73284419,743.2936369,8378.790779
g1,n10e4,td100,l99,n500,n200,rad10k,exp,2change,t0,3,11263.30658,2593.602157,112367.1404,119.7056431,14152.23527,-70765.10305,141540.2061,75415.71691,25.2882002,75415.71691,62.14169207,NA,-71226.72892,142459.4578,64792.87165,64792.87165,64792.87165,NA,NA,-74883.20397,149768.4079,-919.251727,-8228.201838,7261.308946,7261.308946,93967.06811,NA,5954.346943,-70785.74889,141577.4978,-37.29167318,881.9600538,8190.910165
g1,n10e4,td100,l99,n500,n200,rad10k,exp,2change,t0,4,8989.9984,2745.494341,95370.38837,80.42740151,8015.819546,-69978.5319,139967.0638,74834.98538,24.58829869,74834.98538,62.17199433,NA,-70385.16597,140776.3319,64032.33798,64032.33798,64032.33798,NA,NA,-74110.75781,148223.5156,-809.2681255,-8256.451821,6654.858933,6654.858933,89851.87218,NA,4945.322312,-69988.9897,139983.9794,-16.91559331,792.3525322,8239.536228
g1,n10e4,td100,l99,n500,n200,rad10k,exp,2change,t0,5,12187.53142,2234.305628,123440.1528,120,18295.33635,-70116.56908,140243.1382,73952.4785,55.55492412,73952.4785,119.7989755,NA,-70540.86164,141087.7233,63889.46808,63889.46808,63889.46808,NA,NA,-74149.29058,148300.5812,-844.585121,-8057.443015,7030.886333,7030.886333,89796.80849,NA,5277.693372,-70129.21397,140264.4279,-21.28979222,823.2953287,8036.153223
g1,n10e4,constant,constant,n500,n50,rad10k,exp,2change,t0,1,12757.13504,2235.312731,554421.8875,40.80269075,59822.40382,-50049.9654,100109.9308,77087.18947,30.20439578,77087.18947,85.02421656,NA,-50265.03473,100536.0695,64515.74108,64515.74108,64515.74108,NA,NA,-52461.72729,104925.4546,-426.1386722,-4815.523785,10445.25441,10445.25441,97563.35737,NA,9976.50542,-50042.55381,100091.1076,18.82317716,444.9618494,4834.346962
g1,n10e4,constant,constant,n500,n50,rad10k,exp,2change,t0,2,12837.41996,1195.762406,577158.0899,40.0430155,61091.74505,-49910.50479,99831.00958,78296.51999,24.91953223,78296.51999,76.4426611,NA,-50121.41996,100248.8399,64781.39307,64781.39307,64781.39307,NA,NA,-52412.44572,104826.8914,-417.8303391,-4995.881863,10199.51474,10199.51474,102668.2337,NA,10781.61779,-49909.02717,99824.05434,6.955244294,424.7855834,5002.837107
g1,n10e4,constant,constant,n500,n50,rad10k,exp,2change,t0,3,12273.36952,1560.12726,681182.6342,38.84587269,62266.70876,-49808.59177,99627.18355,79053.3789,24.07692389,79053.3789,76.914968,NA,-50037.26121,100080.5224,64963.8403,64963.8403,64963.8403,NA,NA,-52353.38938,104708.7788,-453.3388735,-5081.595218,10405.61978,10405.61978,111809.8694,NA,12900.43212,-49808.98748,99623.97495,3.208598416,456.5474719,5084.803816
g1,n10e4,constant,constant,n500,n50,rad10k,exp,2change,t0,4,9718.496937,9547.562791,103106.8488,92.6657277,10324.36512,-49565.9123,99141.82461,78752.36762,15.1383531,78752.36762,51.38457436,NA,-49770.61081,99547.22163,64620.03593,64620.03593,64620.03593,NA,NA,-52124.88468,104251.7694,-405.3970219,-5109.944745,9699.721097,9699.721097,102998.5548,NA,10280.37243,-49565.91255,99137.82509,3.999512936,409.3965348,5113.944258
g1,n10e4,constant,constant,n500,n50,rad10k,exp,2change,t0,5,7724.35763,5000000,88614.10813,119.9998323,5554.5215,-50415.9018,100841.8036,76545.44998,26.06721816,76545.44998,70.79095125,NA,-50613.98948,101233.979,64632.04529,64632.04529,64632.04529,NA,NA,-52802.51309,105607.0262,-392.1753639,-4765.222578,10116.515,10116.515,92227.16358,NA,8274.893975,-50420.9302,100847.8604,-6.056797236,386.1185667,4759.165781
g1,n10e4,td190,l95,n500,n50,rad10k,exp,2change,t0,1,11824.05461,405.680754,98015.16506,17.2491091,12374.77127,-48591.54662,97193.09323,74675.06912,10.11872692,74675.06912,31.96763557,NA,-48767.3954,97540.7908,62562.34493,62562.34493,62562.34493,NA,NA,-50948.99506,101899.9901,-347.6975739,-4706.896895,9512.053918,9512.053918,91572.82495,NA,8300.996735,-48594.23986,97194.47972,-1.386488207,346.3110857,4705.510407
g1,n10e4,td190,l95,n500,n50,rad10k,exp,2change,t0,2,10481.72596,696.7947291,98371.45952,17.53577412,10467.01285,-49022.17636,98054.35273,76968.37514,10.14214182,76968.37514,34.64191861,NA,-49192.659,98391.318,63603.70773,63603.70773,63603.70773,NA,NA,-51514.64685,103031.2937,-336.9652687,-4976.940963,9036.902471,9036.902471,94259.52029,NA,8062.89166,-49023.49154,98052.98309,1.369642676,338.3349114,4978.310606
g1,n10e4,td190,l95,n500,n50,rad10k,exp,2change,t0,3,9493.476012,146025.1706,99341.60847,16.72353108,9553.047626,-49110.66662,98231.33324,77400.82454,10.1536977,77400.82454,34.99699214,NA,-49314.36874,98634.73747,63856.43355,63856.43355,63856.43355,NA,NA,-51605.32591,103212.6518,-403.4042279,-4981.318578,9744.207287,9744.207287,100369.9382,NA,10049.10793,-49110.61753,98227.23505,4.098190632,407.5024185,4985.416769
g1,n10e4,td190,l95,n500,n50,rad10k,exp,2change,t0,4,10670.38622,1970.128504,95335.55289,106.5006372,9789.648038,-49064.71597,98139.43195,77307.41434,10.79300698,77307.41434,37.27020158,NA,-49192.17389,98390.34779,63669.26329,63669.26329,63669.26329,NA,NA,-51619.35202,103240.704,-250.9158418,-5101.272088,7891.34521,7891.34521,90265.64104,NA,6152.744892,-49067.7538,98141.5076,-2.07565341,248.8401884,5099.196435
g1,n10e4,td190,l95,n500,n50,rad10k,exp,2change,t0,5,9587.078407,7512.625703,103613.5757,105.4616918,10358.49058,-49230.82646,98471.65293,78830.45395,14.79343375,78830.45395,51.79879332,NA,-49423.47952,98852.95904,64323.6967,64323.6967,64323.6967,NA,NA,-51816.82983,103635.6597,-381.3061093,-5164.006722,9339.363469,9339.363469,102756.6621,NA,9900.630953,-49230.87986,98467.75971,3.89321473,385.199324,5167.899937
g1,n10e4,td100,l99,n500,n50,rad10k,exp,2change,t0,1,8018.523828,2831689.729,98842.57449,11.46333582,7720.925658,-48862.23601,97734.47201,79331.39917,35.24790644,79331.39917,117.0086565,NA,-49014.7171,98035.4342,64172.06744,64172.06744,64172.06744,NA,NA,-51540.89326,103083.7865,-300.962183,-5349.314508,8171.124001,8171.124001,99001.56916,NA,7907.10792,-48861.96826,97729.93651,4.5354994,305.4976824,5353.850008
g1,n10e4,td100,l99,n500,n50,rad10k,exp,2change,t0,2,12769.36474,86.58024957,121530.3765,12.21444838,18516.64786,-49235.34487,98480.68974,79889.03822,15.01832833,79889.03822,55.02863941,NA,-49365.05269,98736.10538,64564.15582,64564.15582,64564.15582,NA,NA,-51943.55986,103889.1197,-255.4156428,-5408.429977,7628.523094,7628.523094,95790.32348,NA,6672.404581,-49242.59365,98491.18731,-10.49756993,244.9180729,5397.932407
g1,n10e4,td100,l99,n500,n50,rad10k,exp,2change,t0,3,12433.78277,149.3259109,118680.3975,11.09637971,17364.08562,-49688.08489,99386.16978,79036.85699,16.88158475,79036.85699,56.95230037,NA,-49862.79893,99731.59785,64780.53779,64780.53779,64780.53779,NA,NA,-52278.27326,104558.5465,-345.4280717,-5172.376734,9141.472953,9141.472953,99730.77689,NA,8912.546211,-49693.15906,99392.31812,-6.148334546,339.2797371,5166.228399
g1,n10e4,td100,l99,n500,n50,rad10k,exp,2change,t0,4,8434.63369,5146.906955,95344.77659,84.67456063,7491.725106,-49054.30071,98118.60142,78686.18442,37.72210289,78686.18442,119.4652042,NA,-49192.07884,98390.15768,64080.65932,64080.65932,64080.65932,NA,NA,-51692.23959,103386.4792,-271.5562595,-5267.877763,7952.617889,7952.617889,94312.62937,NA,6853.236131,-49054.41253,98114.82506,3.77636259,275.3326221,5271.654125
