gentime,NeAnc,td,lambda,maxn,data,sampn,maf,Model,scheme,Nec,Neh,lnL,AIC_cons,Nec_change,Neh_change,T,lnL_change,AIC_change,delta,verdict
g1,n10e3,td190,l99,n500,wgs,n20,nomaf,Constant,all,959.9462163,959.9462163,-866690.6465,1733383.293,676.3716452,987.2878692,113.7329626,-866549.8116,1733105.623,277.67,RIGHTO
g1,n10e3,td190,l99,n500,rad10k,n50,nomaf,Constant,t0,1026.086845,1026.086845,-1050.600017,2103.200034,989.5781148,1026.993514,85.33204154,-1050.593146,2107.186292,-3.986258,WRONGO
g1,n10e3,td190,l99,n500,rad10k,n50,nomaf,Constant,t0t120,991.742223,991.742223,-1763.632419,3529.264839,144.2615113,1075.271263,10.00000002,-1761.416564,3528.833128,0.431711,RIGHTO
g1,n10e3,td190,l99,n500,rad10k,n50,nomaf,Constant,all,901.0097568,901.0097568,-2833.697929,5669.395857,771.7263965,955.9050291,68.89418672,-2833.091097,5672.182193,-2.786336,WRONGO
g1,n10e3,td190,l99,n500,rad10k,n50,nomaf,Constant,t0,1077.093078,1077.093078,-1063.882792,2129.765584,775.8324796,1079.318006,119.632193,-1063.262779,2132.525557,-2.759973,WRONGO
g1,n10e3,td190,l99,n500,rad10k,n50,nomaf,Constant,t0t120,1104.186539,1104.186539,-1701.920255,3405.84051,1201.804463,1086.447999,98.2997248,-1701.864011,3409.728022,-3.887512,WRONGO
g1,n10e3,td190,l99,n500,rad10k,n50,nomaf,Constant,all,1128.55809,1128.55809,-2843.196443,5688.392886,918.1610019,1169.387107,119.9796396,-2842.892915,5691.78583,-3.392944,WRONGO
g1,n10e3,td190,l99,n500,rad10k,n50,nomaf,Constant,t0,994.5767454,994.5767454,-1004.875759,2011.751517,1091.632835,992.5507822,85.50825127,-1004.83319,2015.666381,-3.914864,WRONGO
g1,n10e3,td190,l99,n500,rad10k,n50,nomaf,Constant,t0t120,1069.136384,1069.136384,-1597.691092,3197.382184,1727.776237,944.8895511,119.9440924,-1595.056539,3196.113079,1.269105,RIGHTO
g1,n10e3,td190,l99,n500,rad10k,n50,nomaf,Constant,all,1088.771199,1088.771199,-2548.848701,5099.697402,1091.141439,1064.420299,15.14072032,-2548.748834,5103.497668,-3.800266,WRONGO
g1,n10e3,td190,l99,n500,rad10k,n50,nomaf,Constant,t0,1049.806793,1049.806793,-1081.191587,2164.383174,570.7636016,1057.256549,39.31259489,-1080.258016,2166.516032,-2.132858,WRONGO
g1,n10e3,td190,l99,n500,rad10k,n50,nomaf,Constant,t0t120,997.3959282,997.3959282,-1740.74114,3483.48228,267.2441067,1042.531954,10.07171265,-1740.100119,3486.200238,-2.717958,WRONGO
g1,n10e3,td190,l99,n500,rad10k,n50,nomaf,Constant,all,977.7963059,977.7963059,-2899.571494,5801.142988,985.4292214,1009.121124,10.48855845,-2899.308246,5804.616492,-3.473504,WRONGO
g1,n10e3,td190,l99,n500,rad10k,n50,nomaf,Constant,t0,889.4346149,889.4346149,-952.5109294,1907.021859,1015.830202,885.9851909,85.48904548,-952.4157533,1910.831507,-3.809648,WRONGO
g1,n10e3,td190,l99,n500,rad10k,n50,nomaf,Constant,t0t120,989.8307777,989.8307777,-1534.260078,3070.520155,1995.471657,894.1424936,77.79634406,-1532.116571,3070.233142,0.287013,RIGHTO
g1,n10e3,td190,l99,n500,rad10k,n50,nomaf,Constant,all,992.6091048,992.6091048,-2514.458176,5030.916351,1685.233142,896.0821802,119.9941626,-2512.627912,5031.255823,-0.339472,WRONGO
g1,n10e3,td190,l99,n500,rad50k,n50,nomaf,Constant,t0,1015.675175,1015.675175,-5190.568235,10383.13647,878.1617014,1017.761774,85.58935283,-5190.053996,10386.10799,-2.97152,WRONGO
g1,n10e3,td190,l99,n500,rad50k,n50,nomaf,Constant,t0t120,1064.841566,1064.841566,-8501.365533,17004.73107,935.2640485,1095.024841,98.26108023,-8500.60629,17007.21258,-2.48151,WRONGO
g1,n10e3,td190,l99,n500,rad50k,n50,nomaf,Constant,all,1038.072783,1038.072783,-13767.64858,27537.29717,1011.375617,1055.373619,36.13510946,-13767.32729,27540.65458,-3.35741,WRONGO
g1,n10e3,td190,l99,n500,rad50k,n50,nomaf,Constant,t0,952.8635392,952.8635392,-4994.228054,9990.456109,1058.520394,951.3344389,85.31959143,-4993.961916,9993.923832,-3.467723,WRONGO
g1,n10e3,td190,l99,n500,rad50k,n50,nomaf,Constant,t0t120,963.7404566,963.7404566,-8085.846518,16173.69304,1084.609049,937.5201981,98.31013798,-8085.1892,16176.3784,-2.68536,WRONGO
g1,n10e3,td190,l99,n500,rad50k,n50,nomaf,Constant,all,890.6253176,890.6253176,-13118.23833,26238.47666,897.0701401,885.6464873,38.95401262,-13118.21111,26242.42222,-3.94556,WRONGO
g1,n10e3,td190,l99,n500,rad50k,n50,nomaf,Constant,t0,965.9263934,965.9263934,-4946.261458,9894.522916,377.7749054,969.529985,10.95850567,-4944.028664,9894.057328,0.465588,RIGHTO
g1,n10e3,td190,l99,n500,rad50k,n50,nomaf,Constant,t0t120,995.4519612,995.4519612,-8182.471082,16366.94216,923.3933149,1017.026537,119.3535752,-8182.090831,16370.18166,-3.2395,WRONGO
g1,n10e3,td190,l99,n500,rad50k,n50,nomaf,Constant,all,1002.373825,1002.373825,-13342.45164,26686.90328,999.3521431,1004.089966,39.40050213,-13342.44844,26690.89688,-3.9936,WRONGO
g1,n10e3,td190,l99,n500,rad50k,n50,nomaf,Constant,t0,984.6221188,984.6221188,-5131.92163,10265.84326,884.0677309,987.384329,85.33480083,-5131.607989,10269.21598,-3.37272,WRONGO
g1,n10e3,td190,l99,n500,rad50k,n50,nomaf,Constant,t0t120,986.1421765,986.1421765,-8419.124709,16840.24942,903.7106601,1007.712091,98.30433084,-8418.727414,16843.45483,-3.20541,WRONGO
g1,n10e3,td190,l99,n500,rad50k,n50,nomaf,Constant,all,974.2767896,974.2767896,-13610.3362,27222.6724,801.753659,1015.586367,119.0368277,-13608.75601,27223.51202,-0.83962,WRONGO
g1,n10e3,td190,l99,n500,rad50k,n50,nomaf,Constant,t0,935.6036883,935.6036883,-5003.245961,10008.49192,897.8488079,937.3717687,85.28392096,-5003.192784,10012.38557,-3.89365,WRONGO
g1,n10e3,td190,l99,n500,rad50k,n50,nomaf,Constant,t0t120,936.8449527,936.8449527,-8151.998695,16305.99739,1013.747616,918.2409122,98.31582243,-8151.675115,16309.35023,-3.35284,WRONGO
g1,n10e3,td190,l99,n500,rad50k,n50,nomaf,Constant,all,954.8810103,954.8810103,-13231.94288,26465.88576,949.3489418,935.1730695,10.25461596,-13231.48147,26468.96294,-3.07718,WRONGO
g1,n10e3,td190,l99,n500,wgs,n50,nomaf,Constant,t0,980.5013933,980.5013933,-514207.0338,1028416.068,641.4728954,981.8480263,11.90567179,-514167.916,1028341.832,74.236,RIGHTO
g1,n10e3,td190,l99,n500,wgs,n50,nomaf,Constant,t0t120,997.2700817,997.2700817,-840166.9442,1680335.888,1027.626664,994.851593,38.41621212,-840166.1408,1680338.282,-2.394,WRONGO
g1,n10e3,td190,l99,n500,wgs,n50,nomaf,Constant,all,985.8367091,985.8367091,-1368295.711,2736593.423,953.3889979,994.245799,93.11766466,-1368288.904,2736583.808,9.615,RIGHTO
g1,n10e3,td190,l99,n500,wgs,n50,nomaf,Constant,t0,986.1332048,986.1332048,-513204.7562,1026411.512,660.6290509,987.3053573,10.00000075,-513177.6276,1026361.255,50.257,RIGHTO
g1,n10e3,td190,l99,n500,wgs,n50,nomaf,Constant,t0t120,972.0212164,972.0212164,-843333.4498,1686668.9,822.8451915,986.3990854,38.27125202,-843307.0386,1686620.077,48.823,RIGHTO
g1,n10e3,td190,l99,n500,wgs,n50,nomaf,Constant,all,979.7138294,979.7138294,-1369205.635,2738413.269,900.7572917,1001.132793,93.10060755,-1369162.121,2738330.242,83.027,RIGHTO
g1,n10e3,td190,l99,n500,wgs,n50,nomaf,Constant,t0,994.0599795,994.0599795,-517499.9119,1035001.824,929.2821791,995.1057032,62.48992454,-517491.4581,1034988.916,12.908,RIGHTO
g1,n10e3,td190,l99,n500,wgs,n50,nomaf,Constant,t0t120,996.4682236,996.4682236,-846395.8928,1692793.786,943.1216136,1001.038982,38.31190818,-846393.2053,1692792.411,1.375,RIGHTO
g1,n10e3,td190,l99,n500,wgs,n50,nomaf,Constant,all,1007.494528,1007.494528,-1374279.12,2748560.239,974.0717076,1015.784513,93.26458675,-1374272.561,2748551.122,9.117,RIGHTO
g1,n10e3,td190,l99,n500,wgs,n50,nomaf,Constant,t0,991.6852725,991.6852725,-515816.8553,1031635.711,548.2109458,993.645657,10.66657675,-515745.0384,1031496.077,139.634,RIGHTO
g1,n10e3,td190,l99,n500,wgs,n50,nomaf,Constant,t0t120,981.9137098,981.9137098,-843112.7457,1686227.491,801.8576629,999.6029712,38.1919972,-843072.9533,1686151.907,75.584,RIGHTO
g1,n10e3,td190,l99,n500,wgs,n50,nomaf,Constant,all,952.0310002,952.0310002,-1376921.449,2753844.898,838.5263377,985.9507191,93.26266703,-1376813.522,2753633.044,211.854,RIGHTO
g1,n10e3,td190,l99,n500,wgs,n50,nomaf,Constant,t0,1010.577846,1010.577846,-522606.7326,1045215.465,845.2856655,1013.905808,64.24380508,-522543.3333,1045092.667,122.798,RIGHTO
g1,n10e3,td190,l99,n500,wgs,n50,nomaf,Constant,t0t120,996.7591053,996.7591053,-857750.8298,1715503.66,774.9140142,1019.26673,38.17873851,-857688.3987,1715382.797,120.863,RIGHTO
g1,n10e3,td190,l99,n500,wgs,n50,nomaf,Constant,all,1007.44228,1007.44228,-1395306.523,2790615.046,953.0165984,1021.502772,93.16582163,-1395287.917,2790581.834,33.212,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n100,nomaf,Constant,t0,9705.273865,9705.273865,-13049.50953,26101.01907,17939.37455,9695.195334,83.14656404,-13047.67025,26101.34049,-0.32142,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n100,nomaf,Constant,t0t120,9666.495742,9666.495742,-19509.62759,39021.25518,10709.22219,9615.343055,87.7719869,-19509.53093,39025.06186,-3.80668,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n100,nomaf,Constant,all,9693.066293,9693.066293,-32744.20691,65490.41382,10666.80475,9665.220585,102.722399,-32744.12977,65494.25954,-3.84572,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n100,nomaf,Constant,t0,10062.63701,10062.63701,-13464.4203,26930.84059,10210.50673,10062.33304,83.05638257,-13464.41896,26934.83791,-3.99732,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n100,nomaf,Constant,t0t120,10275.00192,10275.00192,-20163.15642,40328.31284,13141.96755,10167.59132,87.75181301,-20162.67753,40331.35506,-3.04222,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n100,nomaf,Constant,all,10184.17383,10184.17383,-33841.84205,67685.6841,14395.94356,10095.82167,102.7849672,-33841.01325,67688.02649,-2.34239,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n100,nomaf,Constant,t0,9991.19086,9991.19086,-13534.98146,27071.96293,10834.14568,9991.338322,82.94678085,-13534.94243,27075.88487,-3.92194,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n100,nomaf,Constant,t0t120,10204.46456,10204.46456,-20160.84595,40323.69191,11468.12243,10150.29359,87.67649391,-20160.72805,40327.4561,-3.76419,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n100,nomaf,Constant,all,10246.30702,10246.30702,-34258.21558,68518.43116,15829.26422,10136.40174,102.6313256,-34256.98694,68519.97388,-1.54272,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n100,nomaf,Constant,t0,10159.44741,10159.44741,-13606.87362,27215.74724,8247.104469,10163.81848,82.9721134,-13606.57516,27219.15032,-3.40308,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n100,nomaf,Constant,t0t120,10199.89237,10199.89237,-20485.99694,40973.99388,9076.837582,10257.92987,87.41827667,-20485.86446,40977.72892,-3.73504,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n100,nomaf,Constant,all,10073.35761,10073.35761,-34390.70623,68783.41246,9088.399673,10103.54454,102.8069549,-34390.61025,68787.22049,-3.80803,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n100,nomaf,Constant,t0,10142.99351,10142.99351,-13707.8342,27417.66841,11586.10009,10138.55826,115.4295884,-13707.6564,27421.31279,-3.64438,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n100,nomaf,Constant,t0t120,10011.61624,10011.61624,-20442.96099,40887.92199,9245.64775,10052.85958,86.83357191,-20442.89797,40891.79594,-3.87395,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n100,nomaf,Constant,all,10074.05999,10074.05999,-34423.20693,68848.41387,10909.47875,10051.14577,102.7044119,-34423.15418,68852.30836,-3.89449,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n100,nomaf,Constant,t0,9863.118522,9863.118522,-66616.43835,133234.8767,10875.16452,9861.151229,83.10294211,-66616.1423,133238.2846,-3.4079,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n100,nomaf,Constant,t0t120,9784.327478,9784.327478,-99906.28561,199814.5712,9695.093273,9789.038083,87.7534622,-99906.28155,199818.5631,-3.9919,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n100,nomaf,Constant,all,9914.384327,9914.384327,-167627.2072,335256.4143,9784.007706,9918.324909,102.8022432,-167627.2,335260.3999,-3.9856,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n100,nomaf,Constant,t0,9904.815232,9904.815232,-67716.51716,135435.0343,10514.71049,9903.34202,83.12646808,-67716.39059,135438.7812,-3.7469,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n100,nomaf,Constant,t0t120,10011.68644,10011.68644,-101222.9404,202447.8807,12704.69983,9900.894642,87.78205521,-101220.569,202447.1381,0.7426,WRONGO
g1,n10e4,constant,constant,n500,rad50k,n100,nomaf,Constant,all,9933.753243,9933.753243,-170227.3648,340456.7295,10453.84353,9918.641764,102.769121,-170227.2541,340460.5082,-3.7787,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n100,nomaf,Constant,t0,10061.90923,10061.90923,-67804.14517,135610.2903,10272.44821,10061.63544,83.10875315,-67804.12867,135614.2573,-3.967,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n100,nomaf,Constant,t0t120,10056.53545,10056.53545,-101571.9801,203145.9602,9725.150811,10073.41659,87.68133011,-101571.9266,203149.8531,-3.8929,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n100,nomaf,Constant,all,9992.844938,9992.844938,-170598.0815,341198.163,9724.347531,10000.96314,102.8406592,-170598.0493,341202.0986,-3.9356,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n100,nomaf,Constant,t0,10102.55729,10102.55729,-67723.6379,135449.2758,9161.428335,10104.46796,83.09609465,-67723.33637,135452.6727,-3.3969,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n100,nomaf,Constant,t0t120,10194.14354,10194.14354,-101456.1202,202914.2403,10466.87073,10181.5409,87.61283699,-101456.0888,202918.1777,-3.9374,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n100,nomaf,Constant,all,10149.17845,10149.17845,-170471.488,340944.9759,10043.57232,10152.33555,102.7886562,-170471.483,340948.966,-3.9901,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n100,nomaf,Constant,t0,10065.93266,10065.93266,-67824.42745,135650.8549,9704.656622,10066.88146,83.09774915,-67824.38691,135654.7738,-3.9189,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n100,nomaf,Constant,t0t120,10106.56312,10106.56312,-101597.462,203196.9239,10590.14997,10084.10938,86.33918863,-101597.3648,203200.7297,-3.8058,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n100,nomaf,Constant,all,10049.48075,10049.48075,-170657.2632,341316.5264,9019.553801,10081.8921,102.819469,-170656.7319,341319.4638,-2.9374,RIGHTO
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,Constant,t0,9994.002932,9994.002932,-6825357.157,13650716.31,9447.173945,9994.249863,17.1921532,-6825356.492,13650718.98,-2.67,RIGHTO
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,Constant,t0t120,10000.65068,10000.65068,-10225011.91,20450025.83,10654.2508,9995.813756,14.20431618,-10225011.41,20450028.82,-2.990000002,RIGHTO
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,Constant,all,9996.578713,9996.578713,-17166679.38,34333360.76,10083.2136,9989.185385,30.10309939,-17166676.46,34333358.93,1.829999998,WRONGO
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,Constant,t0,9959.569849,9959.569849,-6802345.333,13604692.67,11069.45169,9959.031301,17.31537239,-6802342.894,13604691.79,0.880000001,WRONGO
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,Constant,t0t120,10095.76201,10095.76201,-10163713.33,20327428.67,13018.1847,10002.02204,70.75814223,-10163524.1,20327054.2,374.47,WRONGO
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,Constant,all,9938.974299,9938.974299,-17099203.31,34198408.62,9806.492472,9950.680945,30.12814094,-17099196.01,34198398.03,10.59,WRONGO
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,Constant,t0,9990.624954,9990.624954,-6812874.315,13625750.63,14053.35304,9989.070022,17.21845816,-6812852.461,13625710.92,39.71,WRONGO
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,Constant,t0t120,10040.44597,10040.44597,-10186618.27,20373238.55,15782.41583,10010.23499,14.18089849,-10186598.46,20373202.92,35.63,WRONGO
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,Constant,all,10006.17268,10006.17268,-17118327.08,34236656.16,9845.27379,10019.97318,30.25548419,-17118316.82,34236639.63,16.52999999,WRONGO
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,Constant,t0,9950.756551,9950.756551,-6794210.599,13588423.2,11659.85566,9950.073221,17.23051549,-6794205.78,13588417.56,5.639999999,WRONGO
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,Constant,t0t120,10014.19957,10014.19957,-10170323.23,20340648.46,16846.89871,9980.315808,14.25705054,-10170297.21,20340600.42,48.04,WRONGO
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,Constant,all,9948.309559,9948.309559,-17102746.34,34205494.68,9752.459369,9965.65942,30.39231413,-17102730.7,34205467.4,27.28,WRONGO
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,Constant,t0,9952.594487,9952.594487,-6794674.717,13589351.43,10489.89696,9952.517772,17.39078775,-6794674.636,13589355.27,-3.84,RIGHTO
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,Constant,t0t120,9916.636417,9916.636417,-10179982.61,20359967.22,7746.733158,9937.953177,14.2465408,-10179973.27,20359952.53,14.69,WRONGO
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,Constant,all,9886.652041,9886.652041,-17100801.07,34201604.15,9529.272749,9919.136431,30.47619745,-17100744.87,34201495.74,108.41,WRONGO
g1,n10e4,constant,constant,n500,rad10k,n200,nomaf,Constant,t0,9684.012885,9684.012885,-16416.59089,32835.18178,11720.33267,9671.888388,95.92515542,-16415.77023,32837.54047,-2.35869,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n200,nomaf,Constant,t0t120,9764.749744,9764.749744,-24810.17236,49622.34473,11691.25439,9564.973648,83.35527881,-24809.37593,49624.75186,-2.40713,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n200,nomaf,Constant,all,9787.156236,9787.156236,-41726.41825,83454.8365,10260.20861,9666.138447,32.61991451,-41725.85697,83457.71393,-2.87743,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n200,nomaf,Constant,t0,10075.15917,10075.15917,-17030.4504,34062.9008,11021.2167,10071.79751,94.71569689,-17030.27545,34066.5509,-3.6501,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n200,nomaf,Constant,t0t120,10354.94555,10354.94555,-25620.01259,51242.02519,11393.27252,10252.74241,83.1623008,-25619.7972,51245.5944,-3.56921,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n200,nomaf,Constant,all,10334.11712,10334.11712,-43166.03698,86334.07396,10693.27956,10248.75645,32.77693918,-43165.75921,86337.51842,-3.44446,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n200,nomaf,Constant,t0,10178.00101,10178.00101,-17151.97272,34305.94544,10165.04374,10177.41942,95.60734479,-17151.97271,34309.94542,-3.99998,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n200,nomaf,Constant,t0t120,10165.12783,10165.12783,-25955.4501,51912.9002,9141.955959,10289.73732,82.69130715,-25955.15521,51916.31042,-3.41022,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n200,nomaf,Constant,all,10136.89615,10136.89615,-43850.74002,87703.48003,10212.06118,10117.90121,32.73231247,-43850.72571,87707.45141,-3.97138,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n200,nomaf,Constant,t0,9998.996444,9998.996444,-17095.13536,34192.27072,10178.18681,9997.153272,95.68084566,-17095.12763,34196.25526,-3.98454,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n200,nomaf,Constant,t0t120,10079.44596,10079.44596,-25669.72942,51341.45885,10531.95979,10029.66871,82.70809647,-25669.68172,51345.36343,-3.90458,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n200,nomaf,Constant,all,10255.88936,10255.88936,-43438.73858,86879.47715,10788.87814,10129.75823,32.63806224,-43438.13892,86882.27783,-2.80068,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n200,nomaf,Constant,t0,10104.10507,10104.10507,-17220.43468,34442.86936,10407.89894,10102.35112,95.73498059,-17220.4143,34446.8286,-3.95924,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n200,nomaf,Constant,t0t120,10032.59104,10032.59104,-26028.49675,52058.99351,9969.737213,10040.69842,82.76275245,-26028.49581,52062.99163,-3.99812,RIGHTO
g1,n10e4,constant,constant,n500,rad10k,n200,nomaf,Constant,all,10213.98879,10213.98879,-43817.63863,87637.27725,10380.42355,10034.43165,11.6607518,-43816.43424,87638.86848,-1.59123,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n200,nomaf,Constant,t0,9917.14967,9917.14967,-85382.2722,170766.5444,10676.77117,9914.597817,95.7675251,-85381.66231,170769.3246,-2.7802,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n200,nomaf,Constant,t0t120,10051.92064,10051.92064,-128731.8045,257465.6089,11033.61852,9947.132428,83.01097785,-128730.71,257467.4201,-1.8112,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n200,nomaf,Constant,all,9949.532078,9949.532078,-217025.1748,434052.3496,10148.86709,9895.071883,32.70401883,-217024.6299,434055.2597,-2.9101,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n200,nomaf,Constant,t0,10065.64503,10065.64503,-85387.13314,170776.2663,9900.291757,10064.60334,95.63875905,-85387.10565,170780.2113,-3.945,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n200,nomaf,Constant,t0t120,10208.95956,10208.95956,-128666.6807,257335.3614,10900.55284,10136.61312,82.92101351,-128666.1583,257338.3167,-2.9553,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n200,nomaf,Constant,all,10213.42023,10213.42023,-216773.3073,433548.6146,10337.16893,10181.67796,32.71545872,-216773.118,433552.2361,-3.6215,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n200,nomaf,Constant,t0,10053.27156,10053.27156,-85112.89278,170227.7856,10997.96029,10049.92246,95.69856489,-85112.02546,170230.0509,-2.2653,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n200,nomaf,Constant,t0t120,10143.53263,10143.53263,-129120.7379,258243.4757,10094.64852,10149.02223,82.73073202,-129120.7349,258247.4699,-3.9942,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n200,nomaf,Constant,all,10057.93665,10057.93665,-217224.0626,434450.1252,10054.6338,10059.1286,32.7910917,-217224.0624,434454.1248,-3.9996,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n200,nomaf,Constant,t0,9871.594464,9871.594464,-83766.55708,167535.1142,10036.12178,9870.046686,95.69375937,-83766.52433,167539.0487,-3.9345,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n200,nomaf,Constant,t0t120,9812.804708,9812.804708,-126987.2543,253976.5086,9789.404576,9816.451131,82.84905984,-126987.2538,253980.5076,-3.999,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n200,nomaf,Constant,all,9782.061372,9782.061372,-213985.6118,427973.2236,9760.662826,9788.344625,32.77183613,-213985.6046,427977.2092,-3.9856,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n200,nomaf,Constant,t0,10108.49098,10108.49098,-85234.59279,170471.1856,10453.44488,10108.18611,95.608324,-85234.4736,170474.9472,-3.7616,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n200,nomaf,Constant,t0t120,10125.70546,10125.70546,-129046.9702,258095.9403,9885.854421,10154.76975,82.77494998,-129046.9054,258099.8108,-3.8705,RIGHTO
g1,n10e4,constant,constant,n500,rad50k,n200,nomaf,Constant,all,10221.41699,10221.41699,-216993.9577,433989.9155,10465.62562,10160.6701,33.09584733,-216993.2649,433992.5298,-2.6143,RIGHTO
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,Constant,t0,9980.699274,9980.699274,-3389863.474,6779728.948,10057.93204,9980.44851,78.38494171,-3389863.444,6779732.887,-3.939,RIGHTO
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,Constant,t0t120,9982.88298,9982.88298,-5120177.867,10240357.73,6806.390799,9991.845868,52.74682693,-5120162.94,10240331.88,25.85,WRONGO
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,Constant,all,9993.774697,9993.774697,-8477195.753,16954393.51,9891.626864,9992.984611,44.44425108,-8477195.727,16954397.45,-3.939999998,RIGHTO
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,Constant,t0,9958.123546,9958.123546,-3382596.341,6765194.683,8609.201869,9960.998261,78.38457175,-3382593.255,6765192.51,2.173,WRONGO
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,Constant,t0t120,9949.133702,9949.133702,-5104786.851,10209575.7,7967.088704,9954.091147,52.75643838,-5104782.301,10209570.6,5.1,WRONGO
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,Constant,all,9952.54585,9952.54585,-8446814.563,16893631.13,9522.784198,9953.535175,44.50154612,-8446813.297,16893632.59,-1.460000001,RIGHTO
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,Constant,t0,9951.568366,9951.568366,-3376219.243,6752440.486,8851.29103,9953.832657,78.38432288,-3376217.391,6752440.782,-0.296,RIGHTO
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,Constant,t0t120,9944.096151,9944.096151,-5098843.366,10197688.73,8071.067387,9948.711419,52.75745988,-5098839.414,10197684.83,3.9,WRONGO
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,Constant,all,9951.762582,9951.762582,-8438228.865,16876459.73,10354.75206,9947.908375,44.42388013,-8438227.541,16876461.08,-1.349999998,RIGHTO
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,Constant,t0,9956.087188,9956.087188,-3384748.166,6769498.333,11452.8194,9953.380539,78.39072369,-3384745.102,6769496.205,2.128,WRONGO
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,Constant,t0t120,9978.601665,9978.601665,-5097686.601,10195375.2,89610.0694,9954.153256,53.15896817,-5097583.265,10195172.53,202.67,WRONGO
