gentime,nhist,td,l,nsamp,nloc,scheme,it,timepoint,maf,Ne
1,1.00E+05,160,99,100,50k,serial,2,t120,0.01,Infinite
1,1.00E+05,160,99,100,50k,serial,3,t120,0.01,Infinite
1,1.00E+05,160,99,100,50k,serial,4,t120,0.01,Infinite
1,1.00E+05,160,99,100,50k,serial,5,t120,0.01,Infinite
1,1.00E+05,160,99,200,10k,contemp,1,t0,0.01,14085.7
1,1.00E+05,160,99,200,10k,contemp,2,t0,0.01,Infinite
1,1.00E+05,160,99,200,10k,contemp,3,t0,0.01,10195.5
1,1.00E+05,160,99,200,10k,contemp,4,t0,0.01,4584.1
1,1.00E+05,160,99,200,10k,contemp,5,t0,0.01,108397.8
1,1.00E+05,160,99,200,10k,2samp,1,t0,0.01,Infinite
1,1.00E+05,160,99,200,10k,2samp,2,t0,0.01,Infinite
1,1.00E+05,160,99,200,10k,2samp,3,t0,0.01,Infinite
1,1.00E+05,160,99,200,10k,2samp,4,t0,0.01,2155.4
1,1.00E+05,160,99,200,10k,2samp,5,t0,0.01,Infinite
1,1.00E+05,160,99,200,10k,2samp,1,t120,0.01,2483.1
1,1.00E+05,160,99,200,10k,2samp,2,t120,0.01,Infinite
1,1.00E+05,160,99,200,10k,2samp,3,t120,0.01,Infinite
1,1.00E+05,160,99,200,10k,2samp,4,t120,0.01,Infinite
1,1.00E+05,160,99,200,10k,2samp,5,t120,0.01,50514.3
1,1.00E+05,160,99,200,10k,serial,1,t0,0.01,9453.5
1,1.00E+05,160,99,200,10k,serial,2,t0,0.01,Infinite
1,1.00E+05,160,99,200,10k,serial,3,t0,0.01,Infinite
1,1.00E+05,160,99,200,10k,serial,4,t0,0.01,Infinite
1,1.00E+05,160,99,200,10k,serial,5,t0,0.01,Infinite
1,1.00E+05,160,99,200,10k,serial,1,t30,0.01,Infinite
1,1.00E+05,160,99,200,10k,serial,2,t30,0.01,Infinite
1,1.00E+05,160,99,200,10k,serial,3,t30,0.01,Infinite
1,1.00E+05,160,99,200,10k,serial,4,t30,0.01,Infinite
1,1.00E+05,160,99,200,10k,serial,5,t30,0.01,Infinite
1,1.00E+05,160,99,200,10k,serial,1,t60,0.01,7743.4
1,1.00E+05,160,99,200,10k,serial,2,t60,0.01,8085.7
1,1.00E+05,160,99,200,10k,serial,3,t60,0.01,15927.9
1,1.00E+05,160,99,200,10k,serial,4,t60,0.01,10425.6
1,1.00E+05,160,99,200,10k,serial,5,t60,0.01,9067.4
1,1.00E+05,160,99,200,10k,serial,1,t90,0.01,106532.5
1,1.00E+05,160,99,200,10k,serial,2,t90,0.01,20165.1
1,1.00E+05,160,99,200,10k,serial,3,t90,0.01,44117.9
1,1.00E+05,160,99,200,10k,serial,4,t90,0.01,14905
1,1.00E+05,160,99,200,10k,serial,5,t90,0.01,Infinite
1,1.00E+05,160,99,200,10k,serial,1,t120,0.01,Infinite
1,1.00E+05,160,99,200,10k,serial,2,t120,0.01,Infinite
1,1.00E+05,160,99,200,10k,serial,3,t120,0.01,Infinite
1,1.00E+05,160,99,200,10k,serial,4,t120,0.01,Infinite
1,1.00E+05,160,99,200,10k,serial,5,t120,0.01,1218572.9
1,1.00E+05,160,99,200,50k,contemp,1,t0,0.01,6908.5
1,1.00E+05,160,99,200,50k,contemp,2,t0,0.01,15440.1
1,1.00E+05,160,99,200,50k,contemp,3,t0,0.01,12083.6
1,1.00E+05,160,99,200,50k,contemp,4,t0,0.01,5174.2
1,1.00E+05,160,99,200,50k,contemp,5,t0,0.01,Infinite
1,1.00E+05,160,99,200,50k,2samp,1,t0,0.01,Infinite
1,1.00E+05,160,99,200,50k,2samp,2,t0,0.01,462104.2
1,1.00E+05,160,99,200,50k,2samp,3,t0,0.01,Infinite
1,1.00E+05,160,99,200,50k,2samp,4,t0,0.01,3720.4
1,1.00E+05,160,99,200,50k,2samp,5,t0,0.01,Infinite
1,1.00E+05,160,99,200,50k,2samp,1,t120,0.01,2891.7
1,1.00E+05,160,99,200,50k,2samp,2,t120,0.01,Infinite
1,1.00E+05,160,99,200,50k,2samp,3,t120,0.01,Infinite
1,1.00E+05,160,99,200,50k,2samp,4,t120,0.01,Infinite
1,1.00E+05,160,99,200,50k,2samp,5,t120,0.01,Infinite
1,1.00E+05,160,99,200,50k,serial,1,t0,0.01,14190.9
1,1.00E+05,160,99,200,50k,serial,2,t0,0.01,Infinite
1,1.00E+05,160,99,200,50k,serial,3,t0,0.01,Infinite
1,1.00E+05,160,99,200,50k,serial,4,t0,0.01,Infinite
1,1.00E+05,160,99,200,50k,serial,5,t0,0.01,Infinite
1,1.00E+05,160,99,200,50k,serial,1,t30,0.01,Infinite
1,1.00E+05,160,99,200,50k,serial,2,t30,0.01,Infinite
1,1.00E+05,160,99,200,50k,serial,3,t30,0.01,Infinite
1,1.00E+05,160,99,200,50k,serial,4,t30,0.01,Infinite
1,1.00E+05,160,99,200,50k,serial,5,t30,0.01,Infinite
1,1.00E+05,160,99,200,50k,serial,1,t60,0.01,6629.6
1,1.00E+05,160,99,200,50k,serial,2,t60,0.01,8889.9
1,1.00E+05,160,99,200,50k,serial,3,t60,0.01,13224.4
1,1.00E+05,160,99,200,50k,serial,4,t60,0.01,11653.7
1,1.00E+05,160,99,200,50k,serial,5,t60,0.01,8896.8
1,1.00E+05,160,99,200,50k,serial,1,t90,0.01,12790.2
1,1.00E+05,160,99,200,50k,serial,2,t90,0.01,48525.1
1,1.00E+05,160,99,200,50k,serial,3,t90,0.01,45767.8
1,1.00E+05,160,99,200,50k,serial,4,t90,0.01,11113.8
1,1.00E+05,160,99,200,50k,serial,5,t90,0.01,Infinite
1,1.00E+05,160,99,200,50k,serial,1,t120,0.01,Infinite
1,1.00E+05,160,99,200,50k,serial,2,t120,0.01,Infinite
1,1.00E+05,160,99,200,50k,serial,3,t120,0.01,Infinite
1,1.00E+05,160,99,200,50k,serial,4,t120,0.01,Infinite
1,1.00E+05,160,99,200,50k,serial,5,t120,0.01,19844.6
1,1.00E+04,190,95,50,10k,contemp,1,t0,0.01,223.8
1,1.00E+04,190,95,50,10k,contemp,2,t0,0.01,1313.6
1,1.00E+04,190,95,50,10k,contemp,3,t0,0.01,Infinite
1,1.00E+04,190,95,50,10k,contemp,4,t0,0.01,337.1
1,1.00E+04,190,95,50,10k,contemp,5,t0,0.01,230.3
1,1.00E+04,190,95,50,10k,2samp,1,t0,0.01,Infinite
1,1.00E+04,190,95,50,10k,2samp,2,t0,0.01,Infinite
1,1.00E+04,190,95,50,10k,2samp,3,t0,0.01,920.5
1,1.00E+04,190,95,50,10k,2samp,4,t0,0.01,Infinite
1,1.00E+04,190,95,50,10k,2samp,5,t0,0.01,Infinite
1,1.00E+04,190,95,50,10k,2samp,1,t120,0.01,336.7
1,1.00E+04,190,95,50,10k,2samp,2,t120,0.01,Infinite
1,1.00E+04,190,95,50,10k,2samp,3,t120,0.01,Infinite
1,1.00E+04,190,95,50,10k,2samp,4,t120,0.01,Infinite
1,1.00E+04,190,95,50,10k,2samp,5,t120,0.01,Infinite
1,1.00E+04,190,95,50,10k,serial,1,t0,0.01,336.7
1,1.00E+04,190,95,50,10k,serial,2,t0,0.01,Infinite
1,1.00E+04,190,95,50,10k,serial,3,t0,0.01,Infinite
1,1.00E+04,190,95,50,10k,serial,4,t0,0.01,Infinite
1,1.00E+04,190,95,50,10k,serial,5,t0,0.01,Infinite
1,1.00E+04,190,95,50,10k,serial,1,t30,0.01,Infinite
1,1.00E+04,190,95,50,10k,serial,2,t30,0.01,Infinite
1,1.00E+04,190,95,50,10k,serial,3,t30,0.01,Infinite
1,1.00E+04,190,95,50,10k,serial,4,t30,0.01,Infinite
1,1.00E+04,190,95,50,10k,serial,5,t30,0.01,Infinite
1,1.00E+04,190,95,50,10k,serial,1,t60,0.01,266.8
1,1.00E+04,190,95,50,10k,serial,2,t60,0.01,617.6
1,1.00E+04,190,95,50,10k,serial,3,t60,0.01,481.1
1,1.00E+04,190,95,50,10k,serial,4,t60,0.01,668.4
1,1.00E+04,190,95,50,10k,serial,5,t60,0.01,267.2
1,1.00E+04,190,95,50,10k,serial,1,t90,0.01,387.6
1,1.00E+04,190,95,50,10k,serial,2,t90,0.01,935.3
1,1.00E+04,190,95,50,10k,serial,3,t90,0.01,7380.7
1,1.00E+04,190,95,50,10k,serial,4,t90,0.01,482.7
1,1.00E+04,190,95,50,10k,serial,5,t90,0.01,520.5
1,1.00E+04,190,95,50,10k,serial,1,t120,0.01,752.3
1,1.00E+04,190,95,50,10k,serial,2,t120,0.01,1282.6
1,1.00E+04,190,95,50,10k,serial,3,t120,0.01,620.6
1,1.00E+04,190,95,50,10k,serial,4,t120,0.01,1759.6
1,1.00E+04,190,95,50,10k,serial,5,t120,0.01,499.2
1,1.00E+04,190,95,50,50k,contemp,1,t0,0.01,164.9
1,1.00E+04,190,95,50,50k,contemp,2,t0,0.01,511.1
1,1.00E+04,190,95,50,50k,contemp,3,t0,0.01,127.4
1,1.00E+04,190,95,50,50k,contemp,4,t0,0.01,238.1
1,1.00E+04,190,95,50,50k,contemp,5,t0,0.01,202.1
1,1.00E+04,190,95,50,50k,2samp,1,t0,0.01,Infinite
1,1.00E+04,190,95,50,50k,2samp,2,t0,0.01,Infinite
1,1.00E+04,190,95,50,50k,2samp,3,t0,0.01,Infinite
1,1.00E+04,190,95,50,50k,2samp,4,t0,0.01,Infinite
1,1.00E+04,190,95,50,50k,2samp,5,t0,0.01,Infinite
1,1.00E+04,190,95,50,50k,2samp,1,t120,0.01,Infinite
1,1.00E+04,190,95,50,50k,2samp,2,t120,0.01,Infinite
1,1.00E+04,190,95,50,50k,2samp,3,t120,0.01,Infinite
1,1.00E+04,190,95,50,50k,2samp,4,t120,0.01,Infinite
1,1.00E+04,190,95,50,50k,2samp,5,t120,0.01,Infinite
1,1.00E+04,190,95,50,50k,serial,1,t0,0.01,Infinite
1,1.00E+04,190,95,50,50k,serial,2,t0,0.01,Infinite
1,1.00E+04,190,95,50,50k,serial,3,t0,0.01,Infinite
1,1.00E+04,190,95,50,50k,serial,4,t0,0.01,Infinite
1,1.00E+04,190,95,50,50k,serial,5,t0,0.01,Infinite
1,1.00E+04,190,95,50,50k,serial,1,t30,0.01,Infinite
1,1.00E+04,190,95,50,50k,serial,2,t30,0.01,Infinite
1,1.00E+04,190,95,50,50k,serial,3,t30,0.01,Infinite
1,1.00E+04,190,95,50,50k,serial,4,t30,0.01,Infinite
1,1.00E+04,190,95,50,50k,serial,5,t30,0.01,Infinite
1,1.00E+04,190,95,50,50k,serial,1,t60,0.01,311.2
1,1.00E+04,190,95,50,50k,serial,2,t60,0.01,497.3
1,1.00E+04,190,95,50,50k,serial,3,t60,0.01,308.2
1,1.00E+04,190,95,50,50k,serial,4,t60,0.01,582.4
1,1.00E+04,190,95,50,50k,serial,5,t60,0.01,264.2
1,1.00E+04,190,95,50,50k,serial,1,t90,0.01,291
1,1.00E+04,190,95,50,50k,serial,2,t90,0.01,965.6
1,1.00E+04,190,95,50,50k,serial,3,t90,0.01,201.1
1,1.00E+04,190,95,50,50k,serial,4,t90,0.01,460.6
1,1.00E+04,190,95,50,50k,serial,5,t90,0.01,266.2
1,1.00E+04,190,95,50,50k,serial,1,t120,0.01,13021.9
1,1.00E+04,190,95,50,50k,serial,2,t120,0.01,5682.7
1,1.00E+04,190,95,50,50k,serial,3,t120,0.01,Infinite
1,1.00E+04,190,95,50,50k,serial,4,t120,0.01,Infinite
1,1.00E+04,190,95,50,50k,serial,5,t120,0.01,6835.1
1,1.00E+04,190,95,100,10k,contemp,1,t0,0.01,220.5
1,1.00E+04,190,95,100,10k,contemp,2,t0,0.01,364.9
1,1.00E+04,190,95,100,10k,contemp,3,t0,0.01,287.8
1,1.00E+04,190,95,100,10k,contemp,4,t0,0.01,426.7
1,1.00E+04,190,95,100,10k,contemp,5,t0,0.01,204.2
1,1.00E+04,190,95,100,10k,2samp,1,t0,0.01,371.7
1,1.00E+04,190,95,100,10k,2samp,2,t0,0.01,Infinite
1,1.00E+04,190,95,100,10k,2samp,3,t0,0.01,403
1,1.00E+04,190,95,100,10k,2samp,4,t0,0.01,774.6
1,1.00E+04,190,95,100,10k,2samp,5,t0,0.01,378.1
1,1.00E+04,190,95,100,10k,2samp,1,t120,0.01,151.9
1,1.00E+04,190,95,100,10k,2samp,2,t120,0.01,269.7
1,1.00E+04,190,95,100,10k,2samp,3,t120,0.01,222.1
1,1.00E+04,190,95,100,10k,2samp,4,t120,0.01,734.1
1,1.00E+04,190,95,100,10k,2samp,5,t120,0.01,Infinite
1,1.00E+04,190,95,100,10k,serial,1,t0,0.01,229.5
1,1.00E+04,190,95,100,10k,serial,2,t0,0.01,312.7
1,1.00E+04,190,95,100,10k,serial,3,t0,0.01,558.5
1,1.00E+04,190,95,100,10k,serial,4,t0,0.01,Infinite
1,1.00E+04,190,95,100,10k,serial,5,t0,0.01,Infinite
1,1.00E+04,190,95,100,10k,serial,1,t30,0.01,2082.9
1,1.00E+04,190,95,100,10k,serial,2,t30,0.01,506.1
1,1.00E+04,190,95,100,10k,serial,3,t30,0.01,483.5
1,1.00E+04,190,95,100,10k,serial,4,t30,0.01,Infinite
1,1.00E+04,190,95,100,10k,serial,5,t30,0.01,312.6
1,1.00E+04,190,95,100,10k,serial,1,t60,0.01,327.7
1,1.00E+04,190,95,100,10k,serial,2,t60,0.01,364
1,1.00E+04,190,95,100,10k,serial,3,t60,0.01,378.6
1,1.00E+04,190,95,100,10k,serial,4,t60,0.01,398.7
1,1.00E+04,190,95,100,10k,serial,5,t60,0.01,264.8
1,1.00E+04,190,95,100,10k,serial,1,t90,0.01,266.8
1,1.00E+04,190,95,100,10k,serial,2,t90,0.01,617.6
1,1.00E+04,190,95,100,10k,serial,3,t90,0.01,481.1
1,1.00E+04,190,95,100,10k,serial,4,t90,0.01,668.4
1,1.00E+04,190,95,100,10k,serial,5,t90,0.01,267.2
1,1.00E+04,190,95,100,10k,serial,1,t120,0.01,668.3
1,1.00E+04,190,95,100,10k,serial,2,t120,0.01,852.7
1,1.00E+04,190,95,100,10k,serial,3,t120,0.01,828.6
1,1.00E+04,190,95,100,10k,serial,4,t120,0.01,2973.2
1,1.00E+04,190,95,100,10k,serial,5,t120,0.01,22995.5
1,1.00E+04,190,95,100,50k,contemp,1,t0,0.01,238.5
1,1.00E+04,190,95,100,50k,contemp,2,t0,0.01,313.3
1,1.00E+04,190,95,100,50k,contemp,3,t0,0.01,220.9
1,1.00E+04,190,95,100,50k,contemp,4,t0,0.01,379.7
1,1.00E+04,190,95,100,50k,contemp,5,t0,0.01,200.9
1,1.00E+04,190,95,100,50k,2samp,1,t0,0.01,280.5
1,1.00E+04,190,95,100,50k,2samp,2,t0,0.01,594
1,1.00E+04,190,95,100,50k,2samp,3,t0,0.01,380.2
1,1.00E+04,190,95,100,50k,2samp,4,t0,0.01,832.5
1,1.00E+04,190,95,100,50k,2samp,5,t0,0.01,1121.4
1,1.00E+04,190,95,100,50k,2samp,1,t120,0.01,259.2
1,1.00E+04,190,95,100,50k,2samp,2,t120,0.01,589
1,1.00E+04,190,95,100,50k,2samp,3,t120,0.01,357.1
1,1.00E+04,190,95,100,50k,2samp,4,t120,0.01,5652.1
1,1.00E+04,190,95,100,50k,2samp,5,t120,0.01,1815.5
1,1.00E+04,190,95,100,50k,serial,1,t0,0.01,746.4
1,1.00E+04,190,95,100,50k,serial,2,t0,0.01,3506.2
1,1.00E+04,190,95,100,50k,serial,3,t0,0.01,1275.4
1,1.00E+04,190,95,100,50k,serial,4,t0,0.01,Infinite
1,1.00E+04,190,95,100,50k,serial,5,t0,0.01,Infinite
1,1.00E+04,190,95,100,50k,serial,1,t30,0.01,Infinite
1,1.00E+04,190,95,100,50k,serial,2,t30,0.01,Infinite
1,1.00E+04,190,95,100,50k,serial,3,t30,0.01,Infinite
1,1.00E+04,190,95,100,50k,serial,4,t30,0.01,Infinite
1,1.00E+04,190,95,100,50k,serial,5,t30,0.01,3083.7
1,1.00E+04,190,95,100,50k,serial,1,t60,0.01,305
1,1.00E+04,190,95,100,50k,serial,2,t60,0.01,320.9
1,1.00E+04,190,95,100,50k,serial,3,t60,0.01,298.4
1,1.00E+04,190,95,100,50k,serial,4,t60,0.01,385.7
1,1.00E+04,190,95,100,50k,serial,5,t60,0.01,278
1,1.00E+04,190,95,100,50k,serial,1,t90,0.01,311.2
1,1.00E+04,190,95,100,50k,serial,2,t90,0.01,497.3
1,1.00E+04,190,95,100,50k,serial,3,t90,0.01,308.2
1,1.00E+04,190,95,100,50k,serial,4,t90,0.01,582.4
1,1.00E+04,190,95,100,50k,serial,5,t90,0.01,264.2
1,1.00E+04,190,95,100,50k,serial,1,t120,0.01,3820.8
1,1.00E+04,190,95,100,50k,serial,2,t120,0.01,936.3
1,1.00E+04,190,95,100,50k,serial,3,t120,0.01,3196.2
1,1.00E+04,190,95,100,50k,serial,4,t120,0.01,2728.4
1,1.00E+04,190,95,100,50k,serial,5,t120,0.01,2093.8
1,1.00E+04,190,95,200,10k,contemp,1,t0,0.01,225.8
1,1.00E+04,190,95,200,10k,contemp,2,t0,0.01,228.4
1,1.00E+04,190,95,200,10k,contemp,3,t0,0.01,289
1,1.00E+04,190,95,200,10k,contemp,4,t0,0.01,266.1
1,1.00E+04,190,95,200,10k,contemp,5,t0,0.01,212.8
1,1.00E+04,190,95,200,10k,2samp,1,t0,0.01,1158.7
1,1.00E+04,190,95,200,10k,2samp,2,t0,0.01,991.7
1,1.00E+04,190,95,200,10k,2samp,3,t0,0.01,306.7
1,1.00E+04,190,95,200,10k,2samp,4,t0,0.01,874.5
1,1.00E+04,190,95,200,10k,2samp,5,t0,0.01,1545.6
1,1.00E+04,190,95,200,10k,2samp,1,t120,0.01,590.6
1,1.00E+04,190,95,200,10k,2samp,2,t120,0.01,335.4
1,1.00E+04,190,95,200,10k,2samp,3,t120,0.01,903.4
1,1.00E+04,190,95,200,10k,2samp,4,t120,0.01,510.1
1,1.00E+04,190,95,200,10k,2samp,5,t120,0.01,554.2
1,1.00E+04,190,95,200,10k,serial,1,t0,0.01,469.8
1,1.00E+04,190,95,200,10k,serial,2,t0,0.01,332.2
1,1.00E+04,190,95,200,10k,serial,3,t0,0.01,Infinite
1,1.00E+04,190,95,200,10k,serial,4,t0,0.01,Infinite
1,1.00E+04,190,95,200,10k,serial,5,t0,0.01,2129.6
1,1.00E+04,190,95,200,10k,serial,1,t30,0.01,657.2
1,1.00E+04,190,95,200,10k,serial,2,t30,0.01,452.4
1,1.00E+04,190,95,200,10k,serial,3,t30,0.01,476.3
1,1.00E+04,190,95,200,10k,serial,4,t30,0.01,2671.7
1,1.00E+04,190,95,200,10k,serial,5,t30,0.01,1552.2
1,1.00E+04,190,95,200,10k,serial,1,t60,0.01,311.3
1,1.00E+04,190,95,200,10k,serial,2,t60,0.01,313.5
1,1.00E+04,190,95,200,10k,serial,3,t60,0.01,302
1,1.00E+04,190,95,200,10k,serial,4,t60,0.01,354.3
1,1.00E+04,190,95,200,10k,serial,5,t60,0.01,285.3
1,1.00E+04,190,95,200,10k,serial,1,t90,0.01,327.7
1,1.00E+04,190,95,200,10k,serial,2,t90,0.01,364
1,1.00E+04,190,95,200,10k,serial,3,t90,0.01,378.6
1,1.00E+04,190,95,200,10k,serial,4,t90,0.01,398.7
1,1.00E+04,190,95,200,10k,serial,5,t90,0.01,264.8
1,1.00E+04,190,95,200,10k,serial,1,t120,0.01,820.5
1,1.00E+04,190,95,200,10k,serial,2,t120,0.01,758.3
1,1.00E+04,190,95,200,10k,serial,3,t120,0.01,710.4
1,1.00E+04,190,95,200,10k,serial,4,t120,0.01,3165.5
1,1.00E+04,190,95,200,10k,serial,5,t120,0.01,16670.9
1,1.00E+04,190,95,200,50k,contemp,1,t0,0.01,243.4
1,1.00E+04,190,95,200,50k,contemp,2,t0,0.01,229
1,1.00E+04,190,95,200,50k,contemp,3,t0,0.01,213
1,1.00E+04,190,95,200,50k,contemp,4,t0,0.01,244.1
1,1.00E+04,190,95,200,50k,contemp,5,t0,0.01,210.4
1,1.00E+04,190,95,200,50k,2samp,1,t0,0.01,1205.7
1,1.00E+04,190,95,200,50k,2samp,2,t0,0.01,1101.3
1,1.00E+04,190,95,200,50k,2samp,3,t0,0.01,833.1
1,1.00E+04,190,95,200,50k,2samp,4,t0,0.01,1245.5
1,1.00E+04,190,95,200,50k,2samp,5,t0,0.01,1430.9
1,1.00E+04,190,95,200,50k,2samp,1,t120,0.01,672.3
1,1.00E+04,190,95,200,50k,2samp,2,t120,0.01,440.4
1,1.00E+04,190,95,200,50k,2samp,3,t120,0.01,531.8
1,1.00E+04,190,95,200,50k,2samp,4,t120,0.01,686
1,1.00E+04,190,95,200,50k,2samp,5,t120,0.01,859.3
1,1.00E+04,190,95,200,50k,serial,1,t0,0.01,1326.4
1,1.00E+04,190,95,200,50k,serial,2,t0,0.01,744.7
1,1.00E+04,190,95,200,50k,serial,3,t0,0.01,877.2
1,1.00E+04,190,95,200,50k,serial,4,t0,0.01,1106.1
1,1.00E+04,190,95,200,50k,serial,5,t0,0.01,807.9
1,1.00E+04,190,95,200,50k,serial,1,t30,0.01,2437.2
1,1.00E+04,190,95,200,50k,serial,2,t30,0.01,1004.6
1,1.00E+04,190,95,200,50k,serial,3,t30,0.01,3352.6
1,1.00E+04,190,95,200,50k,serial,4,t30,0.01,2496.4
1,1.00E+04,190,95,200,50k,serial,5,t30,0.01,3015.7
1,1.00E+04,190,95,200,50k,serial,1,t60,0.01,315
1,1.00E+04,190,95,200,50k,serial,2,t60,0.01,303.3
1,1.00E+04,190,95,200,50k,serial,3,t60,0.01,285.7
1,1.00E+04,190,95,200,50k,serial,4,t60,0.01,320.6
1,1.00E+04,190,95,200,50k,serial,5,t60,0.01,280.5
1,1.00E+04,190,95,200,50k,serial,1,t90,0.01,305
1,1.00E+04,190,95,200,50k,serial,2,t90,0.01,320.9
1,1.00E+04,190,95,200,50k,serial,3,t90,0.01,298.4
1,1.00E+04,190,95,200,50k,serial,4,t90,0.01,385.7
1,1.00E+04,190,95,200,50k,serial,5,t90,0.01,278
1,1.00E+04,190,95,200,50k,serial,1,t120,0.01,1866.2
1,1.00E+04,190,95,200,50k,serial,2,t120,0.01,1170.6
1,1.00E+04,190,95,200,50k,serial,3,t120,0.01,1866.7
1,1.00E+04,190,95,200,50k,serial,4,t120,0.01,1541
1,1.00E+04,190,95,200,50k,serial,5,t120,0.01,1725.9
1,1.00E+04,190,99,50,10k,contemp,1,t0,0.01,434.7
1,1.00E+04,190,99,50,10k,contemp,2,t0,0.01,321.8
1,1.00E+04,190,99,50,10k,contemp,3,t0,0.01,Infinite
1,1.00E+04,190,99,50,10k,contemp,4,t0,0.01,12622.5
1,1.00E+04,190,99,50,10k,contemp,5,t0,0.01,403.1
1,1.00E+04,190,99,50,10k,2samp,1,t0,0.01,Infinite
1,1.00E+04,190,99,50,10k,2samp,2,t0,0.01,Infinite
1,1.00E+04,190,99,50,10k,2samp,3,t0,0.01,Infinite
1,1.00E+04,190,99,50,10k,2samp,4,t0,0.01,124.4
1,1.00E+04,190,99,50,10k,2samp,5,t0,0.01,Infinite
1,1.00E+04,190,99,50,10k,2samp,1,t120,0.01,Infinite
1,1.00E+04,190,99,50,10k,2samp,2,t120,0.01,Infinite
1,1.00E+04,190,99,50,10k,2samp,3,t120,0.01,194.3
1,1.00E+04,190,99,50,10k,2samp,4,t120,0.01,Infinite
1,1.00E+04,190,99,50,10k,2samp,5,t120,0.01,452.3
1,1.00E+04,190,99,50,10k,serial,1,t0,0.01,Infinite
1,1.00E+04,190,99,50,10k,serial,2,t0,0.01,Infinite
1,1.00E+04,190,99,50,10k,serial,3,t0,0.01,194.3
1,1.00E+04,190,99,50,10k,serial,4,t0,0.01,Infinite
1,1.00E+04,190,99,50,10k,serial,5,t0,0.01,452.3
1,1.00E+04,190,99,50,10k,serial,1,t30,0.01,Infinite
1,1.00E+04,190,99,50,10k,serial,2,t30,0.01,1082.3
1,1.00E+04,190,99,50,10k,serial,3,t30,0.01,Infinite
1,1.00E+04,190,99,50,10k,serial,4,t30,0.01,Infinite
1,1.00E+04,190,99,50,10k,serial,5,t30,0.01,Infinite
1,1.00E+04,190,99,50,10k,serial,1,t60,0.01,588.3
1,1.00E+04,190,99,50,10k,serial,2,t60,0.01,1471.5
1,1.00E+04,190,99,50,10k,serial,3,t60,0.01,639.9
1,1.00E+04,190,99,50,10k,serial,4,t60,0.01,1114.5
1,1.00E+04,190,99,50,10k,serial,5,t60,0.01,1007.5
1,1.00E+04,190,99,50,10k,serial,1,t90,0.01,882.7
1,1.00E+04,190,99,50,10k,serial,2,t90,0.01,458.4
1,1.00E+04,190,99,50,10k,serial,3,t90,0.01,Infinite
1,1.00E+04,190,99,50,10k,serial,4,t90,0.01,Infinite
1,1.00E+04,190,99,50,10k,serial,5,t90,0.01,341.7
1,1.00E+04,190,99,50,10k,serial,1,t120,0.01,7569.1
1,1.00E+04,190,99,50,10k,serial,2,t120,0.01,248.4
1,1.00E+04,190,99,50,10k,serial,3,t120,0.01,418.4
1,1.00E+04,190,99,50,10k,serial,4,t120,0.01,649.5
1,1.00E+04,190,99,50,10k,serial,5,t120,0.01,Infinite
1,1.00E+04,190,99,50,50k,contemp,1,t0,0.01,831.7
1,1.00E+04,190,99,50,50k,contemp,2,t0,0.01,481.2
1,1.00E+04,190,99,50,50k,contemp,3,t0,0.01,1700.4
1,1.00E+04,190,99,50,50k,contemp,4,t0,0.01,534.8
1,1.00E+04,190,99,50,50k,contemp,5,t0,0.01,546.1
1,1.00E+04,190,99,50,50k,2samp,1,t0,0.01,Infinite
1,1.00E+04,190,99,50,50k,2samp,2,t0,0.01,Infinite
1,1.00E+04,190,99,50,50k,2samp,3,t0,0.01,Infinite
1,1.00E+04,190,99,50,50k,2samp,4,t0,0.01,Infinite
1,1.00E+04,190,99,50,50k,2samp,5,t0,0.01,Infinite
1,1.00E+04,190,99,50,50k,2samp,1,t120,0.01,Infinite
1,1.00E+04,190,99,50,50k,2samp,2,t120,0.01,Infinite
1,1.00E+04,190,99,50,50k,2samp,3,t120,0.01,Infinite
1,1.00E+04,190,99,50,50k,2samp,4,t120,0.01,Infinite
1,1.00E+04,190,99,50,50k,2samp,5,t120,0.01,Infinite
1,1.00E+04,190,99,50,50k,serial,1,t0,0.01,Infinite
1,1.00E+04,190,99,50,50k,serial,2,t0,0.01,Infinite
1,1.00E+04,190,99,50,50k,serial,3,t0,0.01,Infinite
1,1.00E+04,190,99,50,50k,serial,4,t0,0.01,Infinite
1,1.00E+04,190,99,50,50k,serial,5,t0,0.01,Infinite
1,1.00E+04,190,99,50,50k,serial,1,t30,0.01,Infinite
1,1.00E+04,190,99,50,50k,serial,2,t30,0.01,Infinite
1,1.00E+04,190,99,50,50k,serial,3,t30,0.01,Infinite
1,1.00E+04,190,99,50,50k,serial,4,t30,0.01,Infinite
1,1.00E+04,190,99,50,50k,serial,5,t30,0.01,Infinite
1,1.00E+04,190,99,50,50k,serial,1,t60,0.01,1125.4
1,1.00E+04,190,99,50,50k,serial,2,t60,0.01,4116.4
1,1.00E+04,190,99,50,50k,serial,3,t60,0.01,1700.6
1,1.00E+04,190,99,50,50k,serial,4,t60,0.01,1068.1
1,1.00E+04,190,99,50,50k,serial,5,t60,0.01,1862.8
1,1.00E+04,190,99,50,50k,serial,1,t90,0.01,9758.3
1,1.00E+04,190,99,50,50k,serial,2,t90,0.01,1244.3
1,1.00E+04,190,99,50,50k,serial,3,t90,0.01,Infinite
1,1.00E+04,190,99,50,50k,serial,4,t90,0.01,1180
1,1.00E+04,190,99,50,50k,serial,5,t90,0.01,6464
1,1.00E+04,190,99,50,50k,serial,1,t120,0.01,1295
