gentime,NeAnc,td,lambda,maxn,data,sampn,maf,Nec,Neh
g1,n10e4,td190,l95,n500,wgs,n50,nomaf,6907.188021,9712.361458
g1,n10e4,td190,l95,n500,wgs,n100,nomaf,2924.442188,9994.134375
g1,n10e4,td190,l95,n500,wgs,n100,nomaf,2190.773698,10034.52813
g1,n10e4,td190,l95,n500,wgs,n100,nomaf,5333.065104,10154.42083
g1,n10e4,td190,l95,n500,wgs,n100,nomaf,1704.490365,10034.82917
g1,n10e4,td190,l95,n500,wgs,n100,nomaf,2288.839323,9971.865625
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,15786.91979,12966.19271
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,10008.46146,10006.33333
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,10000.5625,10030.39583
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,9352.485417,9970.928125
g1,n10e4,constant,constant,n500,wgs,n20,nomaf,9865.607292,9860.225
g1,n10e4,constant,constant,n500,wgs,n50,nomaf,10103.70208,10026.94063
g1,n10e4,constant,constant,n500,wgs,n50,nomaf,10027.76563,10075.85417
g1,n10e4,constant,constant,n500,wgs,n50,nomaf,9997.207292,9989.565625
g1,n10e4,constant,constant,n500,wgs,n50,nomaf,10007.85208,10088.88542
g1,n10e4,constant,constant,n500,wgs,n50,nomaf,10034.66146,10116.56875
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,11959.00625,9977.109375
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,10028.93958,10036.80521
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,10063.60938,10032.11563
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,10028.61042,10035.76979
g1,n10e4,constant,constant,n500,wgs,n100,nomaf,9826.580208,10032.79167
