gentime,NeAnc,td,lambda,maxn,sampn,data,botexp,model,scheme,it,Nh,Nc,Na,Td,Ta,lnL,AIC2C,Nh1C,Nc1C,Na1c,Td1C,Ta1c,lnL1C,AIC1C,NhC,NcC,NaC,TdC,TaC,lnLC,AICC,AIC2C-AIC1C,AIC2C-AICC,Nch,Nhh,Nha,Tdh,Tah,lnLh,AICh,AIC2C-AICh,AIC1C-AICh,AICC-AICh
g1,n10e4,td190,l95,n500,n200,rad10k,bot,2change,all,2,10521.87846,5879.155859,1296.844561,119.9967771,9418.268237,-27026.07764,54062.15529,4762.397189,5302.733,4762.397189,10.00370765,NA,-27230.81325,54467.6265,5455.825879,5455.825879,5455.825879,NA,NA,-27252.46772,54506.93545,-405.47121,-444.78016,9358.855248,9358.855248,328.9627296,NA,10991.19652,-27031.79482,54069.58963,-7.43434,398.03687,437.34582
g1,n10e4,td190,l95,n500,n200,rad10k,bot,2change,all,3,10222.64655,5905.766051,1552.844922,119.9822041,7196.875381,-25880.35742,51770.71484,4209.455019,4835.899793,4209.455019,10.00018325,NA,-26106.47154,52218.94308,5075.857304,5075.857304,5075.857304,NA,NA,-26142.02279,52286.04559,-448.22824,-515.33075,9064.679187,9064.679187,1188.343915,NA,7484.702749,-25885.28978,51776.57956,-5.86472,442.36352,509.46603
g1,n10e4,td190,l95,n500,n200,rad10k,bot,2change,all,4,10170.69978,6707.464444,2102.830122,119.9986123,7298.752679,-26298.15116,52606.30232,4681.960128,5487.384478,4681.960128,12.93932874,NA,-26481.66276,52969.32551,5440.324739,5440.324739,5440.324739,NA,NA,-26507.76403,53017.52805,-363.02319,-411.22573,9372.108156,9372.108156,1816.083155,NA,7623.448787,-26300.83444,52607.66887,-1.36655,361.65664,409.85918
g1,n10e4,td190,l95,n500,n200,rad10k,bot,2change,all,5,9986.60739,7443.908707,1378.814801,119.99308,8144.856509,-27063.08598,54136.17197,4366.016358,5119.272534,4366.016358,10.18715725,NA,-27272.02135,54550.0427,5280.648175,5280.648175,5280.648175,NA,NA,-27315.12912,54632.25824,-413.87073,-496.08627,9400.530384,9400.530384,1111.198489,NA,8477.430157,-27064.47034,54134.94068,1.23129,415.10202,497.31756
g1,n10e4,td100,l99,n500,n200,rad10k,bot,2change,all,1,9531.243111,2593.938429,1679.617921,119.9999235,8920.260823,-27595.65186,55201.30373,4859.381945,3730.425041,4859.381945,119.6502826,NA,-27765.71115,55537.4223,4590.808337,4590.808337,4590.808337,NA,NA,-27768.23426,55538.46852,-336.11857,-337.16479,6714.212857,6714.212857,11.69995962,NA,10833.75359,-27640.56818,55287.13636,-85.83263,250.28594,251.33216
g1,n10e4,td100,l99,n500,n200,rad10k,bot,2change,all,2,9712.674939,3636.515232,187.8836355,105.9351811,11821.29916,-27173.66112,54357.32224,4775.270892,5140.872439,4775.270892,84.61405859,NA,-27366.05329,54738.10658,4866.856841,4866.856841,4866.856841,NA,NA,-27366.34007,54734.68014,-380.78434,-377.3579,7539.673096,7539.673096,10,NA,10755.77778,-27200.86646,54407.73292,-50.41068,330.37366,326.94722
g1,n10e4,td100,l99,n500,n200,rad10k,bot,2change,all,3,10691.32902,2999.377077,2505.122784,109.5614459,6553.384046,-27148.1056,54306.2112,4863.527828,4710.606992,4863.527828,66.62063691,NA,-27355.0495,54716.09899,4814.4873,4814.4873,4814.4873,NA,NA,-27355.13059,54712.26118,-409.88779,-406.04998,7417.718369,7417.718369,10.07111279,NA,10747.33204,-27191.29028,54388.58055,-82.36935,327.51844,323.68063
g1,n10e4,td100,l99,n500,n200,rad10k,bot,2change,all,4,9659.812771,3341.762961,10,103.6803438,12711.74581,-27080.6361,54171.2722,4868.971075,4775.655389,4868.971075,66.54561622,NA,-27254.02615,54514.05229,4839.899776,4839.899776,4839.899776,NA,NA,-27254.05454,54510.10907,-342.78009,-338.83687,7289.475836,7289.475836,10.19071673,NA,11124.35699,-27113.86526,54233.73053,-62.45833,280.32176,276.37854
g1,n10e4,td100,l99,n500,n200,rad10k,bot,2change,all,5,9911.711204,3364.763059,1771.703675,106.5830599,7369.799064,-27004.94518,54019.89035,4411.047479,4522.699097,4411.047479,10.00474345,NA,-27216.51988,54439.03977,4609.608472,4609.608472,4609.608472,NA,NA,-27218.1793,54438.35861,-419.14942,-418.46826,7211.444995,7211.444995,10.12985416,NA,9851.19546,-27036.37117,54078.74234,-58.85199,360.29743,359.61627
g1,n10e4,constant,constant,n500,n50,rad10k,bot,2change,all,1,9923.18375,19032.1074,10,119.9964692,12760.06211,-14864.26792,29738.53584,4466.159795,60905.95266,4466.159795,73.02855018,NA,-15009.08957,30024.17913,4762.768623,4762.768623,4762.768623,NA,NA,-15024.08973,30050.17946,-285.64329,-311.64362,10054.48844,10054.48844,34.40354245,NA,12749.32399,-14864.75119,29735.50237,3.03347,288.67676,314.67709
g1,n10e4,constant,constant,n500,n50,rad10k,bot,2change,all,2,9780.685075,9669.810084,10,117.0863104,12277.77184,-14597.55453,29205.10907,4312.987064,8843.565049,4312.987064,12.01930581,NA,-14745.30453,29496.60906,4546.56375,4546.56375,4546.56375,NA,NA,-14759.44194,29520.88388,-291.49999,-315.77481,9796.897578,9796.897578,243.1088298,NA,11784.47863,-14597.56845,29201.1369,3.97217,295.47216,319.74698
g1,n10e4,constant,constant,n500,n50,rad10k,bot,2change,all,3,10315.61775,9902.401636,34.71476856,116.6529745,11994.47823,-15002.82557,30015.65113,4232.046816,13533.53892,4232.046816,35.86096642,NA,-15180.44079,30366.88159,4502.967888,4502.967888,4502.967888,NA,NA,-15192.67611,30387.35222,-351.23046,-371.70109,10335.90328,10335.90328,253.3631928,NA,11540.47777,-15002.85257,30011.70513,3.946,355.17646,375.64709
g1,n10e4,constant,constant,n500,n50,rad10k,bot,2change,all,4,10374.49955,7396.500765,996.7217376,119.9991541,10572.87608,-15300.32057,30610.64115,4473.413302,8270.044621,4473.413302,10,NA,-15459.15604,30924.31208,4689.187483,4689.187483,4689.187483,NA,NA,-15472.24962,30946.49924,-313.67093,-335.85809,10148.80693,10148.80693,69.95966253,NA,12558.69911,-15300.55612,30607.11224,3.52891,317.19984,339.387
g1,n10e4,constant,constant,n500,n50,rad10k,bot,2change,all,5,10500.61397,3350.122117,10,113.4107786,12020.17333,-14985.47939,29980.95879,4243.841896,5670.119049,4243.841896,19.31730712,NA,-15165.47656,30336.95312,4411.649139,4411.649139,4411.649139,NA,NA,-15169.66306,30341.32612,-355.99433,-360.36733,10133.59019,10133.59019,10,NA,11899.13405,-14988.91822,29983.83644,-2.87765,353.11668,357.48968
g1,n10e4,td190,l95,n500,n50,rad10k,bot,2change,all,1,9614.683048,4794.703457,10,119.8819101,12443.96722,-14730.15497,29470.30994,4260.974851,18870.74855,4260.974851,118.0326988,NA,-14871.21877,29748.43754,4441.718132,4441.718132,4441.718132,NA,NA,-14875.87052,29753.74104,-278.1276,-283.4311,9423.948537,9423.948537,10,NA,12374.50322,-14731.12934,29468.25869,2.05125,280.17885,285.48235
g1,n10e4,td190,l95,n500,n50,rad10k,bot,2change,all,2,10264.57143,11863.98035,1488.778612,10.02415971,8578.676821,-14574.16847,29158.33694,4142.794899,5000000,4142.794899,118.5484013,NA,-14741.53557,29489.07114,4520.998044,4520.998044,4520.998044,NA,NA,-14765.22625,29532.4525,-330.7342,-374.11556,10580.32036,10580.32036,1686.479701,NA,8136.063594,-14575.22873,29156.45747,1.87947,332.61367,375.99503
g1,n10e4,td190,l95,n500,n50,rad10k,bot,2change,all,3,9799.613989,5833.061848,1309.534243,117.9605419,7811.354813,-13591.03046,27192.06092,3773.25663,8138.013777,3773.25663,13.60785751,NA,-13761.09704,27528.19408,4001.757985,4001.757985,4001.757985,NA,NA,-13773.42372,27548.84743,-336.13316,-356.78651,9598.220488,9598.220488,1194.07092,NA,8040.966436,-13591.51956,27189.03912,3.0218,339.15496,359.80831
g1,n10e4,td190,l95,n500,n50,rad10k,bot,2change,all,4,9868.774277,5531.686762,2167.826994,119.9976511,6574.123313,-14027.82909,28065.65818,4057.425064,149041.9929,4057.425064,18.3212203,NA,-14166.47154,28338.94308,4246.793477,4246.793477,4246.793477,NA,NA,-14182.32595,28366.65191,-273.2849,-300.99373,9636.343653,9636.343653,2084.488798,NA,6741.412063,-14028.36079,28062.72157,2.93661,276.22151,303.93034
g1,n10e4,td190,l95,n500,n50,rad10k,bot,2change,all,5,9784.16689,9379.847731,358.7113362,73.74698541,10635.51838,-14328.36651,28666.73301,4018.321068,79763.07773,4018.321068,17.15195058,NA,-14495.69781,28997.39563,4253.875992,4253.875992,4253.875992,NA,NA,-14514.99794,29031.99587,-330.66262,-365.26286,10009.05853,10009.05853,1037.037864,NA,9138.368071,-14328.20366,28662.40732,4.32569,334.98831,369.58855
g1,n10e4,td100,l99,n500,n50,rad10k,bot,2change,all,1,9793.698463,1746.94601,1846.767056,119.9981184,8636.535745,-14902.33314,29814.66628,4338.029033,4330.713936,4338.029033,79.79619546,NA,-15036.10996,30078.21992,4337.652119,4337.652119,4337.652119,NA,NA,-15036.10999,30074.21997,-263.55364,-259.55369,8855.649817,8855.649817,354.283615,NA,11865.86315,-14913.55218,29833.10435,-18.43807,245.11557,241.11562
g1,n10e4,td100,l99,n500,n50,rad10k,bot,2change,all,2,9642.341328,7278.995588,409.3592689,37.4605034,11366.14903,-14720.24247,29450.48493,4156.112657,11532.54741,4156.112657,79.28014293,NA,-14866.88104,29739.76207,4345.923963,4345.923963,4345.923963,NA,NA,-14871.9825,29745.965,-289.27714,-295.48007,9388.718073,9388.718073,10,NA,12137.15218,-14721.34194,29448.68389,1.80104,291.07818,297.28111
g1,n10e4,td100,l99,n500,n50,rad10k,bot,2change,all,3,10347.41741,9006.11039,2478.192498,10.4521888,6209.237165,-14514.50858,29039.01715,4193.428047,8348.560703,4193.428047,79.41090787,NA,-14666.00432,29338.00864,4338.182465,4338.182465,4338.182465,NA,NA,-14668.93329,29339.86657,-298.99149,-300.84942,9698.677949,9698.677949,2214.670711,NA,6807.995174,-14518.82375,29043.6475,-4.63035,294.36114,296.21907
g1,n10e4,td100,l99,n500,n50,rad10k,bot,2change,all,4,9813.779007,8523.073105,10,11.0159801,12430.35644,-14733.35992,29476.71985,4311.217509,11051.14957,4311.217509,108.2426326,NA,-14880.02792,29766.05584,4454.922407,4454.922407,4454.922407,NA,NA,-14882.90701,29767.81402,-289.33599,-291.09417,9415.701597,9415.701597,10,NA,12323.8065,-14737.33681,29480.67361,-3.95376,285.38223,287.14041
g1,n10e4,td100,l99,n500,n50,rad10k,bot,2change,all,5,10841.66034,3494.10651,2030.866146,119.9739549,6832.825831,-14442.46644,28894.93287,4064.16287,63132.8945,4064.16287,15.26799275,NA,-14616.81824,29239.63648,4206.793063,4206.793063,4206.793063,NA,NA,-14633.42924,29268.85848,-344.70361,-373.92561,10302.04132,10302.04132,1848.428109,NA,7142.057605,-14445.28229,28896.56459,-1.63172,343.07189,372.29389
g1,n10e4,constant,constant,n500,n100,rad50k,bot,2change,all,1,10283.71124,10877.08211,1479.848016,116.7856071,8744.332978,-103387.8374,206785.6748,4273.973919,11156.74107,4273.973919,54.12632569,NA,-104333.0118,208672.0235,4874.180234,4874.180234,4874.180234,NA,NA,-104452.0226,208906.0452,-1886.3487,-2120.3704,10327.1289,10327.1289,1515.584589,NA,8666.483774,-103387.911,206781.8221,3.8527,1890.2014,2124.2231
g1,n10e4,constant,constant,n500,n100,rad50k,bot,2change,all,2,10140.63682,9832.056908,1518.113913,117.0734664,8856.432947,-103253.5362,206517.0725,4301.87036,8297.861907,4301.87036,35.42598737,NA,-104139.1869,208284.3738,4881.502455,4881.502455,4881.502455,NA,NA,-104250.6283,208503.2566,-1767.3013,-1986.1841,10099.98956,10099.98956,1500.858295,NA,8876.942888,-103253.5611,206513.1223,3.9502,1771.2515,1990.1343
g1,n10e4,constant,constant,n500,n100,rad50k,bot,2change,all,3,9973.174103,10528.28848,713.3848789,95.50306729,11085.75484,-102467.381,204944.762,4473.816705,10212.66037,4473.816705,47.46156892,NA,-103306.1762,206618.3524,5023.606968,5023.606968,5023.606968,NA,NA,-103408.3832,206818.7665,-1673.5904,-1874.0045,9943.116326,9943.116326,74.54301983,NA,12468.29174,-102467.7542,204941.5084,3.2536,1676.844,1877.2581
g1,n10e4,constant,constant,n500,n100,rad50k,bot,2change,all,4,10096.38785,10575.19711,1193.452096,93.87989722,9530.175131,-103490.1749,206990.3498,4299.31476,23074.11288,4299.31476,114.5823103,NA,-104404.5565,208815.113,4880.252127,4880.252127,4880.252127,NA,NA,-104514.2965,209030.5931,-1824.7632,-2040.2433,9947.633192,9947.633192,69.01070177,NA,12016.03511,-103491.7934,206989.5869,0.7629,1825.5261,2041.0062
g1,n10e4,constant,constant,n500,n100,rad50k,bot,2change,all,5,9660.192311,10036.90205,1055.567718,91.06725694,9587.26285,-101171.1866,202352.3732,4158.935435,8884.598114,4158.935435,43.2633788,NA,-102022.1228,204050.2456,4748.198245,4748.198245,4748.198245,NA,NA,-102134.2901,204270.5802,-1697.8724,-1918.207,9551.395728,9551.395728,70.77823672,NA,11749.90164,-101172.2123,202350.4246,1.9486,1699.821,1920.1556
g1,n10e4,td190,l95,n500,n100,rad50k,bot,2change,all,1,10051.93854,6385.444499,1592.684839,119.5581414,8657.945077,-102260.3907,204530.7814,4299.058747,5640.100283,4299.058747,17.96591979,NA,-103119.9147,206245.8295,4753.152888,4753.152888,4753.152888,NA,NA,-103193.2374,206388.4747,-1715.0481,-1857.6933,9655.753842,9655.753842,1339.697985,NA,9107.952764,-102266.2878,204538.5756,-7.7942,1707.2539,1849.8991
g1,n10e4,td190,l95,n500,n100,rad50k,bot,2change,all,2,10075.8745,6287.806952,1381.467456,119.9836829,9409.129128,-103036.5511,206083.1021,4280.732953,5357.345847,4280.732953,10.06501807,NA,-103844.4931,207694.9862,4819.073027,4819.073027,4819.073027,NA,NA,-103955.8743,207913.7486,-1611.8841,-1830.6465,9653.217087,9653.217087,1003.787399,NA,10113.51664,-103042.6241,206091.2482,-8.1461,1603.738,1822.5004
g1,n10e4,td190,l95,n500,n100,rad50k,bot,2change,all,3,10325.38818,5972.111478,1546.048715,119.9966453,8832.022516,-103645.3658,207300.7316,4308.590663,5085.542539,4308.590663,10.0224858,NA,-104542.523,209091.046,4788.924906,4788.924906,4788.924906,NA,NA,-104625.8788,209253.7575,-1790.3144,-1953.0259,9829.069745,9829.069745,1231.090648,NA,9382.185608,-103654.3876,207314.7753,-14.0437,1776.2707,1938.9822
g1,n10e4,td190,l95,n500,n100,rad50k,bot,2change,all,4,10261.59817,4865.487359,1728.398653,119.9827779,8298.865738,-103354.242,206718.4839,4232.006755,4859.477551,4232.006755,10.0014303,NA,-104239.5313,208485.0626,4671.165837,4671.165837,4671.165837,NA,NA,-104305.8934,208613.7867,-1766.5787,-1895.3028,9521.208671,9521.208671,1319.813891,NA,8970.597681,-103373.2043,206752.4087,-33.9248,1732.6539,1861.378
g1,n10e4,td190,l95,n500,n100,rad50k,bot,2change,all,5,10077.89348,5216.291708,953.8959493,119.9397496,10294.082,-104338.5678,208687.1356,4339.801414,4906.094898,4339.801414,10.15787513,NA,-105223.8261,210453.6523,4729.690289,4729.690289,4729.690289,NA,NA,-105277.4602,210556.9204,-1766.5167,-1869.7848,9455.724239,9455.724239,43.35754094,NA,11986.2647,-104353.01,208712.0199,-24.8843,1741.6324,1844.9005
g1,n10e4,td100,l99,n500,n100,rad50k,bot,2change,all,1,9933.745525,3670.070712,158.5479634,97.15045299,11949.28442,-103069.23,206148.46,4365.219696,5424.472061,4365.219696,79.18156791,NA,-103960.91,207927.82,4511.194719,4511.194719,4511.194719,NA,NA,-103966.6083,207935.2166,-1779.36,-1786.7566,8880.821265,8880.821265,10,NA,11669.63252,-103128.7042,206263.4083,-114.9483,1664.4117,1671.8083
g1,n10e4,td100,l99,n500,n100,rad50k,bot,2change,all,2,10096.26809,2902.317073,1752.269407,109.4059671,8490.667017,-102222.4595,204454.919,4353.65727,4487.234142,4353.65727,10.00420441,NA,-103074.2839,206154.5678,4479.364169,4479.364169,4479.364169,NA,NA,-103079.0195,206160.0389,-1699.6488,-1705.1199,8590.334745,8590.334745,235.3585975,NA,11279.13633,-102304.4662,204614.9323,-160.0133,1539.6355,1545.1066
g1,n10e4,td100,l99,n500,n100,rad50k,bot,2change,all,3,10188.38055,2810.291036,558.4315631,101.1415979,10660.30842,-102638.5073,205287.0147,4219.573664,4427.087358,4219.573664,31.47602377,NA,-103632.6143,207271.2286,4295.401987,4295.401987,4295.401987,NA,NA,-103634.1302,207270.2604,-1984.2139,-1983.2457,8639.157408,8639.157408,10,NA,10974.74104,-102745.7001,205497.4001,-210.3854,1773.8285,1772.8603
g1,n10e4,td100,l99,n500,n100,rad50k,bot,2change,all,4,10174.35239,3014.365026,828.6515981,119.9737683,10133.05881,-101681.8635,203373.727,4221.566126,4468.929931,4221.566126,10.00638354,NA,-102640.5861,205287.1723,4448.905382,4448.905382,4448.905382,NA,NA,-102656.2803,205314.5606,-1913.4453,-1940.8336,8936.578564,8936.578564,10.16942181,NA,11260.83544,-101748.817,203503.6339,-129.9069,1783.5384,1810.9267
g1,n10e4,td100,l99,n500,n100,rad50k,bot,2change,all,5,10042.08268,3268.187716,138.9112034,119.9774472,12230.35685,-104583.4416,209176.8833,4331.452622,4619.833751,4331.452622,10.16206564,NA,-105464.1575,210934.315,4581.493301,4581.493301,4581.493301,NA,NA,-105483.0345,210968.0691,-1757.4317,-1791.1858,8985.587307,8985.587307,10,NA,11880.61528,-104640.7673,209287.5346,-110.6513,1646.7804,1680.5345
g1,n10e4,constant,constant,n500,n200,rad50k,bot,2change,all,1,10085.63088,9930.911446,1415.443918,116.7364507,8786.7622,-138346.8388,276703.6776,4658.769524,10382.11141,4658.769524,64.83928451,NA,-139391.6096,278789.2192,5617.381505,5617.381505,5617.381505,NA,NA,-139572.8642,279147.7285,-2085.5416,-2444.0509,10075.87385,10075.87385,1453.18209,NA,8705.973229,-138346.8726,276699.7453,3.9323,2089.4739,2447.9832
