gentime,NeAnc,td,lambda,maxn,sampn,data,botexp,model,scheme,it,Nh,Nc,Na,Td,Ta,lnL,AIC2C,Nh1C,Nc1C,Na1c,Td1C,Ta1c,lnL1C,AIC1C,NhC,NcC,NaC,TdC,TaC,lnLC,AICC,AIC2C-AIC1C,AIC2C-AICC,Nch,Nhh,Nha,Tdh,Tah,lnLh,AICh,AIC2C-AICh,AIC1C-AICh,AICC-AICh
g1,n10e4,constant,constant,n500,n200,rad50k,bot,2change,all,2,10430.97216,11188.68154,1535.400413,116.789333,9043.262485,-137770.5218,275551.0436,4842.631124,11675.1213,4842.631124,65.11067644,NA,-138797.8189,277601.6379,5848.600154,5848.600154,5848.600154,NA,NA,-138994.0172,277990.0344,-2050.5943,-2438.9908,10552.32109,10552.32109,1608.835063,NA,8921.112905,-137770.8611,275547.7222,3.3214,2053.9157,2442.3122
g1,n10e4,constant,constant,n500,n200,rad50k,bot,2change,all,3,10030.57391,10827.62203,872.6521723,92.02999943,10726.98493,-136971.6037,273953.2074,4843.942642,10283.75349,4843.942642,56.15522674,NA,-137915.352,275836.704,5810.024897,5810.024897,5810.024897,NA,NA,-138099.785,276201.57,-1883.4966,-2248.3626,10097.5274,10097.5274,101.7044428,NA,12479.76023,-136972.8914,273951.7827,1.4247,1884.9213,2249.7873
g1,n10e4,constant,constant,n500,n200,rad50k,bot,2change,all,4,10050.14332,10637.65007,1148.168068,94.21738742,9573.854666,-138652.6968,277315.3936,4710.872306,17264.97765,4710.872306,114.4972031,NA,-139684.8875,279375.775,5697.270857,5697.270857,5697.270857,NA,NA,-139875.774,279753.5481,-2060.3814,-2438.1545,10166.03868,10166.03868,1218.316263,NA,9465.694878,-138653.0021,277312.0041,3.3895,2063.7709,2441.544
g1,n10e4,constant,constant,n500,n200,rad50k,bot,2change,all,5,9905.998817,10241.39832,1022.052721,41.680029,9960.226095,-135225.738,270461.4761,4733.63042,9529.22461,4733.63042,50.96983231,NA,-136195.4091,272396.8182,5704.863953,5704.863953,5704.863953,NA,NA,-136383.0615,272768.123,-1935.3421,-2306.6469,10055.40604,10055.40604,1131.617496,NA,9783.468794,-135226.1347,270458.2695,3.2066,1938.5487,2309.8535
g1,n10e4,td190,l95,n500,n200,rad50k,bot,2change,all,1,10256.22838,6604.130173,1686.849014,119.9998501,8489.707965,-137110.5381,274231.0762,4668.70556,5335.141765,4668.70556,10.0011065,NA,-138065.6828,276137.3657,5456.905285,5456.905285,5456.905285,NA,NA,-138213.6693,276429.3386,-1906.2895,-2198.2624,9382.437523,9382.437523,1218.411263,NA,9163.433152,-137125.9448,274257.8896,-26.8134,1879.4761,2171.449
g1,n10e4,td190,l95,n500,n200,rad50k,bot,2change,all,2,10245.60313,6569.164939,1570.763416,119.9999978,8996.430555,-137869.0452,275748.0904,4585.172054,5388.708938,4585.172054,10.05727613,NA,-138753.1149,277512.2297,5499.174601,5499.174601,5499.174601,NA,NA,-138946.419,277894.838,-1764.1393,-2146.7476,9385.207849,9385.207849,942.2794878,NA,10034.88803,-137884.5304,275775.0607,-26.9703,1737.169,2119.7773
g1,n10e4,td190,l95,n500,n200,rad50k,bot,2change,all,3,10475.61245,6491.205593,1597.407673,119.9998966,8763.361306,-138577.3264,277164.6528,4716.181731,5377.029212,4716.181731,10.0208365,NA,-139577.8047,279161.6093,5498.319911,5498.319911,5498.319911,NA,NA,-139723.2352,279448.4704,-1996.9565,-2283.8176,9547.507091,9547.507091,1073.521018,NA,9534.398226,-138595.631,277197.262,-32.6092,1964.3473,2251.2084
g1,n10e4,td190,l95,n500,n200,rad50k,bot,2change,all,4,10579.85209,5847.873677,1759.256348,119.9925139,8484.158429,-138398.7909,276807.5817,4675.845474,5321.050867,4675.845474,10.00000649,NA,-139378.2409,278762.4818,5469.43858,5469.43858,5469.43858,NA,NA,-139521.0044,279044.0088,-1954.9001,-2236.4271,9388.56449,9388.56449,1118.391825,NA,9410.930648,-138427.8054,276861.6108,-54.0291,1900.871,2182.398
g1,n10e4,td190,l95,n500,n200,rad50k,bot,2change,all,5,10203.45057,6082.426877,1120.938496,119.9805953,9921.545426,-139424.1005,278858.2011,4696.729696,5271.264852,4696.729696,10.00016747,NA,-140401.9148,280809.8296,5426.468297,5426.468297,5426.468297,NA,NA,-140524.6197,281051.2394,-1951.6285,-2193.0383,9190.668832,9190.668832,177.8978818,NA,11438.99297,-139446.9931,278899.9862,-41.7851,1909.8434,2151.2532
g1,n10e4,td100,l99,n500,n200,rad50k,bot,2change,all,1,9973.61034,3186.233191,381.3843394,118.6266743,11451.79567,-137714.2091,275438.4183,4812.893903,4864.901025,4812.893903,84.64429976,NA,-138737.6601,277481.3202,4826.075388,4826.075388,4826.075388,NA,NA,-138737.6913,277477.3826,-2042.9019,-2038.9643,7563.792432,7563.792432,22.02318858,NA,10614.36145,-137882.5638,275771.1276,-332.7093,1710.1926,1706.255
g1,n10e4,td100,l99,n500,n200,rad50k,bot,2change,all,2,10155.18076,3260.076207,1709.905103,110.4767861,8701.032495,-136619.2527,273248.5053,4883.09558,4868.001098,4883.09558,84.76353331,NA,-137590.4551,275186.9101,4879.21916,4879.21916,4879.21916,NA,NA,-137590.4575,275182.915,-1938.4048,-1934.4097,7544.599955,7544.599955,31.04380885,NA,10930.61661,-136785.6283,273577.2567,-328.7514,1609.6534,1605.6583
g1,n10e4,td100,l99,n500,n200,rad50k,bot,2change,all,3,10261.88409,2798.264825,138.878086,118.7649141,11751.99505,-136966.9019,273943.8038,4783.929434,4574.460726,4783.929434,66.66763103,NA,-138091.6746,276189.3491,4713.877786,4713.877786,4713.877786,NA,NA,-138092.4933,276186.9865,-2245.5453,-2243.1827,7383.825426,7383.825426,10,NA,10121.30716,-137199.4506,274404.9013,-461.0975,1784.4478,1782.0852
g1,n10e4,td100,l99,n500,n200,rad50k,bot,2change,all,4,10276.23425,3215.416133,585.9156706,119.9939244,10852.71962,-135814.3828,271638.7657,4746.947966,5124.360693,4746.947966,66.21713539,NA,-136913.3749,273832.7498,4860.072548,4860.072548,4860.072548,NA,NA,-136915.5938,273833.1875,-2193.9841,-2194.4218,7793.968256,7793.968256,10.11209983,NA,10436.58793,-135974.8489,271955.6979,-316.9322,1877.0519,1877.4896
g1,n10e4,td100,l99,n500,n200,rad50k,bot,2change,all,5,9970.40656,3208.786954,180.2205525,117.6408703,12084.97253,-139646.9409,279303.8818,4810.824852,4967.361973,4810.824852,59.08016736,NA,-140650.9962,281307.9925,4864.958467,4864.958467,4864.958467,NA,NA,-140651.4895,281304.9791,-2004.1107,-2001.0973,7555.397569,7555.397569,10.262688,NA,10818.20023,-139816.4902,279638.9804,-335.0986,1669.0121,1665.9987
g1,n10e4,constant,constant,n500,n50,rad50k,bot,2change,all,1,10365.13874,8387.338188,1561.637044,116.7015826,8559.292035,-74314.76335,148639.5267,4210.731546,10972.30729,4210.731546,20.52783972,NA,-75151.14751,150308.295,4451.301229,4451.301229,4451.301229,NA,NA,-75213.52981,150429.0596,-1668.7683,-1789.5329,10292.34388,10292.34388,1516.313474,NA,8653.850663,-74315.08755,148636.1751,3.3516,1672.1199,1792.8845
g1,n10e4,constant,constant,n500,n50,rad50k,bot,2change,all,2,10034.68614,10392.43105,1441.744259,10.08986206,9071.153788,-74030.07998,148070.16,4272.195015,171922.1795,4272.195015,19.88877767,NA,-74788.48922,149582.9784,4504.862869,4504.862869,4504.862869,NA,NA,-74871.84051,149745.681,-1512.8184,-1675.521,10131.85056,10131.85056,1528.039263,NA,8875.686655,-74030.62615,148067.2523,2.9077,1515.7261,1678.4287
g1,n10e4,constant,constant,n500,n50,rad50k,bot,2change,all,3,10007.62689,9384.77689,1327.615931,15.59610657,9429.026746,-74259.60443,148529.2089,4256.14051,9546.209638,4256.14051,25.41957075,NA,-75014.94556,150035.8911,4481.333192,4481.333192,4481.333192,NA,NA,-75062.47163,150126.9433,-1506.6822,-1597.7344,9851.358058,9851.358058,1129.433259,NA,9863.986721,-74260.75184,148527.5037,1.7052,1508.3874,1599.4396
g1,n10e4,constant,constant,n500,n50,rad50k,bot,2change,all,4,10136.43959,7366.110867,1269.208792,119.9945173,9387.825602,-74481.33372,148972.6674,4199.505981,7513.557666,4199.505981,17.87977633,NA,-75279.69821,150565.3964,4441.522954,4441.522954,4441.522954,NA,NA,-75333.38224,150668.7645,-1592.729,-1696.0971,9832.888437,9832.888437,70.38438977,NA,12013.5009,-74483.18953,148972.3791,0.2883,1593.0173,1696.3854
g1,n10e4,constant,constant,n500,n50,rad50k,bot,2change,all,5,9772.258685,9041.966707,1147.244305,89.87187055,9473.420355,-72730.87124,145471.7425,4115.840569,9506.775134,4115.840569,24.72203499,NA,-73485.63477,146977.2695,4367.756019,4367.756019,4367.756019,NA,NA,-73543.2285,147088.457,-1505.527,-1616.7145,9737.278151,9737.278151,1097.873991,NA,9581.095151,-72730.93598,145467.872,3.8705,1509.3975,1620.585
g1,n10e4,td190,l95,n500,n50,rad50k,bot,2change,all,1,10163.10824,4860.727694,1670.613736,116.1538332,8483.966564,-73775.41643,147560.8329,4234.316789,21656.91363,4234.316789,118.1110666,NA,-74556.39584,149118.7917,4436.155587,4436.155587,4436.155587,NA,NA,-74585.32551,149172.651,-1557.9588,-1611.8181,9864.968622,9864.968622,1474.935625,NA,8895.649869,-73781.00624,147568.0125,-7.1796,1550.7792,1604.6385
g1,n10e4,td190,l95,n500,n50,rad50k,bot,2change,all,2,9825.684921,9821.194126,944.5896257,25.12263187,10381.68589,-74400.21738,148810.4348,4281.843086,214796.3288,4281.843086,118.2056041,NA,-75143.43813,150292.8763,4513.573414,4513.573414,4513.573414,NA,NA,-75194.9535,150391.907,-1482.4415,-1581.4722,9823.259501,9823.259501,933.905234,NA,10406.08485,-74400.21728,148806.4346,4.0002,1486.4417,1585.4724
g1,n10e4,td190,l95,n500,n50,rad50k,bot,2change,all,3,10283.24175,5933.756272,1470.308286,119.9231816,8981.147014,-74393.2537,148796.5074,4258.936788,62375.81679,4258.936788,118.3863279,NA,-75203.34206,150412.6841,4491.215442,4491.215442,4491.215442,NA,NA,-75246.53214,150495.0643,-1616.1767,-1698.5569,10071.09818,10071.09818,1308.828438,NA,9322.06196,-74395.67868,148797.3574,-0.85,1615.3267,1697.7069
g1,n10e4,td190,l95,n500,n50,rad50k,bot,2change,all,4,10177.84379,4515.085907,1639.529286,119.8657493,8597.381778,-74112.06726,148234.1345,4296.131483,10063.0012,4296.131483,10.09798934,NA,-74871.25394,149748.5079,4436.399018,4436.399018,4436.399018,NA,NA,-74922.13495,149846.2699,-1514.3734,-1612.1354,9834.20425,9834.20425,1386.153558,NA,9129.981541,-74118.4453,148242.8906,-8.7561,1505.6173,1603.3793
g1,n10e4,td190,l95,n500,n50,rad50k,bot,2change,all,5,9985.330919,5937.461135,39.9640309,119.4641811,12393.34326,-74845.21514,149700.4303,4388.647903,13822.99458,4388.647903,11.86350566,NA,-75604.33044,151214.6609,4551.758463,4551.758463,4551.758463,NA,NA,-75666.35915,151334.7183,-1514.2306,-1634.288,9887.833818,9887.833818,349.1561735,NA,11707.41335,-74847.4578,149700.9156,-0.4853,1513.7453,1633.8027
g1,n10e4,td100,l99,n500,n50,rad50k,bot,2change,all,1,9896.18767,3305.672628,10,119.5962912,12266.92376,-74170.29028,148350.5806,4230.99381,4933.548563,4230.99381,10.06885985,NA,-74945.57848,149897.157,4395.443366,4395.443366,4395.443366,NA,NA,-74966.56545,149935.1309,-1546.5764,-1584.5503,9550.905117,9550.905117,53.42520299,NA,12049.59574,-74185.98396,148377.9679,-27.3873,1519.1891,1557.163
g1,n10e4,td100,l99,n500,n50,rad50k,bot,2change,all,2,9797.463102,2746.307791,1494.063211,119.9605039,9101.823156,-73694.94342,147399.8868,4233.043049,4676.703939,4233.043049,10.00344737,NA,-74404.09484,148814.1897,4353.819575,4353.819575,4353.819575,NA,NA,-74415.65925,148833.3185,-1414.3029,-1433.4317,9222.573723,9222.573723,706.0306621,NA,10799.31233,-73717.73768,147441.4754,-41.5886,1372.7143,1391.8431
g1,n10e4,td100,l99,n500,n50,rad50k,bot,2change,all,3,10261.00189,3323.469036,943.2867814,83.54852092,9693.813966,-73627.82731,147265.6546,4058.006621,4431.735696,4058.006621,10.06860402,NA,-74509.80668,149025.6134,4177.335325,4177.335325,4177.335325,NA,NA,-74519.84623,149041.6925,-1759.9588,-1776.0379,9592.552367,9592.552367,342.0892416,NA,10836.60081,-73658.76561,147323.5312,-57.8766,1702.0822,1718.1613
g1,n10e4,td100,l99,n500,n50,rad50k,bot,2change,all,4,10030.38309,2533.233726,757.2883037,119.9961233,10121.36268,-73078.76998,146167.54,4031.143743,4482.317065,4031.143743,10.01189508,NA,-73922.5668,147851.1336,4171.217276,4171.217276,4171.217276,NA,NA,-73936.30288,147874.6058,-1683.5936,-1707.0658,9425.642422,9425.642422,10,NA,11537.88214,-73107.30455,146220.6091,-53.0691,1630.5245,1653.9967
g1,n10e4,td100,l99,n500,n50,rad50k,bot,2change,all,5,9999.914107,3142.595478,136.9657948,119.9918595,12242.39853,-75275.42275,150560.8455,4277.553925,4902.417994,4277.553925,10.11990659,NA,-76049.19367,152104.3873,4438.23333,4438.23333,4438.23333,NA,NA,-76067.58321,152137.1664,-1543.5418,-1576.3209,9606.919237,9606.919237,10,NA,12359.64015,-75294.06638,150594.1328,-33.2873,1510.2545,1543.0336
g1,n10e4,constant,constant,n500,n100,wgs,bot,2change,all,1,10076.78125,9973.480254,1086.718158,10.02464804,9837.231007,-10349787.33,20699584.65,4306.979077,11177.68636,4306.979077,61.17815394,NA,-10440014.86,20880035.72,4873.115542,4873.115542,4873.115542,NA,NA,-10450215.09,20900432.18,-180451.07,-200847.53,9863.383942,9863.383942,10.00016364,NA,12155.77467,-10349897.79,20699801.58,-216.93,180234.14,200630.6
g1,n10e4,constant,constant,n500,n100,wgs,bot,2change,all,2,10005.45101,10088.29807,964.1548131,42.76745634,10053.12718,-10328797.76,20657605.51,4296.757168,9256.919246,4296.757168,43.85315256,NA,-10419015.34,20838036.67,4872.748822,4872.748822,4872.748822,NA,NA,-10430002.39,20860006.77,-180431.16,-202401.26,9886.508018,9886.508018,10.05829077,NA,12121.18357,-10328880.42,20657766.84,-161.33,180269.83,202239.93
g1,n10e4,constant,constant,n500,n100,wgs,bot,2change,all,3,10008.11166,10445.77735,883.7357256,52.00783545,10294.84249,-10322004.85,20644019.71,4315.306805,10959.62012,4315.306805,52.79511806,NA,-10411732.01,20823470.01,4905.31813,4905.31813,4905.31813,NA,NA,-10423224.98,20846451.97,-179450.3,-202432.26,9944.406243,9944.406243,10.00005277,NA,12199.65532,-10322095.54,20644197.07,-177.36,179272.94,202254.9
g1,n10e4,constant,constant,n500,n100,wgs,bot,2change,all,4,10077.95968,9983.6187,1047.153782,43.54907417,9860.941409,-10346422.09,20692854.19,4301.408817,8889.02163,4301.408817,42.44010023,NA,-10437905.29,20875816.57,4872.992639,4872.992639,4872.992639,NA,NA,-10448627.67,20897257.34,-182962.38,-204403.15,9914.110026,9914.110026,10.00006462,NA,12109.44515,-10346521.39,20693048.78,-194.59,182767.79,204208.56
g1,n10e4,constant,constant,n500,n100,wgs,bot,2change,all,5,10051.84355,8942.436647,963.1233377,96.04822747,10012.7013,-10349509.72,20699029.44,4286.261864,7009.060696,4286.261864,27.87618818,NA,-10440697.59,20881401.17,4830.79403,4830.79403,4830.79403,NA,NA,-10450871.85,20901745.7,-182371.73,-202716.26,9829.010679,9829.010679,10.0000667,NA,12029.66586,-10349609.45,20699224.91,-195.47,182176.26,202520.79
g1,n10e4,td190,l95,n500,n100,wgs,bot,2change,all,1,10243.23747,34396.32576,23.90038246,10.0000042,12820.15487,-10340135.2,20680280.41,4283.420447,5229.918772,4283.420447,11.9747284,NA,-10420081.5,20840169,4763.326929,4763.326929,4763.326929,NA,NA,-10428719.72,20857441.44,-159888.59,-177161.03,9715.415964,9715.415964,913.8152222,NA,10022.31881,-10331580.46,20663166.92,17113.49,177002.08,194274.52
g1,n10e4,td190,l95,n500,n100,wgs,bot,2change,all,2,10318.88678,42928.20151,10,10.02710302,12879.09201,-10352984.65,20705979.3,4259.51734,5096.92917,4259.51734,10.00275901,NA,-10434734.58,20869475.16,4758.928516,4758.928516,4758.928516,NA,NA,-10443909.32,20887820.63,-163495.86,-181841.33,9683.801854,9683.801854,756.0168746,NA,10376.9241,-10346934.83,20693875.67,12103.63,175599.49,193944.96
g1,n10e4,td190,l95,n500,n100,wgs,bot,2change,all,3,10281.11696,32255.72971,10,10.00014127,12873.3221,-10347188.89,20694387.77,4317.878552,5652.22016,4317.878552,15.63486308,NA,-10428165.5,20856337,4817.353934,4817.353934,4817.353934,NA,NA,-10437233.14,20874468.27,-161949.23,-180080.5,9816.085023,9816.085023,794.5709077,NA,10381.11622,-10338879.14,20677764.29,16623.48,178572.71,196703.98
g1,n10e4,td190,l95,n500,n100,wgs,bot,2change,all,4,10318.01102,42174.79881,35.0793048,10.03583117,12818.95517,-10378826.58,20757663.16,4210.672209,4946.098898,4210.672209,10.00032205,NA,-10459505.15,20919016.3,4693.936139,4693.936139,4693.936139,NA,NA,-10467778.87,20935559.74,-161353.14,-177896.58,9595.287555,9595.287555,974.0639817,NA,9758.129446,-10371205.52,20742417.04,15246.12,176599.26,193142.7
g1,n10e4,td190,l95,n500,n100,wgs,bot,2change,all,5,10363.25799,39759.78884,10,10.0002778,12951.22482,-10372662.28,20745334.56,4281.455829,4943.16131,4281.455829,10.00286496,NA,-10451784.63,20903575.25,4720.860992,4720.860992,4720.860992,NA,NA,-10458772.84,20917547.69,-158240.69,-172213.13,9543.269978,9543.269978,456.3969436,NA,10974.00486,-10363207.18,20726420.35,18914.21,177154.9,191127.34
g1,n10e4,td100,l99,n500,n100,wgs,bot,2change,all,1,10015.26746,2936.340355,1010.765624,118.5366809,9997.307395,-10342095.19,20684200.39,4346.324571,5155.42697,4346.324571,102.1177243,NA,-10433119.21,20866244.42,4445.974716,4445.974716,4445.974716,NA,NA,-10433376.68,20866755.36,-182044.03,-182554.97,8721.701764,8721.701764,10,NA,11496.59124,-10349437.92,20698881.84,-14681.45,167362.58,167873.52
g1,n10e4,td100,l99,n500,n100,wgs,bot,2change,all,2,10030.7249,3182.518005,1055.117661,110.1897989,9902.683907,-10297947.5,20595905,4301.672804,4485.225807,4301.672804,10.01201569,NA,-10388056.47,20776118.93,4472.954304,4472.954304,4472.954304,NA,NA,-10388963.39,20777928.78,-180213.93,-182023.78,8763.8039,8763.8039,10.71183495,NA,11531.10198,-10304711.66,20609429.32,-13524.32,166689.61,168499.46
g1,n10e4,td100,l99,n500,n100,wgs,bot,2change,all,3,10041.61057,3394.719371,984.46239,98.54240782,10074.64922,-10336045.5,20672101.01,4348.595495,5256.707133,4348.595495,102.1426972,NA,-10426950.87,20853907.74,4458.965369,4458.965369,4458.965369,NA,NA,-10427265.26,20854532.52,-181806.73,-182431.51,8745.301942,8745.301942,10,NA,11517.92795,-10343077.85,20686161.7,-14060.69,167746.04,168370.82
g1,n10e4,td100,l99,n500,n100,wgs,bot,2change,all,4,10043.71809,2926.870005,1071.411172,119.8852751,9888.590983,-10300532.98,20601075.96,4357.805031,5266.202935,4357.805031,101.9213179,NA,-10391193.99,20782393.98,4466.969409,4466.969409,4466.969409,NA,NA,-10391507.51,20783017.01,-181318.02,-181941.05,8744.768072,8744.768072,14.47852201,NA,11520.07552,-10307708.27,20615422.54,-14346.58,166971.44,167594.47
g1,n10e4,td100,l99,n500,n100,wgs,bot,2change,all,5,10016.6715,3547.408278,872.5054058,115.0767283,10370.01611,-10331565.01,20663140.03,4331.356499,4590.449224,4331.356499,10.03204595,NA,-10421285.48,20842576.97,4555.302327,4555.302327,4555.302327,NA,NA,-10422920.12,20845842.23,-179436.94,-182702.2,8970.232389,8970.232389,10,NA,11692.80414,-10336465.94,20672937.88,-9797.85,169639.09,172904.35
g1,n10e4,constant,constant,n500,n20,wgs,bot,2change,all,1,9992.671245,10399.93344,971.7480089,52.22890447,10083.07222,-4436496.414,8873002.829,4269.971554,2088350.646,4269.971554,30.90833569,NA,-4497250.045,8994506.089,4419.534749,4419.534749,4419.534749,NA,NA,-4501651.318,9003304.635,-121503.26,-130301.806,9992.566591,9992.566591,928.2668887,NA,10184.39023,-4436497.086,8873000.172,2.657,121505.917,130304.463
g1,n10e4,constant,constant,n500,n20,wgs,bot,2change,all,2,10056.56557,6878.773224,1081.996895,119.9655153,9762.73179,-4426092.046,8852194.091,4252.471952,347563.1359,4252.471952,21.9925398,NA,-4487385.599,8974777.198,4396.393068,4396.393068,4396.393068,NA,NA,-4491621.546,8983245.092,-122583.107,-131051.001,9995.277532,9995.277532,991.4218762,NA,9970.55262,-4426108.722,8852223.443,-29.352,122553.755,131021.649
g1,n10e4,constant,constant,n500,n20,wgs,bot,2change,all,3,10011.61145,9749.256206,1081.884856,51.24560353,9790.213064,-4419921.484,8839852.968,4254.175657,682204.2872,4254.175657,26.08777721,NA,-4480527.349,8961060.697,4406.56844,4406.56844,4406.56844,NA,NA,-4485006.844,8970015.688,-121207.729,-130162.72,9812.512777,9812.512777,77.55836941,NA,12004.41645,-4419971.268,8839948.536,-95.568,121112.161,130067.152
g1,n10e4,constant,constant,n500,n20,wgs,bot,2change,all,4,10145.64075,6608.722066,1205.179917,119.5777686,9444.104115,-4423760.721,8847531.442,4244.652619,209771.275,4244.652619,20.57999267,NA,-4485893.897,8971793.794,4394.074626,4394.074626,4394.074626,NA,NA,-4490283.54,8980569.08,-124262.352,-133037.638,10058.42726,10058.42726,1031.41672,NA,9855.574017,-4423782.963,8847571.926,-40.484,124221.868,132997.154
g1,n10e4,constant,constant,n500,n20,wgs,bot,2change,all,5,10052.65976,9743.821328,1016.965418,51.23746583,9885.784942,-4417923.367,8835856.735,4246.985201,747218.7852,4246.985201,26.33918008,NA,-4479853.44,8959712.879,4397.496588,4397.496588,4397.496588,NA,NA,-4484280.179,8968562.358,-123856.144,-132705.623,9863.953609,9863.953609,76.32835043,NA,11951.20504,-4417967.622,8835941.245,-84.51,123771.634,132621.113
g1,n10e4,td190,l95,n500,n20,wgs,bot,2change,all,1,9766.717045,39781.76306,646.7056485,10.0177111,10852.14995,-4420583.191,8841176.382,4251.125996,218750.4635,4251.125996,20.06136189,NA,-4480575.61,8961157.219,4392.799015,4392.799015,4392.799015,NA,NA,-4484741.978,8969485.957,-119980.837,-128309.575,9958.488169,9958.488169,1093.017342,NA,9748.334865,-4420281.714,8840569.429,606.953,120587.79,128916.528
g1,n10e4,td190,l95,n500,n20,wgs,bot,2change,all,2,9861.739519,177822.0244,796.548868,13.2633705,10529.80069,-4430281.494,8860572.987,4258.759316,162215.6045,4258.759316,18.04211712,NA,-4491136.148,8982278.296,4398.98541,4398.98541,4398.98541,NA,NA,-4495412.773,8990827.546,-121705.309,-130254.559,10018.26045,10018.26045,1156.644337,NA,9602.491226,-4430251.91,8860509.82,63.167,121768.476,130317.726
g1,n10e4,td190,l95,n500,n20,wgs,bot,2change,all,3,9970.74952,9630.987789,835.4828208,10.13945259,10377.49483,-4426191.99,8852393.981,4271.817441,325594.2538,4271.817441,21.8864223,NA,-4486725.899,8973457.798,4413.138382,4413.138382,4413.138382,NA,NA,-4490876.853,8981755.707,-121063.817,-129361.726,9936.122755,9936.122755,810.1708888,NA,10438.44886,-4426204.291,8852414.582,-20.601,121043.216,129341.125
g1,n10e4,td190,l95,n500,n20,wgs,bot,2change,all,4,9828.466591,93688.61789,734.4454955,12.68040346,10704.25002,-4435220.774,8870451.548,4269.621645,240571.9597,4269.621645,20.17871052,NA,-4495553.876,8991113.752,4403.731086,4403.731086,4403.731086,NA,NA,-4499521.752,8999045.504,-120662.204,-128593.956,9986.109527,9986.109527,1112.424567,NA,9733.299776,-4434815.602,8869637.204,814.344,121476.548,129408.3
g1,n10e4,td190,l95,n500,n20,wgs,bot,2change,all,5,9749.933698,39033.74405,118.4621661,10.00005754,12010.75628,-4425880.89,8851771.78,4269.010346,245398.2437,4269.010346,20.24311431,NA,-4486502.079,8973010.158,4412.705615,4412.705615,4412.705615,NA,NA,-4490758.549,8981519.099,-121238.378,-129747.319,9963.980895,9963.980895,808.2318275,NA,10437.01073,-4425633.256,8851272.512,499.268,121737.646,130246.587
g1,n10e4,td100,l99,n500,n20,wgs,bot,2change,all,1,10044.1088,3754.25379,1040.667431,85.46299903,9943.096693,-4432293.155,8864596.31,4296.674285,193914.2753,4296.674285,19.07241422,NA,-4492432.449,8984870.898,4401.280043,4401.280043,4401.280043,NA,NA,-4495504.277,8991010.554,-120274.588,-126414.244,9777.42974,9777.42974,483.9362631,NA,11194.13178,-4432617.303,8865240.605,-644.295,119630.293,125769.949
g1,n10e4,td100,l99,n500,n20,wgs,bot,2change,all,2,10010.64596,4465.178339,1120.17313,83.64849858,9716.193804,-4411395.573,8822801.146,4271.066682,217716.1659,4271.066682,19.6646801,NA,-4470934.918,8941875.837,4390.19406,4390.19406,4390.19406,NA,NA,-4474436.359,8948874.717,-119074.691,-126073.571,9757.220923,9757.220923,492.9809521,NA,11138.53986,-4411592.811,8823191.622,-390.476,118684.215,125683.095
g1,n10e4,td100,l99,n500,n20,wgs,bot,2change,all,3,10012.44652,7963.77434,1058.530486,18.79800508,9888.104928,-4428520.373,8857050.745,4284.159275,175977.1092,4284.159275,20.3885324,NA,-4488186.662,8976379.324,4392.775392,4392.775392,4392.775392,NA,NA,-4491303.551,8982609.103,-119328.579,-125558.358,9750.176674,9750.176674,497.0273968,NA,11158.39,-4428800.802,8857607.605,-556.86,118771.719,125001.498
g1,n10e4,td100,l99,n500,n20,wgs,bot,2change,all,4,10058.3638,4990.914739,1199.724161,50.69188817,9503.622135,-4416045.336,8832100.673,4274.779628,205279.3339,4274.779628,19.40461537,NA,-4476108.723,8952223.446,4372.125458,4372.125458,4372.125458,NA,NA,-4478933.643,8957869.286,-120122.773,-125768.613,9756.16719,9756.16719,719.5593905,NA,10613.7001,-4416491.655,8832989.311,-888.638,119234.135,124879.975
g1,n10e4,td100,l99,n500,n20,wgs,bot,2change,all,5,10035.85124,4385.186665,1000.941601,86.66782205,10019.99978,-4430087.221,8860184.441,4290.245782,231281.5919,4290.245782,19.992464,NA,-4490497.249,8981000.499,4404.235078,4404.235078,4404.235078,NA,NA,-4493817.461,8987636.921,-120816.058,-127452.48,9838.440678,9838.440678,653.4202973,NA,10805.3389,-4430285.666,8860577.331,-392.89,120423.168,127059.59
g1,n10e4,constant,constant,n500,n50,wgs,bot,2change,all,1,10069.73879,9832.138645,1123.694964,10.40762843,9746.616617,-7442227.36,14884464.72,4221.276041,12502.0682,4221.276041,32.15165437,NA,-7521626.686,15043259.37,4474.911808,4474.911808,4474.911808,NA,NA,-7527412.807,15054827.61,-158794.65,-170362.89,9831.166774,9831.166774,24.02631788,NA,12130.55752,-7442321.826,14884649.65,-184.93,158609.72,170177.96
g1,n10e4,constant,constant,n500,n50,wgs,bot,2change,all,2,9965.859586,10145.53109,874.7384523,10.04865287,10259.06232,-7421703.389,14843416.78,4267.865467,87791.36793,4267.865467,19.64806216,NA,-7500576.605,15001159.21,4479.331522,4479.331522,4479.331522,NA,NA,-7507975.661,15015953.32,-157742.43,-172536.54,9871.323402,9871.323402,23.76125031,NA,12097.94699,-7421781.617,14843569.23,-152.45,157589.98,172384.09
g1,n10e4,constant,constant,n500,n50,wgs,bot,2change,all,3,9984.866731,10098.93503,902.3805455,41.67342945,10226.37091,-7427428.366,14854866.73,4286.272027,153262.6881,4286.272027,21.32936252,NA,-7506255.127,15012516.25,4482.774343,4482.774343,4482.774343,NA,NA,-7513065.982,15026133.96,-157649.52,-171267.23,9856.081179,9856.081179,23.93085824,NA,12121.3574,-7427482.471,14854970.94,-104.21,157545.31,171163.02
