gentime,NeAnc,td,lambda,maxn,data,sampn,maf,Nec,Neh
g1,n10e4,td100,l99,n500,wgs,n20,maf1,3555.0651041666665,9918.725
g1,n10e4,td100,l99,n500,wgs,n20,maf1,5807.3546875,6984.535937499999
g1,n10e4,td100,l99,n500,wgs,n20,maf1,2749.227864583333,9924.463541666666
g1,n10e4,td100,l99,n500,wgs,n20,maf1,7225.101041666667,6836.90625
g1,n10e4,td100,l99,n500,wgs,n20,maf1,4500.836458333333,9048.851041666665
g1,n10e4,td100,l99,n500,wgs,n50,maf1,6127.083854166666,9979.172916666666
g1,n10e4,td100,l99,n500,wgs,n50,maf1,3411.851041666667,9950.089583333332
g1,n10e4,td100,l99,n500,wgs,n50,maf1,2113.3483072916665,9955.101041666667
g1,n10e4,td100,l99,n500,wgs,n50,maf1,1487.6807291666667,9973.253125000001
g1,n10e4,td100,l99,n500,wgs,n50,maf1,1892.263671875,9922.370833333332
g1,n10e4,td100,l99,n500,wgs,n100,maf1,0.7082181930541992,11722.808333333334
g1,n10e4,td100,l99,n500,wgs,n100,maf1,0.6067723592122396,13380.213541666664
g1,n10e4,td100,l99,n500,wgs,n100,maf1,0.5624579111735025,12621.117708333333
g1,n10e4,td100,l99,n500,wgs,n100,maf1,0.7504830042521159,13458.758333333333
g1,n10e4,td100,l99,n500,wgs,n100,maf1,0.614395014444987,12552.875
g1,n10e4,td190,l95,n500,wgs,n20,maf1,6862.438020833333,9979.696875
g1,n10e4,td190,l95,n500,wgs,n20,maf1,3407.9052083333336,10481.680208333333
g1,n10e4,td190,l95,n500,wgs,n20,maf1,9203.704166666666,9172.634375
g1,n10e4,td190,l95,n500,wgs,n20,maf1,6593.807291666666,9391.0375
g1,n10e4,td190,l95,n500,wgs,n20,maf1,6805.101041666666,8707.755208333334
g1,n10e4,td190,l95,n500,wgs,n50,maf1,3466.4031250000003,9961.528125
g1,n10e4,td190,l95,n500,wgs,n50,maf1,3424.25390625,11143.217708333334
g1,n10e4,td190,l95,n500,wgs,n50,maf1,2285.8963541666667,10234.451041666665
g1,n10e4,td190,l95,n500,wgs,n50,maf1,4686.4984375,10061.536458333332
g1,n10e4,td190,l95,n500,wgs,n50,maf1,6888.830729166666,9671.294791666665
g1,n10e4,td190,l95,n500,wgs,n100,maf1,0.7344976425170898,11905.09375
g1,n10e4,td190,l95,n500,wgs,n100,maf1,0.6764119466145834,13164.211458333333
g1,n10e4,td190,l95,n500,wgs,n100,maf1,0.7215887705485026,14082.883333333333
g1,n10e4,td190,l95,n500,wgs,n100,maf1,0.7176340738932291,12644.323958333332
g1,n10e4,td190,l95,n500,wgs,n100,maf1,0.6358858108520508,12367.798958333335
g1,n10e4,constant,n500,wgs,n20,maf1,16653.416666666664,12522.973958333332
g1,n10e4,constant,n500,wgs,n20,maf1,10005.704166666666,10004.801041666666
g1,n10e4,constant,n500,wgs,n20,maf1,9999.964583333332,10035.104166666666
g1,n10e4,constant,n500,wgs,n20,maf1,9227.0,9976.15625
g1,n10e4,constant,n500,wgs,n20,maf1,9888.071875,9868.215625
g1,n10e4,constant,n500,wgs,n50,maf1,10092.606249999999,10034.4375
g1,n10e4,constant,n500,wgs,n50,maf1,10029.127083333333,10065.175
g1,n10e4,constant,n500,wgs,n50,maf1,9991.713541666666,9987.653124999999
g1,n10e4,constant,n500,wgs,n50,maf1,10017.501041666666,10084.213541666666
g1,n10e4,constant,n500,wgs,n50,maf1,10019.356249999999,10109.301041666666
g1,n10e4,constant,n500,wgs,n100,maf1,0.6507251103719076,11781.001041666666
g1,n10e4,constant,n500,wgs,n100,maf1,0.6938751220703124,15032.272916666667
g1,n10e4,constant,n500,wgs,n100,maf1,0.6327972412109375,16807.86770833333
g1,n10e4,constant,n500,wgs,n100,maf1,0.7109841028849284,14363.583333333332
g1,n10e4,constant,n500,wgs,n100,maf1,0.6548649470011394,14221.086458333331
