g1_n10e4_constant_n500_n100_rad10k_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,2change,t0t120,3,10012.33426648333,2679.4351521376707,99690.7091375483,95.10039321350062,9706.33034047371,-563734.8441848208,1127479.6883696415
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,2change,all,3,10264.705974923223,3296.2371112017563,100898.85978985454,113.64382427855153,10179.562762928297,-997946.4001929435,1995902.800385887
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,ancient,t0,3,7090.016864217343,7090.016864217343,91868.51322626456,NA,5457.692214663504,-354934.3606720551,709874.7213441102
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,ancient,t0t120,3,5985.599011990147,5985.599011990147,84898.54414619747,NA,4179.732558363273,-564090.9053656813,1128187.8107313626
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,ancient,all,3,6637.782294186448,6637.782294186448,86710.04574643694,NA,4935.4622504089,-998414.1294159662,1996834.2588319324
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Constant,t0,1,63835.84370737045,63835.84370737045,63835.84370737045,NA,NA,-369894.6291383157,739791.2582766314
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Change,t0,1,74287.77678938479,25.310423383661913,74287.77678938479,62.011084408986136,NA,-351572.0820770817,703150.1641541634
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Constant,t0t120,1,55007.67108701918,55007.67108701918,55007.67108701918,NA,NA,-584366.1847972655,1168734.369594531
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Change,t0t120,1,65354.09591276365,586.6447558445485,65354.09591276365,64.7789021194118,NA,-572569.6617491473,1145145.3234982947
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Constant,all,1,61951.46470802912,61951.46470802912,61951.46470802912,NA,NA,-1008041.487012355,2016084.97402471
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Change,all,1,64422.69363700206,2194.834791650056,64422.69363700206,86.00897965176908,NA,-1002575.2528836941,2005156.5057673883
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,2change,t0,1,9715.888110313634,2536.938193114294,96720.01586619,89.19831852748732,9125.31103975708,-349497.62816281995,699005.2563256399
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,2change,t0t120,1,10925.66689709081,1705.7800650257593,1876768.5875474613,75.89042369114745,77685.40816195191,-556339.3726845301,1112688.7453690602
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,2change,all,1,10152.794848812366,2989.0604819837836,99117.74674683914,114.90621827484422,10012.447958598303,-985634.8835306634,1971279.767061327
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,ancient,t0,1,6805.097941283465,6805.097941283465,89594.66742337658,NA,5074.0852006971245,-349580.32756118185,699166.6551223637
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,ancient,t0t120,1,5745.530472744519,5745.530472744519,82831.9001900039,NA,3943.6786001099435,-556688.4615937243,1113382.9231874486
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,ancient,all,1,6252.552087337572,6252.552087337572,84263.3137101806,NA,4515.689560971761,-986187.2499341745,1972380.499868349
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Constant,t0,2,64491.272921156626,64491.272921156626,64491.272921156626,NA,NA,-373893.47717018286,747788.9543403657
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Change,t0,2,74818.91099603674,23.909862120925563,74818.91099603674,57.82949263372407,NA,-355731.98464387935,711469.9692877587
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Constant,t0t120,2,55928.202434342915,55928.202434342915,55928.202434342915,NA,NA,-589844.1128429732,1179690.2256859464
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Change,t0t120,2,66030.02405759161,137.12156489851077,66030.02405759161,18.780634838181513,NA,-578293.0437981848,1156592.0875963697
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Constant,all,2,62580.2706490815,62580.2706490815,62580.2706490815,NA,NA,-1018078.4992496787,2036158.9984993574
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Change,all,2,65012.867303241546,2570.9716638940686,65012.867303241546,81.1066579248484,NA,-1012633.5886071074,2025273.1772142148
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,2change,t0,2,9509.317244560996,666.6506750997712,97635.1422515759,15.802373221701782,8924.356151295138,-353503.1081625147,707016.2163250294
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,2change,t0t120,2,11071.857099475243,2396.374338650384,1569993.1400034875,95.95431344093862,74469.34683813855,-561924.5538036525,1123859.107607305
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,2change,all,2,10170.122423813275,3458.4183659073224,99810.8187524839,96.21011519241866,9987.971175168283,-995502.1963514931,1991014.3927029863
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,ancient,t0,2,7157.808131731873,7157.808131731873,91294.6537162604,NA,5490.116769736032,-353579.4645024664,707164.9290049328
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,ancient,t0t120,2,5880.2577937775395,5880.2577937775395,83851.81782957634,NA,4061.097222338229,-562269.4273617981,1124544.8547235962
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,ancient,all,2,6279.45775760426,6279.45775760426,85031.52178160883,NA,4520.095372448728,-995987.9013284068,1991981.8026568135
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Constant,t0,5,64105.805289142416,64105.805289142416,64105.805289142416,NA,NA,-371273.15761737654,742548.3152347531
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Change,t0,5,74550.65736880676,49.619216619479,74550.65736880676,111.88444951153255,NA,-353117.33226511604,706240.6645302321
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Constant,t0t120,5,55476.57094849321,55476.57094849321,55476.57094849321,NA,NA,-585747.3676572846,1171496.7353145692
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Change,t0t120,5,65559.80237786949,841.620072228216,65559.80237786949,85.07983061970093,NA,-574414.6886640488,1148835.3773280976
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Constant,all,5,62265.65494778188,62265.65494778188,62265.65494778188,NA,NA,-1010861.1225217258,2021724.2450434517
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,Change,all,5,64552.00188846314,2468.4718465491446,64552.00188846314,83.82176108382299,NA,-1005790.5760922397,2011587.1521844794
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,2change,t0,5,9442.979459170754,2295.766357110663,97635.56576033172,58.66198804083869,8952.09107213631,-350893.6152874989,701797.2305749978
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,2change,t0t120,5,9736.088468749427,3259.0014175613646,96742.37538782194,118.06474374246673,9100.445376306534,-557932.7994970602,1115875.5989941205
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,2change,all,5,9968.650373436409,3368.7109311889026,97657.70699299443,109.53165511147272,9447.196478719112,-988692.5666243742,1977395.1332487485
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,ancient,t0,5,7079.489354591808,7079.489354591808,91109.73931165514,NA,5488.614352407545,-350955.3685141171,701916.7370282342
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,ancient,t0t120,5,5868.3827526436835,5868.3827526436835,83349.84364744787,NA,4065.41680168725,-558270.2681016831,1116546.5362033662
g1_n10e4_td100_l99_n500_n200_rad50k_exp_estimates_4mods.csv,ancient,all,5,6458.297656391644,6458.297656391644,84914.83023524356,NA,4679.4947527839,-989127.4951988375,1978260.990397675
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Constant,t0,2,4512.740535370959,4512.740535370959,4512.740535370959,NA,NA,-1817777.4725067008,3635556.9450134016
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Change,t0,2,4227.679113145029,5000000.000000003,4227.679113145029,119.99999999837084,NA,-1807098.2517778215,3614202.503555643
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Constant,t0t120,2,4381.891035525304,4381.891035525304,4381.891035525304,NA,NA,-2786714.9276475254,5573431.855295051
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Change,t0t120,2,4286.391331766206,4915057.698830444,4286.391331766206,61.22207367544316,NA,-2785632.788370679,5571271.576741358
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Constant,all,2,4390.194060142239,4390.194060142239,4390.194060142239,NA,NA,-4474436.358703508,8948874.717407016
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Change,all,2,4271.066681928539,217716.16586257087,4271.066681928539,19.664680099497506,NA,-4470934.918361547,8941875.836723095
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,2change,t0,2,9670.947470974152,2651.970277641115,64.8252333858442,78.70203766623248,12097.150866286825,-1763598.9533693525,3527207.906738705
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,2change,t0t120,2,9923.807923891663,19394.572427431496,992.9466801948682,37.06841731218279,10037.746787867438,-2725646.2021422097,5451302.4042844195
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,2change,all,2,10010.645963924793,4465.178339481169,1120.1731304877135,83.64849857823431,9716.19380441096,-4411395.572835292,8822801.145670583
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,ancient,t0,2,9254.103156207317,9254.103156207317,83.60142588126787,NA,12209.664673967469,-1763994.585557785,3527995.17111557
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,ancient,t0t120,2,4386.335971103544,4386.335971103544,1085.9279267633485,NA,78429.66913148556,-2786701.435397024,5573408.870794048
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,ancient,all,2,9757.22092266014,9757.22092266014,492.9809521474028,NA,11138.539858692662,-4411592.810857923,8823191.621715846
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Constant,t0,1,4519.435791882205,4519.435791882205,4519.435791882205,NA,NA,-1822452.6677513614,3644907.3355027228
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Change,t0,1,4233.503855991613,5000000.000000003,4233.503855991613,119.99999999840061,NA,-1811746.0556131178,3623498.1112262355
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Constant,t0t120,1,4375.02153432724,4375.02153432724,4375.02153432724,NA,NA,-2801778.4165976658,5603558.8331953315
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Change,t0t120,1,4298.183272502172,5000000.000000003,4298.183272502172,49.04087674042841,NA,-2801079.553929466,5602165.107858932
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Constant,all,1,4401.28004257104,4401.28004257104,4401.28004257104,NA,NA,-4495504.27698447,8991010.55396894
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Change,all,1,4296.674285414931,193914.27530193533,4296.674285414931,19.072414220128657,NA,-4492432.448751622,8984870.897503244
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,2change,t0,1,9723.56778436008,2603.780866269107,55.81149281141866,78.79661054533352,12117.384468654975,-1767580.8845025701,3535171.7690051403
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,2change,t0t120,1,10052.369808296278,13613.517023249957,1048.0250582896351,20.21563820640741,9918.564338817974,-2739534.9062436614,5479079.812487323
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,2change,all,1,10044.10880423704,3754.253789634297,1040.6674309572948,85.4629990332368,9943.096692804242,-4432293.155042164,8864596.310084328
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,ancient,t0,1,9297.338225765765,9297.338225765765,84.62319196241492,NA,12214.285243564966,-1768000.6326214126,3536007.2652428253
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,ancient,t0t120,1,4379.456135978421,4379.456135978421,1096.8341529362458,NA,78406.50468388067,-2801765.0394556797,5603536.078911359
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,ancient,all,1,9777.429739645713,9777.429739645713,483.93626313510845,NA,11194.131784661824,-4432617.302590408,8865240.605180817
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Constant,t0,4,4512.922971463751,4512.922971463751,4512.922971463751,NA,NA,-1816208.232688971,3632418.465377942
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Change,t0,4,4233.460641584866,5000000.000000003,4233.460641584866,119.94774905705049,NA,-1805730.0382083354,3611466.076416671
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Constant,t0t120,4,4372.3951340193225,4372.3951340193225,4372.3951340193225,NA,NA,-2789286.9828199907,5578575.965639981
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Change,t0t120,4,4283.375110194247,5000000.000000003,4283.375110194247,56.805238590022995,NA,-2788349.962723799,5576705.925447598
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Constant,all,4,4372.125458006062,4372.125458006062,4372.125458006062,NA,NA,-4478933.642998017,8957869.285996035
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Change,all,4,4274.77962782227,205279.33393535105,4274.77962782227,19.40461536780132,NA,-4476108.723080568,8952223.446161136
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,2change,t0,4,9671.637176933185,2497.0210715758367,64.81483639306998,78.68594608841508,12106.211651793088,-1762656.3953951332,3525322.7907902664
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,2change,t0t120,4,9900.123027135753,24720.50047191133,827.4450647244664,42.604634136418554,10421.915132721357,-2728250.145199688,5456510.290399376
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,2change,all,4,10058.363802340651,4990.914738623558,1199.7241611687614,50.69188817385269,9503.622134735582,-4416045.336474158,8832100.672948316
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,ancient,t0,4,9219.518052805666,9219.518052805666,87.27966321859219,NA,12207.847758846046,-1763102.1493193503,3526210.2986387005
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,ancient,t0t120,4,4376.770922205507,4376.770922205507,1097.6642123761224,NA,78388.439872505,-2789273.7691785935,5578553.538357187
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,ancient,all,4,9756.167189880924,9756.167189880924,719.5593904563922,NA,10613.700095934415,-4416491.655424401,8832989.310848802
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Constant,t0,5,4523.6094670897455,4523.6094670897455,4523.6094670897455,NA,NA,-1827944.4775067647,3655890.9550135294
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Change,t0,5,4222.596304241132,5000000.000000003,4222.596304241132,119.9999999985272,NA,-1816742.1140663475,3633490.228132695
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Constant,t0t120,5,4385.70652076882,4385.70652076882,4385.70652076882,NA,NA,-2798923.029072401,5597848.058144802
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Change,t0t120,5,4301.477227868765,4911938.163587885,4301.477227868765,54.237831892662776,NA,-2798078.62401592,5596163.24803184
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Constant,all,5,4404.235077980171,4404.235077980171,4404.235077980171,NA,NA,-4493817.460737323,8987636.921474647
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Change,all,5,4290.245782019665,231281.59187536503,4290.245782019665,19.992463999121895,NA,-4490497.249460315,8981000.49892063
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,2change,t0,5,9753.516311514944,2928.4057686287974,52.499534969243285,79.01203856845466,12116.210742378218,-1771589.9784879335,3543189.956975867
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,2change,t0t120,5,10060.287607419548,26337.08377321666,1077.4277125133017,42.531926983834175,9852.679858363681,-2736492.968446761,5472995.936893522
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,2change,all,5,10035.85124106631,4385.186664935557,1000.9416011790537,86.6678220514292,10019.999778835518,-4430087.220520676,8860184.441041352
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,ancient,t0,5,9371.72048819422,9371.72048819422,10.000000000000002,NA,12334.393274022255,-1771911.6031951231,3543829.2063902463
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,ancient,t0t120,5,4390.2217026680855,4390.2217026680855,1081.9446938668816,NA,78477.96393347619,-2798909.3337334367,5597824.667466873
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,ancient,all,5,9838.44067801085,9838.44067801085,653.4202972787216,NA,10805.33890261746,-4430285.665670659,8860577.331341319
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Constant,t0,3,4531.6067324285295,4531.6067324285295,4531.6067324285295,NA,NA,-1827764.826742593,3655531.653485186
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Change,t0,3,4242.13441532183,5000000.000000003,4242.13441532183,119.99999999828857,NA,-1816952.7465298723,3633911.4930597446
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Constant,t0t120,3,4392.148083305824,4392.148083305824,4392.148083305824,NA,NA,-2804770.296309177,5609542.592618354
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Change,t0t120,3,4298.891734555946,4921231.3155631935,4298.891734555946,59.641810613229545,NA,-2803737.906340431,5607481.812680862
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Constant,all,3,4392.775391635474,4392.775391635474,4392.775391635474,NA,NA,-4491303.551471146,8982609.102942292
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,Change,all,3,4284.159275075385,175977.10917168894,4284.159275075385,20.388532402741575,NA,-4488186.661756066,8976379.323512131
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,2change,t0,3,9763.390790259697,2631.915635687967,55.09757230160954,78.79705377034176,12144.269141868062,-1772521.0333024955,3545052.066604991
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,2change,t0t120,3,10079.30349444755,739.429975567723,1048.9712028566112,41.778509570868934,9903.62597445182,-2741664.69016099,5483339.38032198
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,2change,all,3,10012.446515286128,7963.774340253507,1058.5304858340999,18.798005075079473,9888.104927665461,-4428520.372567013,8857050.745134026
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,ancient,t0,3,9344.27584989306,9344.27584989306,21.62021246813637,NA,12382.214519092695,-1772925.2510071,3545856.5020142
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,ancient,t0t120,3,4396.734737738613,4396.734737738613,1073.3284826358058,NA,78539.09068890123,-2804756.359975572,5609518.719951144
g1_n10e4_td100_l99_n500_n20_wgs_bot_estimates_4mods.csv,ancient,all,3,9750.17667409452,9750.17667409452,497.0273967779763,NA,11158.390000221048,-4428800.8023229875,8857607.604645975
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Constant,t0,1,64164.571198723155,64164.571198723155,64164.571198723155,NA,NA,-18605910.58754089,37211823.17508178
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Change,t0,1,81988.07204348351,27.319003460089363,81988.07204348351,107.61093596333774,NA,-17788325.10006752,35576656.20013504
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Constant,t0t120,1,64566.50380053772,64566.50380053772,64566.50380053772,NA,NA,-28411631.609083023,56823265.218166046
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Change,t0t120,1,65379.17969584389,176.24474250436253,65379.17969584389,43.005261700654756,NA,-28341259.472344477,56682524.94468895
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Constant,all,1,64646.01397186442,64646.01397186442,64646.01397186442,NA,NA,-48239740.876310915,96479483.75262183
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Change,all,1,64996.7828991847,6071.2568899127255,64996.7828991847,46.38997686965784,NA,-48200720.71311118,96401447.42622235
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,2change,t0,1,7669.2932379002405,1665837.5428614554,95427.19776693129,100.61856236514399,6848.985664147781,-17766664.332794007,35533338.665588014
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,2change,t0t120,1,9515.2748434983,1840.8042620025767,98513.83866261924,74.41865728326445,9157.894091158487,-27567692.047369324,55135394.09473865
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,2change,all,1,10002.227666885134,5024.892146515627,100166.39999778265,61.09820985435652,10062.348242226455,-47416994.65340681,94833999.30681361
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,ancient,t0,1,8822.462778461306,8822.462778461306,97725.80149277004,NA,8363.732630702074,-17766603.440978736,35533212.88195747
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,ancient,t0t120,1,7211.181122835632,7211.181122835632,91983.43843131934,NA,5773.601851559037,-27570402.20699206,55140810.41398412
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,ancient,all,1,9180.40823122034,9180.40823122034,97200.43239875848,NA,8596.50310108302,-47418217.950714,94836441.901428
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Constant,t0,2,64292.25782692288,64292.25782692288,64292.25782692288,NA,NA,-18650350.089346897,37300702.17869379
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Change,t0,2,82066.11025777328,27.43128785263858,82066.11025777328,107.54733707403983,NA,-17831961.114089385,35663928.22817877
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Constant,t0t120,2,64676.70618076706,64676.70618076706,64676.70618076706,NA,NA,-28478128.362229783,56956258.724459566
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Change,t0t120,2,65473.070160338575,182.8462013588507,65473.070160338575,43.35588372820869,NA,-28410098.117528934,56820202.23505787
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Constant,all,2,64885.70476443516,64885.70476443516,64885.70476443516,NA,NA,-48357057.61005254,96714117.22010508
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Change,all,2,65225.45397160085,6234.203898020512,65225.45397160085,46.34867099828027,NA,-48320623.418026105,96641252.83605221
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,2change,t0,2,10121.546554048664,1675.3819103196358,100099.49510218075,66.4721835209897,10130.371583414846,-17811011.709043764,35622033.41808753
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,2change,t0t120,2,9774.376309103967,2016.1905924951186,98921.43130313802,75.66033094071899,9497.882051524957,-27641344.431509078,55282698.863018155
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,2change,all,2,9906.295895940038,5850.75276281216,99355.88338169384,57.391371851692945,9698.86569110582,-47535684.00141607,95071378.00283214
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,ancient,t0,2,8731.726525862552,8731.726525862552,97144.71788893371,NA,8112.58172662807,-17811084.641424894,35622175.28284979
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,ancient,t0t120,2,7676.060029323183,7676.060029323183,92722.03277121048,NA,6285.528450982027,-27643825.80954558,55287657.61909116
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,ancient,all,2,9270.289953941503,9270.289953941503,97186.55782106867,NA,8601.81826379625,-47536384.632742494,95072775.26548499
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Constant,t0,5,64120.982094723426,64120.982094723426,64120.982094723426,NA,NA,-18594037.213122517,37188076.426245034
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Change,t0,5,81876.5201747581,27.393678606162375,81876.5201747581,107.54603436498084,NA,-17780021.613581873,35560049.22716375
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Constant,t0t120,5,64411.66972879039,64411.66972879039,64411.66972879039,NA,NA,-28409521.293550838,56819044.587101676
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Change,t0t120,5,65261.59979606327,166.34240666866685,65261.59979606327,42.8218220372265,NA,-28332948.689302772,56665903.378605545
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Constant,all,5,64641.00868180856,64641.00868180856,64641.00868180856,NA,NA,-48216813.19474025,96433628.3894805
g1_n10e4_td100_l99_n500_n20_wgs_exp_estimates_4mods.csv,Change,all,5,64981.89713458341,6091.2626234788,64981.89713458341,46.43040837081206,NA,-48178269.12331423,96356544.24662846
