gentime,NeAnc,td,lambda,maxn,sampn,data,model,scheme,Nh,Nc,Na,T,Ta,lnL,AIC2C,Nh1C,Nc1C,Td1C,lnL1C,AIC1C,NhC,NcC,lnLC,AICC,AIC2C-AIC1C,AIC2C-AICC,Nch,Nhh,Th,lnLh,AICh,AIC2C-AICh,AIC1C-AICh,AICC-AICh
g1,n10e4,td100,l99,n500,n100,rad10k,2change,all,9405.402459,2618.563053,1484.693032,119.9831581,9256.04052,-20648.23282,41306.46565,4271.412068,4587.741585,10.00571182,-20548.33435,41102.6687,4533.474083,4533.474083,-20552.84925,41107.6985,203.7969465,198.767151,8657.192989,1761.481389,7464.542483,-20291.76035,40589.5207,716.9449548,513.1480048,518.1778048
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0,9237.084037,1269.190816,220.7014252,25.988156,12147.98436,-7873.266831,15756.53366,4480.351255,5648.296688,119.9988523,-8087.128217,16180.25643,4541.560993,4541.560993,-8088.55807,16179.11614,-423.7227716,-422.5824784,8608.51777,10,13060.83308,-7951.668704,15909.33741,-152.8037475,270.9190225,269.7787325
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0t120,9728.75987,11029.33767,406.8239579,11.42225888,11409.05102,-12363.59095,24737.18189,4661.667349,2184.331278,10.1546407,-12622.42601,25250.85202,4590.05036,4590.05036,-12622.70778,25247.41557,-513.6701286,-510.2336735,7443.509118,10,11278.69458,-12349.97183,24705.94365,31.23823809,544.9083681,541.4719181
g1,n10e4,td100,l99,n500,n100,rad10k,2change,all,9783.49383,3738.729746,914.4718722,119.9890118,10204.02432,-20378.07694,40766.15389,4237.002944,4421.364206,10.00445777,-20446.60588,40899.21176,4417.245148,4417.245148,-20448.55063,40899.10126,-133.0578679,-132.9473728,8934.328511,10,12197.71232,-20404.95253,40815.90506,-49.75116728,83.30670272,83.19620272
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0,10264.89682,3104.19994,1903.999057,119.9966597,7206.471804,-7796.781804,15603.56361,4267.606187,7699.485341,119.9997195,-7942.164729,15890.32946,4368.727871,4368.727871,-7950.188987,15902.37797,-286.7658487,-298.8143648,8767.259543,15.29708349,12065.4499,-7809.392746,15624.78549,-21.22188125,265.5439688,277.5924788
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0t120,9928.948039,2608.174811,1559.000944,99.42870052,8050.46376,-12294.25536,24598.51071,4413.68387,5201.40475,42.6252646,-12481.86068,24969.72137,4463.4336,4463.4336,-12481.99181,24965.98362,-371.2106544,-367.4729071,7377.86793,41.63012122,10025.45011,-12319.8806,24645.7612,-47.25048541,323.9601746,320.2224246
g1,n10e4,td100,l99,n500,n100,rad10k,2change,all,10351.50074,3103.591543,1756.6266,114.6495279,7695.288496,-20164.22861,40338.45722,4100.648654,4391.450406,10.37566195,-20358.61583,40723.23166,4362.759796,4362.759796,-20362.78959,40727.57918,-384.7744358,-389.1219518,8912.020164,1101.293233,8599.381836,-20178.11909,40362.23818,-23.78096146,360.9934785,365.3409985
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0,9918.516186,3112.885629,10,112.9159008,12249.04477,-40036.45889,80082.91778,4399.275253,6169.937899,119.9889958,-40569.01225,81144.02451,4473.285335,4473.285335,-40583.32146,81168.64292,-1061.106728,-1085.72514,8797.158306,10,12302.03091,-39352.98632,78711.97263,1370.945147,2432.051877,2456.670287
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0t120,10180.04071,11424.46221,160.9323307,10.17956442,12127.68407,-62784.69328,125579.3866,4536.994117,2394.171969,10.00037183,-63446.19439,126898.3888,4478.704605,4478.704605,-63447.14431,126896.2886,-1319.002205,-1316.902053,7877.290266,10,10522.06755,-61846.55069,123699.1014,1880.285218,3199.287418,3197.187218
g1,n10e4,td100,l99,n500,n100,rad50k,2change,all,9940.368077,3681.281808,204.1822262,96.64844446,11855.93647,-103069.2303,206148.4606,4203.069264,4297.313118,10.65155184,-103631.6424,207269.2848,4295.39903,4295.39903,-103634.1302,207270.2604,-1120.824258,-1121.799849,8936.837658,140.3668148,10981.71296,-101748.9827,203503.9655,2644.495146,3765.319346,3766.294946
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0,9386.613896,4061.402195,286.0894043,115.7845547,11950.82033,-39539.83889,79089.67777,4426.832823,8471.842913,119.8986255,-40140.56331,80287.12662,4537.18584,4537.18584,-40185.58014,80373.16029,-1197.448853,-1283.482518,8949.885176,10,12381.10572,-39891.84769,79789.69539,-700.017618,497.431232,583.464902
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0t120,9824.906017,11441.61264,79.04438582,12.68640649,12468.09466,-62180.67594,124371.3519,4620.130226,5036.28564,88.90556863,-63011.77153,126029.5431,4675.004618,4675.004618,-63012.35046,126026.7009,-1658.191173,-1655.349036,7421.229965,10,10103.53636,-62630.6335,125267.267,-895.9150908,762.2761092,759.4339092
g1,n10e4,td100,l99,n500,n100,rad50k,2change,all,10097.16049,2903.953267,1762.97911,109.3647637,8461.056743,-102222.4604,204454.9208,4352.535018,4494.204719,10.66576807,-103074.3322,206154.6645,4479.364169,4479.364169,-103079.0195,206160.0389,-1699.743616,-1705.118064,8639.150192,10,10974.73148,-102745.7001,205497.4001,-1042.47933,657.2643703,662.6387703
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0,10239.18322,1934.493385,494.9655878,77.05409865,10816.72462,-39777.95012,79565.90024,4334.016198,6655.261029,119.993249,-40003.9417,80013.88339,4430.010978,4430.010978,-40026.74729,80055.49459,-447.9831519,-489.5943456,8685.899376,71.07223528,12759.87412,-39577.11844,79160.23688,405.6633581,853.6465081,895.2577081
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0t120,10262.13049,12251.35675,23.63436309,12.90691975,11991.66971,-62470.03759,124950.0752,4555.703098,6357.36227,42.34613412,-62693.35227,125392.7045,4647.710927,4647.710927,-62695.4474,125392.8948,-442.6293582,-442.819628,7573.625776,10,11058.7404,-62295.67146,124597.3429,352.7322847,795.3615847,795.5518847
g1,n10e4,td100,l99,n500,n100,rad50k,2change,all,10188.68911,2810.253274,561.1122497,101.150525,10654.16641,-102638.5073,205287.0146,4312.207072,5614.941317,112.4455374,-102651.3806,205308.7612,4448.905363,4448.905363,-102656.2803,205314.5606,-21.74662792,-27.54601832,8587.59716,215.5048517,11320.73203,-102304.4636,204614.9273,672.0873359,693.8339359,699.6333359
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0,9824.357108,667.1381866,556.7573276,20.88547344,10703.80393,-39266.49072,78542.98144,4469.482013,7088.080813,119.9994482,-40735.89928,81477.79856,4555.348386,4555.348386,-40760.40805,81522.81611,-2934.817122,-2979.834671,8899.603339,10,12745.42753,-40113.19014,80232.38028,-1689.398836,1245.418284,1290.435834
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0t120,10028.50924,3316.526891,581.6787025,119.9896023,10636.96806,-61734.84954,123479.6991,4627.470722,5395.002732,88.88099367,-63695.75265,127397.5053,4723.610589,4723.610589,-63697.59643,127397.1929,-3917.806216,-3917.493773,7919.254694,10,10931.34708,-62892.22927,125790.4585,-2310.759438,1607.046762,1606.734362
g1,n10e4,td100,l99,n500,n100,rad50k,2change,all,10390.15058,3042.0736,1681.115118,109.8481386,8223.660738,-101685.0088,203380.0176,4342.342318,4539.036542,10.68487052,-103957.7059,207921.4118,4511.194719,4511.194719,-103966.6083,207935.2166,-4541.394143,-4555.198956,8875.545587,27.97590243,11619.59726,-103128.7348,206263.4696,-2883.451967,1657.942233,1671.747033
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0,9835.148857,1175.666586,10,33.94113574,12567.3648,-40376.06944,80762.13889,4619.696478,13308.38066,13.80074066,-41072.67264,82151.34527,4629.004924,4629.004924,-41075.83061,82153.66123,-1389.206381,-1391.522337,8891.970064,10,13054.86382,-40457.85744,80921.71488,-159.5759943,1229.630386,1231.946346
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0t120,9999.6617,2950.229195,367.4333648,119.9996361,11640.09372,-63639.3503,127288.7006,4642.009821,4271.850744,41.47232617,-64540.0526,129086.1052,4616.019007,4616.019007,-64540.20895,129082.4179,-1797.404594,-1793.717302,7547.899632,10,10795.33953,-63788.86632,127583.7326,-295.0320413,1502.372559,1498.685259
g1,n10e4,td100,l99,n500,n100,rad50k,2change,all,10007.07935,3287.069952,10.26029369,119.8296611,12473.0823,-104583.4711,209176.9422,4430.132102,5933.934718,112.5315381,-105477.0223,210960.0447,4581.494226,4581.494226,-105483.0345,210968.0691,-1783.102474,-1791.126855,8985.986083,10,11883.21124,-104640.7672,209287.5345,-110.5922722,1672.510228,1680.534628
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0,9964.112257,2968.506926,591.5887266,110.2446068,11058.4749,-4004218.398,8008446.796,4441.882703,6865.29303,119.2525617,-4077793.766,8155593.532,4529.760312,4529.760312,-4080044.768,8160091.536,-147146.7358,-151644.7396,8801.531215,19.43211003,12623.74316,-4003872.942,8007751.884,694.9124329,147841.6484,152339.6524
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0t120,10004.9508,2617.217566,994.2069219,100.8745965,10035.53262,-6297218.739,12594447.48,4630.710195,5062.686655,45.14683068,-6394843.143,12789692.29,4659.197691,4659.197691,-6394863.088,12789728.18,-195244.8063,-195280.6962,7631.253391,10,10717.49495,-6289881.461,12579768.92,14678.55865,209923.3687,209959.2587
g1,n10e4,td100,l99,n500,n100,wgs,2change,all,9860.82628,3028.338713,10.07846998,115.2691008,12157.59269,-10342187.91,20684385.82,4333.439526,5159.179387,76.09597977,-10426857.57,20853721.13,4458.96537,4458.96537,-10427265.26,20854532.52,-169335.3087,-170146.6941,8782.366674,166.5330167,11217.95989,-10304726.19,20609458.37,74927.44853,244262.7585,245074.1485
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0,10097.5905,2709.121571,1095.076541,102.3305946,9783.663736,-4004964.918,8009939.837,4438.671589,6815.858074,119.3031307,-4074561.767,8149129.534,4525.819115,4525.819115,-4076754.739,8153511.479,-139189.6976,-143571.6422,10252.63002,112.5464382,17438.47243,-4023162.403,8046330.806,-36390.96947,102798.7275,107180.6725
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0t120,10002.0642,3031.249619,1018.1239,109.2534117,9970.051966,-6297464.223,12594938.45,4609.788127,4682.57938,45.12445436,-6388555.306,12777116.61,4615.006265,4615.006265,-6388555.929,12777113.86,-182178.1668,-182175.4138,7735.976896,10.79967453,10798.15213,-6315658.823,12631323.65,-36385.19595,145792.964,145790.214
g1,n10e4,td100,l99,n500,n100,wgs,2change,all,9887.842019,3580.148695,10.00888781,115.3982293,12214.25264,-10331618.12,20663246.23,4325.065628,5116.612324,76.0732121,-10432995.5,20865997,4445.974717,4445.974717,-10433376.68,20866755.36,-202750.7666,-203509.1279,8747.281682,10,11519.71642,-10343077.85,20686161.71,-22915.47565,179835.2944,180593.6544
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0,9849.349137,3091.685817,646.6646748,118.40188,10814.91854,-3991031.666,7982073.331,4420.346212,7180.224266,119.9984291,-4066091.892,8132189.785,4514.13868,4514.13868,-4068843.324,8137688.649,-150116.4534,-155615.3172,8815.498366,10,12667.94343,-4013014.959,8026035.918,-43962.58684,106153.8672,111652.7312
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0t120,9987.551883,2630.803189,1061.757398,98.10574278,9884.274389,-6268837.471,12537684.94,4602.766284,4929.482857,45.10659633,-6367785.472,12735576.94,4624.735393,4624.735393,-6367798.654,12735599.31,-197892.0021,-197914.3644,7764.564068,15.18016652,10785.13866,-6309106.623,12618219.25,-80534.30656,117357.6934,117380.0634
g1,n10e4,td100,l99,n500,n100,wgs,2change,all,10042.75861,2925.728282,1063.733293,120,9905.739455,-10300532.31,20601074.62,4304.828725,4676.505774,21.53859466,-10388142.37,20776290.74,4472.954305,4472.954305,-10388963.39,20777928.78,-175216.1259,-176854.1668,8970.232085,10,11692.80603,-10336465.94,20672937.88,-71863.26499,103352.855,104990.895
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0,9919.606298,3220.114494,915.8432162,119.9999722,10194.66703,-3996813.423,7993636.845,4434.373192,6852.224031,119.2613755,-4075618.883,8151243.766,4522.896258,4522.896258,-4077875.77,8155753.54,-157606.9207,-162116.6945,8762.779765,10,12671.23958,-3999143.766,7998293.533,-4656.687887,152950.2331,157460.0071
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0t120,9976.931848,2658.56039,1061.154917,100.0637333,9851.689251,-6276922.831,12553855.66,4606.961798,5651.839317,45.29693323,-6388832.778,12777671.56,4670.23197,4670.23197,-6388928.74,12777859.48,-223815.8939,-224003.8182,7681.449257,252.2107998,10274.42742,-6281576.273,12563158.55,-9302.886052,214513.0139,214700.9339
g1,n10e4,td100,l99,n500,n100,wgs,2change,all,10032.80873,3206.525425,1057.583655,108.9735145,9896.597804,-10297947.7,20595905.4,4328.933883,4587.700849,10.00162869,-10421285.23,20842576.47,4555.302329,4555.302329,-10422920.12,20845842.23,-246671.0696,-249936.8309,8746.125296,10,11529.7447,-10307707.88,20615421.75,-19516.35495,227154.715,230420.475
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0,9854.667396,2675.986633,281.878212,92.36265472,11676.16144,-4007489.857,8014989.713,4429.077007,6772.20668,119.3117827,-4060748.869,8121503.739,4514.392629,4514.392629,-4062893.111,8125788.223,-106514.025,-110798.5093,8805.371954,10,12686.8921,-4012322.518,8024651.036,-9661.323232,96852.70277,101137.1868
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0t120,10048.3526,2688.683479,958.7355341,100.1871641,10146.76173,-6302801.471,12605612.94,4619.139371,5025.381441,45.10732221,-6359426.413,12718858.83,4645.903701,4645.903701,-6359445.28,12718892.56,-113245.8846,-113279.6179,7601.10012,10,10696.99651,-6310925.495,12621856.99,-16244.04956,97001.84044,97035.57044
g1,n10e4,td100,l99,n500,n100,wgs,2change,all,9925.734069,3378.030213,591.5960851,100.0732182,10982.4121,-10336069.57,20672149.13,4268.115749,4480.620751,10.00545965,-10390320.13,20780646.26,4466.96941,4466.96941,-10391507.51,20783017.01,-108497.1316,-110867.8827,8721.671195,10,11496.55279,-10349437.92,20698881.84,-26732.7083,81764.4217,84135.1717
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0,9988.666528,987.8248434,979.1293958,30.5516981,10060.91381,-1771572.837,3543155.674,4233.840033,5000000,119.9958428,-1805727.361,3611460.722,4512.923026,4512.923026,-1816208.233,3632418.465,-68305.04873,-89262.79168,9370.509041,13.74555789,12323.72509,-1771911.844,3543829.688,-674.0143997,67631.0336,88588.7766
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0t120,10077.95239,1339.287421,1152.977174,63.38127294,9659.673318,-2736477.371,5472964.743,4283.606746,4997875.7,56.8405451,-2788349.964,5576705.927,4372.394854,4372.394854,-2789286.983,5578575.966,-103741.1845,-105611.2228,9611.163743,261.1983749,11607.04939,-2737406.27,5474818.54,-1853.796574,101887.3874,103757.4264
g1,n10e4,td100,l99,n500,n20,wgs,2change,all,9844.939519,3913.277172,19.9752275,114.9877195,12169.91685,-4430128.703,8860267.406,4224.486358,4986449.136,23.40449025,-4476279.08,8952564.161,4372.125458,4372.125458,-4478933.643,8957869.286,-92296.75478,-97601.87984,9746.591138,33.77233661,12132.57497,-4430297.47,8860600.94,-333.534128,91963.22087,97268.34587
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0,9877.882839,1043.339724,618.3109982,32.71677328,10928.51378,-1772515.844,3545041.688,4221.980218,5000000,119.5492783,-1816769.657,3633545.314,4523.610297,4523.610297,-1827944.478,3655890.955,-88503.62579,-110849.2673,9248.781476,10,12360.33814,-1763989.142,3527984.284,17057.40354,105561.0295,127906.6705
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0t120,10073.86256,2725.712112,1029.759255,98.46749569,9952.698336,-2741662.12,5483334.24,4301.450658,3144151.871,54.88416448,-2798078.705,5596163.41,4385.706314,4385.706314,-2798923.029,5597848.058,-112829.1703,-114513.8182,9584.354257,555.7926399,10971.06515,-2726316.676,5452639.353,30694.88712,143524.0571,145208.7051
g1,n10e4,td100,l99,n500,n20,wgs,2change,all,9788.752021,3647.549129,14.86349205,115.8584858,12183.81644,-4428608.532,8857227.064,4289.894315,236361.6798,20.03810576,-4490497.249,8981000.499,4404.235078,4404.235078,-4493817.461,8987636.921,-123773.4344,-130409.8573,9691.226355,32.55071585,12112.4543,-4411607.909,8823221.818,34005.24607,157778.6811,164415.1031
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0,10037.80485,748.8523065,1179.61821,28.26829242,9586.178892,-1767553.738,3535117.475,4233.796447,5000000,119.3925182,-1811780.96,3623567.92,4519.435792,4519.435792,-1822452.668,3644907.336,-88450.44461,-109789.86,9289.463601,10,12363.49213,-1767995.447,3535996.893,-879.4182335,87571.02677,108910.4428
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0t120,10045.46998,2683.008118,1034.703543,114.5530601,9944.025014,-2739537.788,5479085.576,4300.113834,687883.6377,49.56243629,-2801082.371,5602170.742,4375.021369,4375.021369,-2801778.417,5603558.833,-123085.1662,-124473.2572,9595.683074,348.0399626,11413.47516,-2740630.324,5481266.648,-2181.071883,120904.0941,122292.1851
g1,n10e4,td100,l99,n500,n20,wgs,2change,all,9839.000775,3188.873003,19.492531,115.379779,12183.26542,-4432341.125,8864692.25,4294.248879,193734.0774,19.35732979,-4492433.753,8984873.506,4401.280042,4401.280042,-4495504.277,8991010.554,-120181.2556,-126318.3036,9714.848853,37.59345175,12137.20795,-4432625.955,8865257.911,-565.6606667,119615.5953,125752.6433
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0,9846.843175,881.4682378,848.0072697,28.98645874,10378.24238,-1763587.371,3527184.741,4227.67979,5000000,119.998401,-1807098.343,3614202.686,4512.740605,4512.740605,-1817777.473,3635556.945,-87017.94504,-108372.2039,9332.228642,10,12386.88821,-1772924.174,3545854.348,-18669.60668,68348.33832,89702.59732
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0t120,9921.575146,2391.094464,993.9902283,84.86955369,10026.89132,-2725638.7,5451287.399,4286.327747,5000000,61.32933997,-2785632.79,5571271.579,4381.890732,4381.890732,-2786714.928,5573431.855,-119984.18,-122144.4561,9698.601408,498.3581144,11100.93697,-2742421.459,5484848.918,-33561.51937,86422.66063,88582.93663
g1,n10e4,td100,l99,n500,n20,wgs,2change,all,9994.403969,3678.556244,1079.766128,114.9542345,9812.436975,-4411394.933,8822799.866,4271.090084,220917.487,19.6820122,-4470934.922,8941875.844,4390.19406,4390.19406,-4474436.359,8948874.717,-119075.9779,-126074.8517,9685.595656,31.40572917,12143.22815,-4428811.645,8857629.289,-34829.42315,84246.55485,91245.42785
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0,9796.605339,2076.886776,639.1349618,69.23107944,10864.998,-1762649.485,3525308.97,4242.429633,5000000,119.391491,-1816988.234,3633982.469,4531.606732,4531.606732,-1827764.827,3655531.653,-108673.4983,-130222.6831,9238.886546,32.47514182,12366.75203,-1763098.043,3526202.085,-893.1150648,107780.3839,129329.5679
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0t120,9933.751146,1542.570073,1015.189118,66.40422403,9971.567923,-2728236.968,5456483.935,4298.545666,5000000,57.93043534,-2803738.759,5607483.519,4392.147914,4392.147914,-2804770.296,5609542.593,-150999.5835,-153058.6571,9528.419235,262.6848206,11590.98692,-2729038.131,5458082.262,-1598.327385,149401.2566,151460.3306
g1,n10e4,td100,l99,n500,n20,wgs,2change,all,9917.817523,5144.807554,762.7753541,50.42151311,10571.2849,-4416067.389,8832144.777,4284.051611,281142.9872,20.93955034,-4488182.411,8976370.821,4392.775392,4392.775392,-4491303.551,8982609.103,-144226.044,-150464.3257,9765.451206,762.4777834,10519.84736,-4416491.598,8832989.195,-844.4183483,143381.6257,149619.9077
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0,9516.972795,3291.113341,1078.119878,119.9982255,10096.54885,-10104.23496,20218.46992,4541.674089,4352.792398,56.16447998,-10236.37278,20478.74556,4537.252326,4537.252326,-10236.41465,20474.8293,-260.2756337,-256.3593762,8129.96693,10,13161.38818,-10170.87195,20347.74391,-129.2739897,131.0016503,127.0853903
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0t120,9758.64485,2126.398485,529.4869588,76.75376669,11235.44916,-16338.32986,32686.65972,5253.480545,4306.154329,81.04144433,-16534.53543,33075.07086,5068.330789,5068.330789,-16535.70701,33073.41403,-388.4111401,-386.7543048,6356.950675,10,9883.436495,-16552.48902,33110.97803,-424.3183115,-35.90717153,-37.56400153
g1,n10e4,td100,l99,n500,n200,rad10k,2change,all,9714.751536,3634.521225,225.8703815,106.069659,11739.17461,-27173.6605,54357.321,4808.862499,5096.256872,115.5669339,-27366.22293,54738.44586,4866.858005,4866.858005,-27366.34007,54734.68014,-381.1248553,-377.3591362,7467.869715,979.5537016,8623.955988,-27191.22579,54388.45158,-31.13058252,349.9942775,346.2285575
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0,10560.25215,1410.668184,2546.132829,59.560601,6074.217368,-10118.21478,20246.42956,4591.108623,1548.547954,10.09506532,-10295.60019,20597.20039,4576.959192,4576.959192,-10299.36704,20600.73408,-350.7708284,-354.3045262,8188.281306,51.02174506,13119.88935,-10132.62637,20271.25275,-24.82318989,325.9476401,329.4813301
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0t120,9866.678184,1712.59697,2226.542559,71.30637899,6656.143432,-16494.37395,32998.74791,5240.145088,4386.129209,81.09569356,-16567.37645,33140.75291,5076.879188,5076.879188,-16568.28253,33138.56507,-142.0049976,-139.8171596,6774.548091,10,10415.8054,-16386.64364,32779.28727,219.4606355,361.4656355,359.2777955
g1,n10e4,td100,l99,n500,n200,rad10k,2change,all,10691.37228,2999.729368,2505.072876,109.5460041,6553.460074,-27148.1056,54306.2112,4927.91925,4517.286712,115.5996152,-27253.7924,54513.58481,4839.899875,4839.899875,-27254.05454,54510.10907,-207.3736093,-203.8978699,7535.077591,29.25037268,10703.64033,-27200.8765,54407.753,-101.5418029,105.8318071,102.3560671
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0,10175.6031,3225.689989,1809.819355,119.9872294,7461.540078,-10087.19204,20184.38409,4356.837398,4601.704865,56.24966107,-10250.10696,20506.21392,4365.996788,4365.996788,-10250.18185,20502.3637,-321.8298282,-317.9796102,8469.329155,10,12254.99879,-10116.53746,20239.07492,-54.69083044,267.1389996,263.2887796
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0t120,9622.932969,3085.19901,1730.414884,119.9365867,7302.20648,-16361.17935,32732.35869,4789.378877,4291.166306,81.31097881,-16573.46231,33152.92463,4690.798468,4690.798468,-16573.82471,33149.64942,-420.5659346,-417.2907238,6222.916175,10,9165.093657,-16409.00899,32824.01798,-91.65929079,328.9066492,325.6314392
g1,n10e4,td100,l99,n500,n200,rad10k,2change,all,9911.783565,3365.323343,1769.43364,106.5618447,7376.415031,-27004.94517,54019.89035,4547.289762,4838.154747,115.525059,-27218.0398,54442.07961,4609.608489,4609.608489,-27218.1793,54438.35861,-422.1892581,-418.4682586,7211.49752,10,9851.571475,-27036.37115,54078.7423,-58.85195239,363.3373076,359.6163076
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0,9830.745113,2566.750356,1141.729418,105.5901497,9993.700759,-10158.41789,20326.83578,4536.670363,1221.938905,10.00275692,-10268.55225,20543.10451,4520.851423,4520.851423,-10274.70088,20551.40175,-216.2687258,-224.5659754,8183.108692,10,13432.45931,-10200.38128,20406.76256,-79.92678049,136.3419495,144.6391895
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0t120,9650.635998,3168.196152,77.98305805,110.9486252,12633.94892,-16391.31036,32792.62071,5105.771726,1111.891513,10.10469273,-16696.49984,33398.99969,4823.426721,4823.426721,-16701.38336,33404.76671,-606.3789731,-612.1459969,6707.783996,15.18576449,10813.61316,-16434.6088,32875.2176,-82.59688823,523.7820918,529.5491118
g1,n10e4,td100,l99,n500,n200,rad10k,2change,all,9659.192479,3341.849155,10,103.6772827,12711.35575,-27080.6361,54171.2722,4942.615242,4366.26236,115.6303248,-27354.57349,54715.14698,4814.487349,4814.487349,-27355.13059,54712.26118,-543.8747767,-540.9889792,7289.687169,10,11125.26351,-27113.86517,54233.73033,-62.45813341,481.4166466,478.5308466
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0,8906.014763,899.9491536,10,13.66273212,13278.95993,-10242.84899,20495.69799,4665.752405,5159.24714,56.21513611,-10355.57366,20717.14732,4682.052704,4682.052704,-10355.80736,20713.61472,-221.4493359,-217.9167338,8200.411544,10,13856.1606,-10260.73718,20527.47435,-31.77636179,189.6729682,186.1403682
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0t120,9534.311443,2869.14415,1534.456984,119.9073366,9273.975936,-16632.40827,33274.81655,5059.842749,1065.595794,10.03998893,-16803.60502,33613.21004,4764.239078,4764.239078,-16808.62413,33619.24826,-338.3934938,-344.431717,6093.413599,10,10407.98137,-16688.76079,33383.52157,-108.7050225,229.6884675,235.7266875
g1,n10e4,td100,l99,n500,n200,rad10k,2change,all,9528.014444,2594.332335,1666.676855,119.9996258,8951.747153,-27595.65187,55201.30375,4859.114775,3730.13695,119.7049645,-27765.70901,55537.41803,4590.808963,4590.808963,-27768.23426,55538.46852,-336.1142806,-337.1647666,6715.157665,10,10839.4538,-27640.5677,55287.1354,-85.83165489,250.2826251,251.3331151
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0,9935.797924,2367.080415,729.8595939,81.93035416,10314.17925,-50652.42255,101314.8451,4548.961608,4326.80118,56.13766523,-51604.1572,103214.3144,4542.447404,4542.447404,-51604.46872,103210.9374,-1899.469297,-1896.092343,8561.705106,10,13279.60862,-52210.05115,104426.1023,-3111.257203,-1211.787903,-1215.164903
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0t120,9881.868932,2433.358726,422.3828004,89.60228776,10958.89308,-82051.07224,164112.1445,5139.692347,4566.720643,81.20313864,-83514.67359,167035.3472,5032.286796,5032.286796,-83516.6598,167035.3196,-2923.202697,-2923.175115,6236.960182,61.21046785,9621.625579,-84654.77704,169315.5541,-5203.409588,-2280.206888,-2280.234488
g1,n10e4,td100,l99,n500,n200,rad50k,2change,all,10240.18724,3217.053007,787.7485433,119.9780118,10291.688,-135814.2332,271638.4664,4924.442634,4706.677592,115.5996549,-137590.1083,275186.2166,4879.220311,4879.220311,-137590.4575,275182.915,-3547.750218,-3544.448625,7554.812817,51.25836659,10733.12753,-139816.609,279639.218,-8000.751584,-4453.001384,-4456.302984
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0,10302.54762,2639.507485,631.1210138,113.2772368,10507.52428,-51193.22841,102396.4568,4563.891089,1926.820849,10.00289574,-52229.70201,104465.404,4553.346044,4553.346044,-52240.28734,104482.5747,-2068.947205,-2086.117861,8565.666682,10,12615.03026,-51427.60723,102861.2145,-464.75767,1604.18953,1621.36023
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0t120,9998.77898,2256.462714,10,90.95046353,11785.90041,-83093.04362,166196.0872,5217.620904,1486.508049,10.00024287,-84545.32648,169096.653,5008.699586,5008.699586,-84557.75331,169117.5066,-2900.565727,-2921.419387,6413.308448,10,9419.928339,-83415.76976,166837.5395,-641.452321,2259.113479,2279.967079
